id,type of activity 
28147,HOUSING / ZONING
28148,CITATION
28149,HOUSING / ZONING
28150,CITATION
28151,TENANT RELOCATION ORDINANCE
28152,TENANT RELOCATION ORDINANCE
28153,TENANT RELOCATION ORDINANCE
28154,HOUSING / ZONING
28155,HOUSING / ZONING
28156,HOUSING / ZONING
28157,HOUSING / ZONING
28158,HOUSING / ZONING
28159,HOUSING / ZONING
28160,TENANT RELOCATION ORDINANCE
28161,HOUSING / ZONING
28162,CITATION
28163,CITATION
28164,CONSTRUCTION
28165,HOUSING / ZONING
28166,HOUSING / ZONING
28167,HOUSING / ZONING
28168,HOUSING / ZONING
28169,HOUSING / ZONING
28170,CITATION
28171,CITATION
28172,HOUSING / ZONING
28173,CITATION
28174,CITATION
28175,HOUSING / ZONING
28176,CONSTRUCTION
28177,CONSTRUCTION
28178,CONSTRUCTION
28179,CITATION
28180,CONSTRUCTION
28181,HOUSING / ZONING
28182,HOUSING / ZONING
28183,CONSTRUCTION
28184,HOUSING / ZONING
28185,CONSTRUCTION
28186,VACANT BUILDING MONITORING
28187,CITATION
28188,HOUSING / ZONING
28189,CITATION
28190,HOUSING / ZONING
28191,CONDO CONVERSION AND PRESALE
28192,HOUSING / ZONING
28193,CITATION
28194,CITATION
28195,HOUSING / ZONING
28196,CITATION
28197,HOUSING / ZONING
28198,CITATION
28199,CITATION
28200,CITATION
28201,CITATION
28202,HOUSING / ZONING
28203,HOUSING / ZONING
28204,HOUSING / ZONING
28205,CITATION
28206,HOUSING / ZONING
28207,HOUSING / ZONING
28208,TENANT RELOCATION ORDINANCE
28209,HOUSING / ZONING
28210,HOUSING / ZONING
28211,TENANT RELOCATION ORDINANCE
28212,HOUSING / ZONING
28213,HOUSING / ZONING
28214,CITATION
28215,CITATION
28216,CITATION
28217,HOUSING / ZONING
28218,TENANT RELOCATION ORDINANCE
28219,CONSTRUCTION
28220,CITATION
28221,HOUSING / ZONING
28222,HOUSING / ZONING
28223,CITATION
28224,VACANT BUILDING MONITORING
28225,CITATION
28226,HOUSING / ZONING
28227,HOUSING / ZONING
28228,CITATION
28229,HOUSING / ZONING
28230,HOUSING / ZONING
28231,HOUSING / ZONING
28232,HOUSING / ZONING
28233,TENANT RELOCATION ORDINANCE
28234,HOUSING / ZONING
28235,CONSTRUCTION
28236,HOUSING / ZONING
28237,HOUSING / ZONING
28238,CONSTRUCTION
28239,CONSTRUCTION
28240,CONSTRUCTION
28241,CONSTRUCTION
28242,TENANT RELOCATION ORDINANCE
28243,CONSTRUCTION
28244,HOUSING / ZONING
28245,HOUSING / ZONING
28246,HOUSING / ZONING
28247,CITATION
28248,HOUSING / ZONING
28249,HOUSING / ZONING
28250,CONSTRUCTION
28251,TENANT RELOCATION ORDINANCE
28252,CONSTRUCTION
28253,TENANT RELOCATION ORDINANCE
28254,CONSTRUCTION
28255,CITATION
28256,HOUSING / ZONING
28257,HOUSING / ZONING
28258,HOUSING / ZONING
28259,HOUSING / ZONING
28260,HOUSING / ZONING
28261,HOUSING / ZONING
28262,HOUSING / ZONING
28263,HOUSING / ZONING
28264,CONSTRUCTION
28265,HOUSING / ZONING
28266,HOUSING / ZONING
28267,CITATION
28268,CONSTRUCTION
28269,CITATION
28270,HOUSING / ZONING
28271,HOUSING / ZONING
28272,HOUSING / ZONING
28273,TENANT RELOCATION ORDINANCE
28274,CONSTRUCTION
28275,CONSTRUCTION
28276,CITATION
28277,CITATION
28278,CITATION
28279,HOUSING / ZONING
28280,HOUSING / ZONING
28281,CITATION
28282,HOUSING / ZONING
28283,CITATION
28284,TENANT RELOCATION ORDINANCE
28285,HOUSING / ZONING
28286,HOUSING / ZONING
28287,CONSTRUCTION
28288,TENANT RELOCATION ORDINANCE
28289,HOUSING / ZONING
28290,HOUSING / ZONING
28291,HOUSING / ZONING
28292,HOUSING / ZONING
28293,CONDO CONVERSION AND PRESALE
28294,CITATION
28295,HOUSING / ZONING
28296,CITATION
28297,HOUSING / ZONING
28298,CONSTRUCTION
28299,CITATION
28300,CONSTRUCTION
28301,CONSTRUCTION
28302,HOUSING / ZONING
28303,CITATION
28304,HOUSING / ZONING
28305,HOUSING / ZONING
28306,UNFIT BUILDING OR PREMISES
28307,HOUSING / ZONING
28308,CONSTRUCTION
28309,CITATION
28310,HOUSING / ZONING
28311,HOUSING / ZONING
28312,HOUSING / ZONING
28313,HOUSING / ZONING
28314,TENANT RELOCATION ORDINANCE
28315,CONSTRUCTION
28316,HOUSING / ZONING
28317,CONSTRUCTION
28318,HOUSING / ZONING
28319,CITATION
28320,CITATION
28321,CONDO CONVERSION AND PRESALE
28322,HOUSING / ZONING
28323,TENANT RELOCATION ORDINANCE
28324,CONSTRUCTION
28325,CITATION
28326,HOUSING / ZONING
28327,HOUSING / ZONING
28328,CONSTRUCTION
28329,CITATION
28330,CITATION
28331,CITATION
28332,CITATION
28333,CITATION
28334,HOUSING / ZONING
28335,CITATION
28336,CONDO CONVERSION AND PRESALE
28337,TENANT RELOCATION ORDINANCE
28338,TENANT RELOCATION ORDINANCE
28339,TENANT RELOCATION ORDINANCE
28340,HOUSING / ZONING
28341,HOUSING / ZONING
28342,HOUSING / ZONING
28343,HOUSING / ZONING
28344,HOUSING / ZONING
28345,HOUSING / ZONING
28346,HOUSING / ZONING
28347,HOUSING / ZONING
28348,HOUSING / ZONING
28349,HOUSING / ZONING
28350,CITATION
28351,TENANT RELOCATION ORDINANCE
28352,HOUSING / ZONING
28353,CITATION
28354,HOUSING / ZONING
28355,HOUSING / ZONING
28356,TENANT RELOCATION ORDINANCE
28357,TENANT RELOCATION ORDINANCE
28358,CONSTRUCTION
28359,TENANT RELOCATION ORDINANCE
28360,TENANT RELOCATION ORDINANCE
28361,HOUSING / ZONING
28362,CITATION
28363,HOUSING / ZONING
28364,HOUSING / ZONING
28365,HOUSING / ZONING
28366,HOUSING / ZONING
28367,HOUSING / ZONING
28368,HOUSING / ZONING
28369,CONDO CONVERSION AND PRESALE
28370,HOUSING / ZONING
28371,HOUSING / ZONING
28372,HOUSING / ZONING
28373,HOUSING / ZONING
28374,HOUSING / ZONING
28375,CONSTRUCTION
28376,HOUSING / ZONING
28377,CITATION
28378,CITATION
28379,CITATION
28380,CITATION
28381,TENANT RELOCATION ORDINANCE
28382,HOUSING / ZONING
28383,HOUSING / ZONING
28384,HOUSING / ZONING
28385,HOUSING / ZONING
28386,CITATION
28387,CONSTRUCTION
28388,HOUSING / ZONING
28389,HOUSING / ZONING
28390,CONSTRUCTION
28391,CONSTRUCTION
28392,TENANT RELOCATION ORDINANCE
28393,HOUSING / ZONING
28394,CITATION
28395,CONSTRUCTION
28396,CITATION
28397,HOUSING / ZONING
28398,CITATION
28399,HOUSING / ZONING
28400,CONSTRUCTION
28401,CONDO CONVERSION AND PRESALE
28402,CONSTRUCTION
28403,HOUSING / ZONING
28404,CITATION
28405,CITATION
28406,CITATION
28407,CITATION
28408,CITATION
28409,HOUSING / ZONING
28410,HOUSING / ZONING
28411,CITATION
28412,HOUSING / ZONING
28413,HOUSING / ZONING
28414,HOUSING / ZONING
28415,HOUSING / ZONING
28416,HOUSING / ZONING
28417,HOUSING / ZONING
28418,HOUSING / ZONING
28419,HOUSING / ZONING
28420,HOUSING / ZONING
28421,CONSTRUCTION
28422,CONSTRUCTION
28423,TENANT RELOCATION ORDINANCE
28424,CONSTRUCTION
28425,HOUSING / ZONING
28426,CONSTRUCTION
28427,CITATION
28428,CITATION
28429,HOUSING / ZONING
28430,CONSTRUCTION
28431,HOUSING / ZONING
28432,TENANT RELOCATION ORDINANCE
28433,HOUSING / ZONING
28434,HOUSING / ZONING
28435,CONSTRUCTION
28436,HOUSING / ZONING
28437,HOUSING / ZONING
28438,HOUSING / ZONING
28439,CITATION
28440,HOUSING / ZONING
28441,TENANT RELOCATION ORDINANCE
28442,CITATION
28443,CITATION
28444,CITATION
28445,HOUSING / ZONING
28446,HOUSING / ZONING
28447,CITATION
28448,HOUSING / ZONING
28449,CITATION
28450,CONSTRUCTION
28451,HOUSING / ZONING
28452,HOUSING / ZONING
28453,HOUSING / ZONING
28454,HOUSING / ZONING
28455,HOUSING / ZONING
28456,HOUSING / ZONING
28457,HOUSING / ZONING
28458,HOUSING / ZONING
28459,HOUSING / ZONING
28460,HOUSING / ZONING
28461,CONSTRUCTION
28462,HOUSING / ZONING
28463,HOUSING / ZONING
28464,HOUSING / ZONING
28465,HOUSING / ZONING
28466,HOUSING / ZONING
28467,HOUSING / ZONING
28468,HOUSING / ZONING
28469,HOUSING / ZONING
28470,CITATION
28471,HOUSING / ZONING
28472,HOUSING / ZONING
28473,CITATION
28474,CITATION
28475,CITATION
28476,HOUSING / ZONING
28477,CONDO CONVERSION AND PRESALE
28478,CITATION
28479,HOUSING / ZONING
28480,CITATION
28481,CITATION
28482,CITATION
28483,CONSTRUCTION
28484,CITATION
28485,HOUSING / ZONING
28486,HOUSING / ZONING
28487,CONSTRUCTION
28488,CITATION
28489,CONSTRUCTION
28490,HOUSING / ZONING
28491,HOUSING / ZONING
28492,HOUSING / ZONING
28493,HOUSING / ZONING
28494,TENANT RELOCATION ORDINANCE
28495,HOUSING / ZONING
28496,CITATION
28497,HOUSING / ZONING
28498,HOUSING / ZONING
28499,HOUSING / ZONING
28500,HOUSING / ZONING
28501,TENANT RELOCATION ORDINANCE
28502,HOUSING / ZONING
28503,HOUSING / ZONING
28504,HOUSING / ZONING
28505,HOUSING / ZONING
28506,HOUSING / ZONING
28507,CITATION
28508,HOUSING / ZONING
28509,HOUSING / ZONING
28510,CITATION
28511,HOUSING / ZONING
28512,CITATION
28513,CONDO CONVERSION AND PRESALE
28514,HOUSING / ZONING
28515,HOUSING / ZONING
28516,HOUSING / ZONING
28517,VACANT BUILDING MONITORING
28518,HOUSING / ZONING
28519,HOUSING / ZONING
28520,HOUSING / ZONING
28521,HOUSING / ZONING
28522,HOUSING / ZONING
28523,HOUSING / ZONING
28524,CITATION
28525,HOUSING / ZONING
28526,CONSTRUCTION
28527,HOUSING / ZONING
28528,HOUSING / ZONING
28529,TENANT RELOCATION ORDINANCE
28530,HOUSING / ZONING
28531,HOUSING / ZONING
28532,HOUSING / ZONING
28533,HOUSING / ZONING
28534,HOUSING / ZONING
28535,CITATION
28536,HOUSING / ZONING
28537,CITATION
28538,HOUSING / ZONING
28539,CITATION
28540,CITATION
28541,CONDO CONVERSION AND PRESALE
28542,CONDO CONVERSION AND PRESALE
28543,CITATION
28544,HOUSING / ZONING
28545,HOUSING / ZONING
28546,HOUSING / ZONING
28547,CITATION
28548,CITATION
28549,CITATION
28550,HOUSING / ZONING
28551,CITATION
28552,CITATION
28553,CITATION
28554,HOUSING / ZONING
28555,CITATION
28556,CONDO CONVERSION AND PRESALE
28557,HOUSING / ZONING
28558,HOUSING / ZONING
28559,HOUSING / ZONING
28560,CITATION
28561,CITATION
28562,HOUSING / ZONING
28563,HOUSING / ZONING
28564,CITATION
28565,HOUSING / ZONING
28566,CONSTRUCTION
28567,TENANT RELOCATION ORDINANCE
28568,TENANT RELOCATION ORDINANCE
28569,HOUSING / ZONING
28570,CITATION
28571,HOUSING / ZONING
28572,CONDO CONVERSION AND PRESALE
28573,CITATION
28574,HOUSING / ZONING
28575,CITATION
28576,HOUSING / ZONING
28577,HOUSING / ZONING
28578,HOUSING / ZONING
28579,HOUSING / ZONING
28580,HOUSING / ZONING
28581,HOUSING / ZONING
28582,UNFIT BUILDING OR PREMISES
28583,HOUSING / ZONING
28584,CONSTRUCTION
28585,HOUSING / ZONING
28586,HOUSING / ZONING
28587,HOUSING / ZONING
28588,CITATION
28589,HOUSING / ZONING
28590,CONSTRUCTION
28591,CONSTRUCTION
28592,CONSTRUCTION
28593,HOUSING / ZONING
28594,CONSTRUCTION
28595,CONSTRUCTION
28596,CONSTRUCTION
28597,CITATION
28598,HOUSING / ZONING
28599,CONSTRUCTION
28600,HOUSING / ZONING
28601,HOUSING / ZONING
28602,CONSTRUCTION
28603,HOUSING / ZONING
28604,HOUSING / ZONING
28605,CONSTRUCTION
28606,CONSTRUCTION
28607,TENANT RELOCATION ORDINANCE
28608,TENANT RELOCATION ORDINANCE
28609,HOUSING / ZONING
28610,HOUSING / ZONING
28611,HOUSING / ZONING
28612,TENANT RELOCATION ORDINANCE
28613,HOUSING / ZONING
28614,HOUSING / ZONING
28615,CONSTRUCTION
28616,HOUSING / ZONING
28617,CITATION
28618,CITATION
28619,CITATION
28620,CITATION
28621,CITATION
28622,HOUSING / ZONING
28623,CONSTRUCTION
28624,HOUSING / ZONING
28625,CONSTRUCTION
28626,VACANT BUILDING MONITORING
28627,HOUSING / ZONING
28628,HOUSING / ZONING
28629,HOUSING / ZONING
28630,CITATION
28631,HOUSING / ZONING
28632,HOUSING / ZONING
28633,HOUSING / ZONING
28634,HOUSING / ZONING
28635,HOUSING / ZONING
28636,HOUSING / ZONING
28637,TENANT RELOCATION ORDINANCE
28638,NOISE/SOUND LEVELS
28639,HOUSING / ZONING
28640,HOUSING / ZONING
28641,HOUSING / ZONING
28642,TENANT RELOCATION ORDINANCE
28643,HOUSING / ZONING
28644,CITATION
28645,CONDO CONVERSION AND PRESALE
28646,CITATION
28647,TENANT RELOCATION ORDINANCE
28648,CONSTRUCTION
28649,CONSTRUCTION
28650,CITATION
28651,HOUSING / ZONING
28652,CITATION
28653,CONSTRUCTION
28654,CITATION
28655,CITATION
28656,HOUSING / ZONING
28657,TENANT RELOCATION ORDINANCE
28658,TENANT RELOCATION ORDINANCE
28659,TENANT RELOCATION ORDINANCE
28660,CITATION
28661,TENANT RELOCATION ORDINANCE
28662,CONSTRUCTION
28663,HOUSING / ZONING
28664,CITATION
28665,HOUSING / ZONING
28666,HOUSING / ZONING
28667,CITATION
28668,HOUSING / ZONING
28669,HOUSING / ZONING
28670,CONSTRUCTION
28671,HOUSING / ZONING
28672,HOUSING / ZONING
28673,HOUSING / ZONING
28674,CONSTRUCTION
28675,CONDO CONVERSION AND PRESALE
28676,HOUSING / ZONING
28677,HOUSING / ZONING
28678,CONSTRUCTION
28679,CITATION
28680,CONDO CONVERSION AND PRESALE
28681,CONDO CONVERSION AND PRESALE
28682,HOUSING / ZONING
28683,HOUSING / ZONING
28684,CONSTRUCTION
28685,HOUSING / ZONING
28686,CONSTRUCTION
28687,HOUSING / ZONING
28688,CITATION
28689,CITATION
28690,HOUSING / ZONING
28691,CONSTRUCTION
28692,HOUSING / ZONING
28693,CONSTRUCTION
28694,CITATION
28695,CONSTRUCTION
28696,CONSTRUCTION
28697,CITATION
28698,CITATION
28699,CITATION
28700,HOUSING / ZONING
28701,CITATION
28702,HOUSING / ZONING
28703,HOUSING / ZONING
28704,HOUSING / ZONING
28705,TENANT RELOCATION ORDINANCE
28706,CONSTRUCTION
28707,HOUSING / ZONING
28708,CONSTRUCTION
28709,HOUSING / ZONING
28710,HOUSING / ZONING
28711,HOUSING / ZONING
28712,TENANT RELOCATION ORDINANCE
28713,CITATION
28714,HOUSING / ZONING
28715,HOUSING / ZONING
28716,CONSTRUCTION
28717,TENANT RELOCATION ORDINANCE
28718,TENANT RELOCATION ORDINANCE
28719,HOUSING / ZONING
28720,CITATION
28721,HOUSING / ZONING
28722,CONSTRUCTION
28723,HOUSING / ZONING
28724,CONDO CONVERSION AND PRESALE
28725,HOUSING / ZONING
28726,CONSTRUCTION
28727,CONSTRUCTION
28728,UNFIT BUILDING OR PREMISES
28729,CITATION
28730,CITATION
28731,HOUSING / ZONING
28732,CONDO CONVERSION AND PRESALE
28733,CITATION
28734,HOUSING / ZONING
28735,CONSTRUCTION
28736,CONSTRUCTION
28737,CONSTRUCTION
28738,HOUSING / ZONING
28739,HOUSING / ZONING
28740,HOUSING / ZONING
28741,HOUSING / ZONING
28742,CITATION
28743,HOUSING / ZONING
28744,CITATION
28745,HOUSING / ZONING
28746,CITATION
28747,HOUSING / ZONING
28748,HOUSING / ZONING
28749,CITATION
28750,HOUSING / ZONING
28751,HOUSING / ZONING
28752,HOUSING / ZONING
28753,HOUSING / ZONING
28754,HOUSING / ZONING
28755,HOUSING / ZONING
28756,CONDO CONVERSION AND PRESALE
28757,CONDO CONVERSION AND PRESALE
28758,TENANT RELOCATION ORDINANCE
28759,CITATION
28760,CITATION
28761,TENANT RELOCATION ORDINANCE
28762,HOUSING / ZONING
28763,HOUSING / ZONING
28764,TENANT RELOCATION ORDINANCE
28765,CONSTRUCTION
28766,CONSTRUCTION
28767,HOUSING / ZONING
28768,CITATION
28769,CITATION
28770,HOUSING / ZONING
28771,HOUSING / ZONING
28772,HOUSING / ZONING
28773,CITATION
28774,HOUSING / ZONING
28775,HOUSING / ZONING
28776,HOUSING / ZONING
28777,CITATION
28778,HOUSING / ZONING
28779,HOUSING / ZONING
28780,HOUSING / ZONING
28781,HOUSING / ZONING
28782,HOUSING / ZONING
28783,HOUSING / ZONING
28784,HOUSING / ZONING
28785,CITATION
28786,CONSTRUCTION
28787,HOUSING / ZONING
28788,CONSTRUCTION
28789,CONSTRUCTION
28790,CITATION
28791,CITATION
28792,HOUSING / ZONING
28793,HOUSING / ZONING
28794,CITATION
28795,CONSTRUCTION
28796,HOUSING / ZONING
28797,CONDO CONVERSION AND PRESALE
28798,TENANT RELOCATION ORDINANCE
28799,HOUSING / ZONING
28800,HOUSING / ZONING
28801,CITATION
28802,CONDO CONVERSION AND PRESALE
28803,HOUSING / ZONING
28804,HOUSING / ZONING
28805,HOUSING / ZONING
28806,HOUSING / ZONING
28807,HOUSING / ZONING
28808,CONSTRUCTION
28809,HOUSING / ZONING
28810,HOUSING / ZONING
28811,CITATION
28812,CITATION
28813,CITATION
28814,CONDO CONVERSION AND PRESALE
28815,HOUSING / ZONING
28816,CONSTRUCTION
28817,CITATION
28818,HOUSING / ZONING
28819,CITATION
28820,CITATION
28821,HOUSING / ZONING
28822,CONSTRUCTION
28823,CONSTRUCTION
28824,CONSTRUCTION
28825,CONSTRUCTION
28826,CONSTRUCTION
28827,HOUSING / ZONING
28828,CITATION
28829,HOUSING / ZONING
28830,HOUSING / ZONING
28831,CONSTRUCTION
28832,UNFIT BUILDING OR PREMISES
28833,CONSTRUCTION
28834,TENANT RELOCATION ORDINANCE
28835,CONSTRUCTION
28836,CONSTRUCTION
28837,TENANT RELOCATION ORDINANCE
28838,TENANT RELOCATION ORDINANCE
28839,TENANT RELOCATION ORDINANCE
28840,TENANT RELOCATION ORDINANCE
28841,HOUSING / ZONING
28842,CONSTRUCTION
28843,HOUSING / ZONING
28844,TENANT RELOCATION ORDINANCE
28845,HOUSING / ZONING
28846,HOUSING / ZONING
28847,HOUSING / ZONING
28848,CONSTRUCTION
28849,CONSTRUCTION
28850,CONSTRUCTION
28851,CONSTRUCTION
28852,CONSTRUCTION
28853,CONSTRUCTION
28854,HOUSING / ZONING
28855,HOUSING / ZONING
28856,CITATION
28857,TENANT RELOCATION ORDINANCE
28858,HOUSING / ZONING
28859,CONSTRUCTION
28860,HOUSING / ZONING
28861,CONSTRUCTION
28862,CITATION
28863,TENANT RELOCATION ORDINANCE
28864,HOUSING / ZONING
28865,CONSTRUCTION
28866,CONSTRUCTION
28867,CONSTRUCTION
28868,CITATION
28869,HOUSING / ZONING
28870,HOUSING / ZONING
28871,CITATION
28872,HOUSING / ZONING
28873,HOUSING / ZONING
28874,HOUSING / ZONING
28875,HOUSING / ZONING
28876,UNFIT BUILDING OR PREMISES
28877,CONDO CONVERSION AND PRESALE
28878,CONDO CONVERSION AND PRESALE
28879,HOUSING / ZONING
28880,CONDO CONVERSION AND PRESALE
28881,CONSTRUCTION
28882,CITATION
28883,CONSTRUCTION
28884,CONSTRUCTION
28885,UNFIT BUILDING OR PREMISES
28886,CONSTRUCTION
28887,CONSTRUCTION
28888,HOUSING / ZONING
28889,HOUSING / ZONING
28890,CONSTRUCTION
28891,TENANT RELOCATION ORDINANCE
28892,CONSTRUCTION
28893,HOUSING / ZONING
28894,HOUSING / ZONING
28895,TENANT RELOCATION ORDINANCE
28896,CONSTRUCTION
28897,CONSTRUCTION
28898,CONSTRUCTION
28899,HOUSING / ZONING
28900,CONSTRUCTION
28901,TENANT RELOCATION ORDINANCE
28902,HOUSING / ZONING
28903,CONSTRUCTION
28904,HOUSING / ZONING
28905,HOUSING / ZONING
28906,CONSTRUCTION
28907,HOUSING / ZONING
28908,CITATION
28909,CONSTRUCTION
28910,CITATION
28911,CITATION
28912,HOUSING / ZONING
28913,CITATION
28914,CITATION
28915,HOUSING / ZONING
28916,HOUSING / ZONING
28917,CITATION
28918,CITATION
28919,HOUSING / ZONING
28920,CITATION
28921,CONSTRUCTION
28922,CITATION
28923,TENANT RELOCATION ORDINANCE
28924,CITATION
28925,TENANT RELOCATION ORDINANCE
28926,HOUSING / ZONING
28927,CONSTRUCTION
28928,HOUSING / ZONING
28929,HOUSING / ZONING
28930,HOUSING / ZONING
28931,CONSTRUCTION
28932,CONDO CONVERSION AND PRESALE
28933,HOUSING / ZONING
28934,HOUSING / ZONING
28935,HOUSING / ZONING
28936,HOUSING / ZONING
28937,HOUSING / ZONING
28938,CITATION
28939,TENANT RELOCATION ORDINANCE
28940,CONSTRUCTION
28941,CONSTRUCTION
28942,CITATION
28943,CITATION
28944,CONSTRUCTION
28945,CITATION
28946,TENANT RELOCATION ORDINANCE
28947,CONDO CONVERSION AND PRESALE
28948,HOUSING / ZONING
28949,UNFIT BUILDING OR PREMISES
28950,HOUSING / ZONING
28951,HOUSING / ZONING
28952,HOUSING / ZONING
28953,UNFIT BUILDING OR PREMISES
28954,UNFIT BUILDING OR PREMISES
28955,HOUSING / ZONING
28956,CITATION
28957,HOUSING / ZONING
28958,CONSTRUCTION
28959,HOUSING / ZONING
28960,CITATION
28961,CITATION
28962,TENANT RELOCATION ORDINANCE
28963,TENANT RELOCATION ORDINANCE
28964,CONSTRUCTION
28965,TENANT RELOCATION ORDINANCE
28966,HOUSING / ZONING
28967,CONSTRUCTION
28968,CONSTRUCTION
28969,CONSTRUCTION
28970,HOUSING / ZONING
28971,HOUSING / ZONING
28972,CITATION
28973,TENANT RELOCATION ORDINANCE
28974,HOUSING / ZONING
28975,CITATION
28976,CITATION
28977,CITATION
28978,CONSTRUCTION
28979,CONSTRUCTION
28980,HOUSING / ZONING
28981,HOUSING / ZONING
28982,VACANT BUILDING MONITORING
28983,HOUSING / ZONING
28984,HOUSING / ZONING
28985,CITATION
28986,CITATION
28987,HOUSING / ZONING
28988,TENANT RELOCATION ORDINANCE
28989,TENANT RELOCATION ORDINANCE
28990,CONSTRUCTION
28991,HOUSING / ZONING
28992,CONSTRUCTION
28993,CITATION
28994,CITATION
28995,CITATION
28996,CITATION
28997,HOUSING / ZONING
28998,CONSTRUCTION
28999,HOUSING / ZONING
29000,CONSTRUCTION
29001,CONSTRUCTION
29002,HOUSING / ZONING
29003,VACANT BUILDING MONITORING
29004,HOUSING / ZONING
29005,HOUSING / ZONING
29006,HOUSING / ZONING
29007,HOUSING / ZONING
29008,CONSTRUCTION
29009,VACANT BUILDING MONITORING
29010,CITATION
29011,HOUSING / ZONING
29012,HOUSING / ZONING
29013,HOUSING / ZONING
29014,HOUSING / ZONING
29015,HOUSING / ZONING
29016,HOUSING / ZONING
29017,HOUSING / ZONING
29018,CONSTRUCTION
29019,CONSTRUCTION
29020,CONSTRUCTION
29021,HOUSING / ZONING
29022,HOUSING / ZONING
29023,CITATION
29024,HOUSING / ZONING
29025,CITATION
29026,HOUSING / ZONING
29027,HOUSING / ZONING
29028,HOUSING / ZONING
29029,TENANT RELOCATION ORDINANCE
29030,CITATION
29031,HOUSING / ZONING
29032,HOUSING / ZONING
29033,TENANT RELOCATION ORDINANCE
29034,TENANT RELOCATION ORDINANCE
29035,TENANT RELOCATION ORDINANCE
29036,TENANT RELOCATION ORDINANCE
29037,HOUSING / ZONING
29038,CITATION
29039,HOUSING / ZONING
29040,CITATION
29041,CITATION
29042,HOUSING / ZONING
29043,HOUSING / ZONING
29044,CONSTRUCTION
29045,CITATION
29046,HOUSING / ZONING
29047,HOUSING / ZONING
29048,HOUSING / ZONING
29049,HOUSING / ZONING
29050,CITATION
29051,TENANT RELOCATION ORDINANCE
29052,HOUSING / ZONING
29053,CONDO CONVERSION AND PRESALE
29054,HOUSING / ZONING
29055,HOUSING / ZONING
29056,CITATION
29057,HOUSING / ZONING
29058,HOUSING / ZONING
29059,HOUSING / ZONING
29060,CITATION
29061,HOUSING / ZONING
29062,VACANT BUILDING MONITORING
29063,HOUSING / ZONING
29064,HOUSING / ZONING
29065,HOUSING / ZONING
29066,UNFIT BUILDING OR PREMISES
29067,CITATION
29068,CITATION
29069,CITATION
29070,UNFIT BUILDING OR PREMISES
29071,HOUSING / ZONING
29072,HOUSING / ZONING
29073,HOUSING / ZONING
29074,HOUSING / ZONING
29075,CITATION
29076,CITATION
29077,CONSTRUCTION
29078,CITATION
29079,HOUSING / ZONING
29080,CITATION
29081,TENANT RELOCATION ORDINANCE
29082,CITATION
29083,HOUSING / ZONING
29084,HOUSING / ZONING
29085,CITATION
29086,CONSTRUCTION
29087,CITATION
29088,CONSTRUCTION
29089,CITATION
29090,CITATION
29091,CITATION
29092,CONSTRUCTION
29093,CONSTRUCTION
29094,TENANT RELOCATION ORDINANCE
29095,CITATION
29096,CITATION
29097,VACANT BUILDING MONITORING
29098,VACANT BUILDING MONITORING
29099,HOUSING / ZONING
29100,CONSTRUCTION
29101,HOUSING / ZONING
29102,HOUSING / ZONING
29103,HOUSING / ZONING
29104,HOUSING / ZONING
29105,HOUSING / ZONING
29106,CONSTRUCTION
29107,HOUSING / ZONING
29108,CONSTRUCTION
29109,CONSTRUCTION
29110,HOUSING / ZONING
29111,TENANT RELOCATION ORDINANCE
29112,HOUSING / ZONING
29113,HOUSING / ZONING
29114,CONDO CONVERSION AND PRESALE
29115,CONDO CONVERSION AND PRESALE
29116,CONDO CONVERSION AND PRESALE
29117,HOUSING / ZONING
29118,CITATION
29119,HOUSING / ZONING
29120,CONDO CONVERSION AND PRESALE
29121,HOUSING / ZONING
29122,CITATION
29123,CITATION
29124,UNFIT BUILDING OR PREMISES
29125,TENANT RELOCATION ORDINANCE
29126,CITATION
29127,CITATION
29128,HOUSING / ZONING
29129,HOUSING / ZONING
29130,CONSTRUCTION
29131,HOUSING / ZONING
29132,CITATION
29133,UNFIT BUILDING OR PREMISES
29134,CONSTRUCTION
29135,CONSTRUCTION
29136,CONSTRUCTION
29137,CONSTRUCTION
29138,HOUSING / ZONING
29139,CONSTRUCTION
29140,CITATION
29141,CITATION
29142,CONSTRUCTION
29143,HOUSING / ZONING
29144,CITATION
29145,HOUSING / ZONING
29146,HOUSING / ZONING
29147,CONSTRUCTION
29148,CITATION
29149,HOUSING / ZONING
29150,CONSTRUCTION
29151,HOUSING / ZONING
29152,HOUSING / ZONING
29153,HOUSING / ZONING
29154,HOUSING / ZONING
29155,HOUSING / ZONING
29156,CITATION
29157,HOUSING / ZONING
29158,HOUSING / ZONING
29159,CITATION
29160,HOUSING / ZONING
29161,CITATION
29162,CITATION
29163,HOUSING / ZONING
29164,VACANT BUILDING MONITORING
29165,HOUSING / ZONING
29166,HOUSING / ZONING
29167,CITATION
29168,HOUSING / ZONING
29169,CONDO CONVERSION AND PRESALE
29170,CONDO CONVERSION AND PRESALE
29171,HOUSING / ZONING
29172,HOUSING / ZONING
29173,HOUSING / ZONING
29174,CITATION
29175,HOUSING / ZONING
29176,TENANT RELOCATION ORDINANCE
29177,TENANT RELOCATION ORDINANCE
29178,TENANT RELOCATION ORDINANCE
29179,CONSTRUCTION
29180,TENANT RELOCATION ORDINANCE
29181,HOUSING / ZONING
29182,HOUSING / ZONING
29183,HOUSING / ZONING
29184,CITATION
29185,HOUSING / ZONING
29186,CONDO CONVERSION AND PRESALE
