id,PermitType,PermitNumber,PerrmitStatus 
39105,Construction,6125763,CANCELLED
39106,Demolition,6140590,CANCELLED
39107,Construction,6135083,CANCELLED
39108,Construction,6135080,CANCELLED
39109,Demolition,6140520,CANCELLED
39110,Construction,6132320,CANCELLED
39111,Construction,6103784,CANCELLED
39112,Demolition,6140012,CANCELLED
39113,Construction,6127824,CANCELLED
39114,Construction,6131453,CANCELLED
39115,Construction,6137803,CANCELLED
39116,Construction,6129318,CANCELLED
39117,Construction,6064865,CANCELLED
39118,Construction,6139192,Application Accepted
39119,Construction,6135011,CANCELLED
39120,Construction,6137668,CANCELLED
39121,Construction,6138194,CANCELLED
39122,Construction,6103238,CANCELLED
39123,Construction,6104685,CANCELLED
39124,Construction,6133595,CANCELLED
39125,Construction,6111289,CANCELLED
39126,Demolition,6127676,CANCELLED
39127,Construction,6137611,CANCELLED
39128,Construction,6137595,CANCELLED
39129,Construction,6123562,CANCELLED
39130,Construction,6104142,CANCELLED
39131,Construction,6122794,CANCELLED
39132,Construction,6131011,CANCELLED
39133,Construction,6129646,CANCELLED
39134,Construction,6127258,CANCELLED
39135,Demolition,6136963,Reviews Completed
39136,Construction,6117722,CANCELLED
39137,Construction,6136557,Application Accepted
39138,Construction,6122539,CANCELLED
39139,Construction,6121907,CANCELLED
39140,Construction,6121906,CANCELLED
39141,Construction,6121899,CANCELLED
39142,Construction,6121898,CANCELLED
39143,Construction,6121900,CANCELLED
39144,Construction,6121908,CANCELLED
39145,Construction,6136338,CANCELLED
39146,Construction,6107771,CANCELLED
39147,Construction,6130946,CANCELLED
39148,Construction,6121901,CANCELLED
39149,Construction,6121903,CANCELLED
39150,Construction,6115700,CANCELLED
39151,Construction,6121904,CANCELLED
39152,Construction,6121902,CANCELLED
39153,Construction,6121905,CANCELLED
39154,Construction,6133579,CANCELLED
39155,Construction,6131940,CANCELLED
39156,Demolition,6130915,Permit Closed
39157,Demolition,6134474,CANCELLED
39158,Construction,6115461,CANCELLED
39159,Site Development,6111253,AP Finaled
39160,Construction,6118679,CANCELLED
39161,Construction,6100607,CANCELLED
39162,Construction,6108610,CANCELLED
39163,Construction,6130356,CANCELLED
39164,Construction,6118150,CANCELLED
39165,Construction,6095334,CANCELLED
39166,Construction,6133347,Reviews Completed
39167,Construction,6126507,CANCELLED
39168,Construction,6127181,CANCELLED
39169,Construction,6127184,CANCELLED
39170,Construction,6119664,CANCELLED
39171,Construction,6098243,CANCELLED
39172,Demolition,6132367,Reviews Completed
39173,Construction,6120904,CANCELLED
39174,Construction,6089546,CANCELLED
39175,Construction,6131859,CANCELLED
39176,Construction,6125115,Permit Closed
39177,Construction,6131828,CANCELLED
39178,Construction,6110815,CANCELLED
39179,Construction,6123488,CANCELLED
39180,Construction,6111907,CANCELLED
39181,Demolition,6129406,CANCELLED
39182,Demolition,6129157,Reviews Completed
39183,Construction,6108578,CANCELLED
39184,Construction,6095542,CANCELLED
39185,Construction,6127673,CANCELLED
39186,Construction,6118032,CANCELLED
39187,Demolition,6131035,CANCELLED
39188,Construction,6111542,CANCELLED
39189,Construction,6108223,CANCELLED
39190,Construction,6122853,CANCELLED
39191,Demolition,6130923,CANCELLED
39192,Construction,6130922,CANCELLED
39193,Construction,6130921,CANCELLED
39194,Construction,6101992,CANCELLED
39195,Construction,6130836,Application Accepted
39196,Construction,6120139,CANCELLED
39197,Demolition,6130676,Reviews Completed
39198,Construction,6126122,CANCELLED
39199,Site Development,6126745,CANCELLED
39200,Demolition,6129701,Reviews Completed
39201,Demolition,6129706,Reviews Completed
39202,Construction,6117788,CANCELLED
39203,Construction,6121356,CANCELLED
39204,Construction,6129405,CANCELLED
39205,Construction,6129404,CANCELLED
39206,Construction,6124630,CANCELLED
39207,Construction,6118792,CANCELLED
39208,Construction,6125112,CANCELLED
39209,Construction,6129156,Application Accepted
39210,Construction,6125584,CANCELLED
39211,Construction,6120106,CANCELLED
39212,Construction,6128908,CANCELLED
39213,Construction,6114752,CANCELLED
39214,Construction,6107039,CANCELLED
39215,Construction,6124892,CANCELLED
39216,Construction,6125867,CANCELLED
39217,Construction,6126940,Application Accepted
39218,Demolition,6126777,Reviews Completed
39219,Construction,6126780,CANCELLED
39220,Construction,6078087,CANCELLED
39221,Demolition,6126634,Application Accepted
39222,Demolition,6125963,Reviews Completed
39223,Construction,6118647,CANCELLED
39224,Construction,6118635,CANCELLED
39225,Construction,6124516,Application Accepted
39226,Construction,6124514,Application Accepted
39227,Construction,6086108,CANCELLED
39228,Construction,6106947,CANCELLED
39229,Construction,6125709,CANCELLED
39230,Construction,6108332,CANCELLED
39231,Construction,6112063,CANCELLED
39232,Construction,6526711,Initial Information Collected
39233,Construction,6122305,CANCELLED
39234,Construction,6109488,CANCELLED
39235,Demolition,6124730,CANCELLED
39236,Demolition,6096402,Reviews Completed
39237,Construction,6111148,CANCELLED
39238,Construction,6113625,CANCELLED
39239,Demolition,6108945,Reviews Completed
39240,Construction,6124121,CANCELLED
39241,Construction,6123856,Application Accepted
39242,Construction,6115351,CANCELLED
39243,Construction,6123857,Application Accepted
39244,Construction,6115455,CANCELLED
39245,Construction,6074349,CANCELLED
39246,Construction,6095971,CANCELLED
39247,Demolition,6108663,CANCELLED
39248,Construction,6119547,CANCELLED
39249,Construction,6118722,CANCELLED
39250,Construction,6106088,CANCELLED
39251,Construction,6122817,CANCELLED
39252,Construction,6103565,CANCELLED
39253,Construction,6122963,Application Accepted
39254,Construction,6115944,CANCELLED
39255,Construction,6120467,CANCELLED
39256,Construction,6121386,CANCELLED
39257,Construction,6115350,CANCELLED
39258,Demolition,6110630,Reviews Completed
39259,Construction,6093490,CANCELLED
39260,Construction,6105489,CANCELLED
39261,Construction,6113134,CANCELLED
39262,Construction,6105396,CANCELLED
39263,Construction,6113909,CANCELLED
39264,Construction,6110628,Application Accepted
39265,Demolition,6121212,CANCELLED
39266,Construction,6098105,CANCELLED
39267,Construction,6121215,CANCELLED
39268,Construction,6121139,Reviews Completed
39269,Construction,6117402,CANCELLED
39270,Construction,6117552,CANCELLED
39271,Demolition,6120141,Reviews Completed
39272,Construction,6119949,CANCELLED
39273,Construction,6117810,CANCELLED
39274,Construction,6112210,CANCELLED
39275,Demolition,6119531,Reviews Completed
39276,Construction,6119199,CANCELLED
39277,Construction,6108671,CANCELLED
39278,Construction,6109312,CANCELLED
39279,Construction,6107575,CANCELLED
39280,Construction,6110329,CANCELLED
39281,Construction,6061738,Application Accepted
39282,Demolition,6117129,Reviews Completed
39283,Construction,6111322,CANCELLED
39284,Construction,6099700,CANCELLED
39285,Construction,6114481,CANCELLED
39286,Demolition,6116331,CANCELLED
39287,Construction,6115608,CANCELLED
39288,Construction,6114974,CANCELLED
39289,Construction,6114084,CANCELLED
39290,Demolition,6105901,Reviews Completed
39291,Demolition,6101202,Reviews Completed
39292,Construction,6114237,CANCELLED
39293,Construction,6097441,CANCELLED
39294,Construction,6110371,CANCELLED
39295,Demolition,6104738,Reviews Completed
39296,Construction,6088421,CANCELLED
39297,Construction,6103965,CANCELLED
39298,Construction,6104014,CANCELLED
39299,Construction,6097824,CANCELLED
39300,Construction,6093992,CANCELLED
39301,Construction,6112753,CANCELLED
39302,Construction,6086089,CANCELLED
39303,Construction,6108533,CANCELLED
39304,Construction,6108005,CANCELLED
39305,Construction,6108008,CANCELLED
39306,Construction,6086048,CANCELLED
39307,Construction,6111911,Application Accepted
39308,Demolition,6111910,CANCELLED
39309,Construction,6092992,CANCELLED
39310,Construction,6107436,CANCELLED
39311,Construction,6110632,Application Accepted
39312,Construction,6106603,CANCELLED
39313,Construction,6107666,CANCELLED
39314,Construction,6076104,CANCELLED
39315,Construction,6090822,CANCELLED
39316,Construction,6099706,CANCELLED
39317,Construction,6106490,CANCELLED
39318,Construction,6090303,CANCELLED
39319,Construction,6106953,CANCELLED
39320,Construction,6094805,CANCELLED
39321,Construction,6106955,CANCELLED
39322,Construction,6106954,CANCELLED
39323,Construction,6095999,CANCELLED
39324,Construction,6095997,CANCELLED
39325,Construction,6095996,CANCELLED
39326,Construction,6096001,CANCELLED
39327,Demolition,6108761,Permit Closed
39328,Construction,6108740,Permit Issued
39329,Construction,6108739,Permit Issued
39330,Construction,6098170,Permit Issued
39331,Construction,6095990,CANCELLED
39332,Construction,6108649,CANCELLED
39333,Demolition,6108631,CANCELLED
39334,Demolition,6108673,CANCELLED
39335,Demolition,6108692,CANCELLED
39336,Construction,6108662,CANCELLED
39337,Construction,6108691,CANCELLED
39338,Construction,6108672,CANCELLED
39339,Construction,6108698,CANCELLED
39340,Demolition,6108699,CANCELLED
39341,Construction,6108638,CANCELLED
39342,Construction,6087000,CANCELLED
39343,Construction,6102657,CANCELLED
39344,Construction,6106502,CANCELLED
39345,Construction,6107084,CANCELLED
39346,Construction,6099070,CANCELLED
39347,Construction,6107481,CANCELLED
39348,Demolition,6107184,CANCELLED
39349,Construction,6107183,CANCELLED
39350,Construction,6099708,CANCELLED
39351,Construction,6107182,CANCELLED
39352,Construction,6105538,CANCELLED
39353,Construction,6102479,CANCELLED
39354,Construction,6106712,Application Accepted
39355,Construction,6106005,CANCELLED
39356,Construction,6079224,CANCELLED
39357,Construction,6105488,CANCELLED
39358,Construction,6105899,Application Accepted
39359,Construction,6104931,CANCELLED
39360,Demolition,6105591,Reviews Completed
39361,Construction,6085237,CANCELLED
39362,Construction,6101070,CANCELLED
39363,Construction,6103983,CANCELLED
39364,Construction,6090865,CANCELLED
39365,Demolition,6105211,CANCELLED
39366,Construction,6104979,CANCELLED
39367,Construction,6074853,CANCELLED
39368,Construction,6074674,CANCELLED
39369,Demolition,6104452,Reviews Completed
39370,Construction,6101503,CANCELLED
39371,Construction,6078564,CANCELLED
39372,Construction,6087764,CANCELLED
39373,Demolition,6104506,Reviews Completed
39374,Demolition,6104503,Reviews Completed
39375,Demolition,6077291,CANCELLED
39376,Construction,6099378,CANCELLED
39377,Construction,6063091,CANCELLED
39378,Construction,6102157,CANCELLED
39379,Construction,6084871,CANCELLED
39380,Construction,6093243,CANCELLED
39381,Construction,6098188,CANCELLED
39382,Construction,6097866,CANCELLED
39383,Construction,6084396,CANCELLED
39384,Demolition,6102946,Reviews Completed
39385,Demolition,6102364,Permit Closed
39386,Construction,6101553,CANCELLED
39387,Construction,6065978,CANCELLED
39388,Demolition,6078840,Reviews Completed
39389,Construction,6097724,CANCELLED
39390,Demolition,6101601,CANCELLED
39391,Demolition,6101504,CANCELLED
39392,Construction,6093505,CANCELLED
39393,Demolition,6092532,Reviews Completed
39394,Construction,6101502,CANCELLED
39395,Construction,6095084,CANCELLED
39396,Construction,6082177,CANCELLED
39397,Construction,6095599,CANCELLED
39398,Construction,6090258,CANCELLED
39399,Construction,6099077,Application Accepted
39400,Construction,6082633,CANCELLED
39401,Construction,6086326,CANCELLED
39402,Demolition,6095276,Reviews Completed
39403,Construction,6096270,CANCELLED
39404,Construction,6094806,CANCELLED
39405,Construction,6087888,CANCELLED
39406,Construction,6073729,CANCELLED
39407,Construction,6094874,CANCELLED
39408,Construction,6094691,CANCELLED
39409,Construction,6095330,CANCELLED
39410,Construction,6096266,CANCELLED
39411,Demolition,6097643,Reviews Completed
39412,Construction,6096722,CANCELLED
39413,Construction,6093760,CANCELLED
39414,Construction,6097333,CANCELLED
39415,Construction,6093412,CANCELLED
39416,Construction,6092204,CANCELLED
39417,Construction,6080787,CANCELLED
39418,Construction,6093192,CANCELLED
39419,Construction,6080767,CANCELLED
39420,Construction,6091864,CANCELLED
39421,Construction,6096600,CANCELLED
39422,Construction,6073298,CANCELLED
39423,Construction,6091799,CANCELLED
39424,Construction,6087069,CANCELLED
39425,Demolition,6094173,Reviews Completed
39426,Construction,6081384,CANCELLED
39427,Demolition,6093974,CANCELLED
39428,Construction,6090803,CANCELLED
39429,Demolition,6093779,Reviews Completed
39430,Construction,6093442,CANCELLED
39431,Construction,6086906,CANCELLED
39432,Demolition,6089090,Reviews Completed
39433,Construction,6091650,CANCELLED
39434,Construction,6079445,CANCELLED
39435,Demolition,6092715,Reviews Completed
39436,Construction,6091349,CANCELLED
39437,Construction,6070694,CANCELLED
39438,Demolition,6088232,CANCELLED
39439,Demolition,6091863,Reviews Completed
39440,Construction,6088374,CANCELLED
39441,Construction,6082143,CANCELLED
39442,Demolition,6090249,Reviews Completed
39443,Demolition,6066181,Reviews Completed
39444,Construction,6084265,CANCELLED
39445,Construction,6067669,Application Accepted
39446,Construction,6067668,Application Accepted
39447,Construction,6088100,CANCELLED
39448,Demolition,6089242,Reviews Completed
39449,Construction,6063931,CANCELLED
39450,Construction,6087848,CANCELLED
39451,Construction,6088000,CANCELLED
39452,Construction,6083230,CANCELLED
39453,Construction,6087679,Reviews Completed
39454,Construction,6074897,CANCELLED
39455,Construction,6088259,CANCELLED
39456,Demolition,6088139,Reviews Completed
39457,Construction,6078535,CANCELLED
39458,Construction,6073962,CANCELLED
39459,Construction,6087955,Application Accepted
39460,Construction,6074341,CANCELLED
39461,Construction,6062105,CANCELLED
39462,Construction,6065403,CANCELLED
39463,Demolition,6087519,CANCELLED
39464,Demolition,6087470,CANCELLED
39465,Construction,6078337,CANCELLED
39466,Construction,6099434,CANCELLED
39467,Demolition,6086760,Reviews Completed
39468,Construction,6085800,CANCELLED
39469,Construction,6068891,CANCELLED
39470,Construction,6078350,CANCELLED
39471,Construction,6085810,CANCELLED
39472,Construction,6072499,CANCELLED
39473,Construction,6077099,CANCELLED
39474,Construction,6078641,CANCELLED
39475,Demolition,6085014,Reviews Completed
39476,Demolition,6084804,Reviews Completed
39477,Construction,6081122,CANCELLED
39478,Construction,6069514,CANCELLED
39479,Demolition,6084347,Reviews Completed
39480,Construction,6084085,CANCELLED
39481,Demolition,6083355,CANCELLED
39482,Construction,6083344,Application Accepted
39483,Construction,6075673,CANCELLED
39484,Construction,6082647,CANCELLED
39485,Construction,6080148,CANCELLED
39486,Construction,6071900,Permit Closed
39487,Construction,6073898,CANCELLED
39488,Demolition,6082459,Reviews Completed
39489,Construction,6099829,CANCELLED
39490,Demolition,6082189,Reviews Completed
39491,Construction,6101773,Application Accepted
39492,Construction,6081646,Application Accepted
39493,Construction,6080851,CANCELLED
39494,Construction,6099445,Application Accepted
39495,Construction,6526711,Initial Information Collected
39496,Construction,6080785,Reviews Completed
39497,Demolition,6080220,Reviews Completed
39498,Construction,6099584,Application Accepted
39499,Construction,6099581,CANCELLED
39500,Demolition,6079839,Reviews Completed
39501,Construction,6075741,CANCELLED
39502,Construction,6079706,CANCELLED
39503,Construction,6066582,CANCELLED
39504,Construction,6078770,CANCELLED
39505,Construction,6078213,CANCELLED
39506,Demolition,6074962,Reviews Completed
39507,Construction,6065965,CANCELLED
39508,Construction,6077648,CANCELLED
39509,Construction,6075777,CANCELLED
39510,Construction,6069419,CANCELLED
39511,Construction,6074337,CANCELLED
39512,Construction,6069795,CANCELLED
39513,Demolition,6075156,Reviews Completed
39514,Demolition,6076108,Reviews Completed
39515,Construction,6067191,CANCELLED
39516,Construction,6100333,Application Accepted
39517,Construction,6075064,CANCELLED
39518,Construction,6073897,CANCELLED
39519,Construction,6100693,Application Accepted
39520,Construction,6073079,CANCELLED
39521,Construction,6099788,Reviews Completed
39522,Demolition,6072937,Reviews Completed
39523,Construction,6154045,CANCELLED
39524,Construction,6071720,Permit Closed
39525,Construction,6100926,Application Accepted
39526,Construction,6100925,Application Accepted
39527,Demolition,6071686,Reviews Completed
39528,Demolition,6100951,Reviews Completed
39529,Construction,6100948,Application Accepted
39530,Construction,6100294,Application Accepted
39531,Construction,6100662,Application Accepted
39532,Construction,6067423,CANCELLED
39533,Construction,6066932,CANCELLED
39534,Demolition,6100939,Reviews Completed
39535,Construction,6066203,CANCELLED
39536,Construction,6070809,CANCELLED
39537,Construction,6065512,CANCELLED
39538,Construction,6070030,CANCELLED
39539,Construction,6069240,CANCELLED
39540,Construction,6069244,Application Accepted
39541,Construction,6068503,CANCELLED
39542,Construction,6067856,CANCELLED
39543,Construction,6068549,CANCELLED
39544,Construction,6068613,Application Accepted
39545,Construction,6066156,CANCELLED
39546,Construction,6100919,Application Accepted
39547,Construction,6100310,Application Accepted
39548,Construction,6066319,CANCELLED
39549,Construction,6101320,CANCELLED
39550,Construction,6100670,Application Accepted
39551,Construction,6100301,CANCELLED
39552,Construction,6100306,Application Accepted
39553,Construction,6102100,Application Accepted
39554,Construction,6101090,Application Accepted
39555,Construction,6101137,Application Accepted
39556,Construction,6101127,Application Accepted
39557,Construction,6101648,Application Accepted
39558,Construction,6101314,CANCELLED
39559,Construction,6101637,Application Accepted
39560,Construction,6101511,Application Accepted
39561,Demolition,6096986,Permit Finaled
39562,Construction,6096975,Permit Finaled
39563,Construction,6096965,Permit Finaled
39564,Construction,6099347,Reviews Completed
39565,Construction,6101781,Application Accepted
39566,Demolition,6101784,Reviews Completed
39567,Construction,6100902,Application Accepted
39568,Construction,6496483,Initial Information Collected
39569,Construction,6101833,Application Accepted
39570,Construction,6101210,Application Accepted
39571,Construction,6101212,Application Accepted
39572,Construction,6101213,Application Accepted
39573,Construction,6101995,Application Accepted
39574,Construction,6133054,Permit Closed
39575,Construction,6133049,Permit Closed
39576,Construction,6133145,CANCELLED
39577,Construction,6120123,CANCELLED
39578,Construction,6104636,CANCELLED
39579,Construction,6105015,CANCELLED
39580,Construction,6168866,CANCELLED
39581,Construction,6104853,CANCELLED
39582,Construction,6104867,Application Accepted
39583,Construction,6118877,Permit Closed
39584,Construction,6118874,CANCELLED
39585,Construction,6118884,CANCELLED
39586,Construction,6118890,Permit Closed
39587,Construction,6134150,CANCELLED
39588,Construction,6076159,Initial Information Collected
39589,Construction,6089112,CANCELLED
39590,Construction,6118862,CANCELLED
39591,Construction,6124109,Cert of Occupancy Authorized
39592,Construction,6134135,CANCELLED
39593,Construction,6117963,CANCELLED
39594,Construction,6512485,
39595,Construction,6508042,Initial Information Collected
39596,Construction,6506627,
39597,Construction,6531855,
39598,Construction,6517793,Initial Information Collected
39599,Construction,6525123,Initial Information Collected
39600,Construction,6522393,Initial Information Collected
39601,Construction,6508929,Initial Information Collected
39602,Construction,6524998,Initial Information Collected
39603,Construction,6523926,Initial Information Collected
39604,Site Development,6522450,
39605,Site Development,6522450,
39606,Construction,6523826,Initial Information Collected
39607,Construction,6523826,Initial Information Collected
39608,Construction,6462988,Initial Information Collected
39609,Construction,6462988,Initial Information Collected
39610,Construction,6527930,Initial Information Collected
39611,Construction,6527930,Initial Information Collected
39612,Construction,6529835,Initial Information Collected
39613,Construction,6529835,Initial Information Collected
39614,Construction,6531751,
39615,Construction,6531751,
39616,Construction,6495661,Initial Information Collected
39617,Construction,6442846,Initial Information Collected
39618,Construction,6517145,Initial Information Collected
39619,Construction,753460,Information Converted
39620,Construction,6452274,Initial Information Collected
39621,Construction,6475936,Initial Information Collected
39622,Construction,6481171,Initial Information Collected
39623,Construction,6493062,Initial Information Collected
39624,Demolition,6527373,Initial Information Collected
39625,Construction,6489640,Initial Information Collected
39626,Construction,6528775,Initial Information Collected
39627,Construction,6509373,Initial Information Collected
39628,Construction,6524192,Initial Information Collected
39629,Construction,6524192,Initial Information Collected
39630,Site Development,6531992,
39631,Site Development,6531992,
39632,Construction,6526134,Initial Information Collected
39633,Construction,6526134,Initial Information Collected
39634,Construction,6525628,Initial Information Collected
39635,Construction,6525628,Initial Information Collected
39636,Construction,6527908,
39637,Construction,6527908,
39638,Construction,6501134,
39639,Construction,6506496,Initial Information Collected
39640,Construction,6531060,
39641,Construction,6511454,Initial Information Collected
39642,Construction,6515676,Initial Information Collected
39643,Construction,6528273,Initial Information Collected
39644,Construction,6528273,Initial Information Collected
39645,Demolition,6517680,Initial Information Collected
39646,Site Development,6456039,Information Collected
39647,Demolition,6478202,Initial Information Collected
39648,Construction,6474088,Initial Information Collected
39649,Construction,6495294,Initial Information Collected
39650,Construction,6501616,Initial Information Collected
39651,Construction,6519164,Initial Information Collected
39652,Construction,6414952,Initial Information Collected
39653,Construction,6451879,
39654,Construction,6516553,Initial Information Collected
39655,Construction,6080783,
39656,Construction,6521505,
39657,Construction,6523989,Initial Information Collected
39658,Construction,6523989,Initial Information Collected
39659,Construction,6527505,Initial Information Collected
39660,Construction,6462285,Initial Information Collected
39661,Construction,6481981,Initial Information Collected
39662,Construction,6524418,
39663,Demolition,6510840,Initial Information Collected
39664,Construction,6524884,Initial Information Collected
39665,Construction,6513309,Initial Information Collected
39666,Construction,6524884,Initial Information Collected
39667,Construction,6513309,Initial Information Collected
39668,Construction,6532062,Initial Information Collected
39669,Construction,6532062,Initial Information Collected
39670,Construction,6471642,
39671,Construction,6529566,
39672,Construction,6530723,
39673,Construction,6482640,Initial Information Collected
39674,Construction,6486473,Initial Information Collected
39675,Construction,6522539,Initial Information Collected
39676,Construction,6514622,Initial Information Collected
39677,Construction,6457057,Initial Information Collected
39678,Construction,6468786,Initial Information Collected
39679,Construction,6523186,Initial Information Collected
39680,Demolition,6525441,Initial Information Collected
39681,Construction,6520461,Initial Information Collected
39682,Site Development,6522448,
39683,Site Development,6522448,
39684,Construction,6524017,Initial Information Collected
39685,Construction,6524017,Initial Information Collected
39686,Construction,6461740,Initial Information Collected
39687,Demolition,6505795,Initial Information Collected
39688,Construction,6478276,Initial Information Collected
39689,Construction,6497162,Initial Information Collected
39690,Construction,6521518,
39691,Construction,6528280,Initial Information Collected
39692,Construction,6528280,Initial Information Collected
39693,Construction,6530201,Initial Information Collected
39694,Demolition,6532089,Initial Information Collected
39695,Demolition,6532088,Initial Information Collected
39696,Construction,6532060,Initial Information Collected
39697,Demolition,6525147,Initial Information Collected
39698,Construction,6513075,Initial Information Collected
39699,Construction,6513066,Initial Information Collected
39700,Construction,6513045,Initial Information Collected
39701,Construction,6513853,Initial Information Collected
39702,Construction,6524124,Initial Information Collected
39703,Construction,6528218,Initial Information Collected
39704,Construction,6528218,Initial Information Collected
39705,Construction,6480961,Initial Information Collected
39706,Construction,6480951,Initial Information Collected
39707,Construction,6509887,Initial Information Collected
39708,Construction,6531797,
39709,Construction,6508952,
39710,Construction,6515308,Initial Information Collected
39711,Construction,6518020,Initial Information Collected
39712,Construction,6521828,Initial Information Collected
39713,Construction,6497132,Initial Information Collected
39714,Construction,6497132,Initial Information Collected
39715,Construction,6530408,
39716,Construction,6530408,
39717,Construction,6452467,Initial Information Collected
39718,Construction,6474900,
39719,Construction,6472164,Initial Information Collected
39720,Construction,6475122,
39721,Construction,6505464,Initial Information Collected
39722,Construction,6529725,
39723,Construction,6436310,
39724,Construction,6466518,
39725,Demolition,6515846,Initial Information Collected
39726,Demolition,6506221,Initial Information Collected
39727,Construction,6524133,Initial Information Collected
39728,Demolition,6487181,Initial Information Collected
39729,Construction,6530384,Initial Information Collected
39730,Construction,6516374,Initial Information Collected
39731,Site Development,6453290,Information Collected
39732,Construction,6522993,Initial Information Collected
39733,Construction,6516363,Initial Information Collected
39734,Construction,6529310,Initial Information Collected
39735,Construction,6520539,Initial Information Collected
39736,Site Development,6525908,
39737,Site Development,6525908,
39738,Construction,6528892,Initial Information Collected
39739,Construction,6528892,Initial Information Collected
39740,Construction,6532101,Initial Information Collected
39741,Construction,6532102,Initial Information Collected
39742,Construction,6467544,
39743,Construction,6488950,Initial Information Collected
39744,Construction,6484996,Initial Information Collected
39745,Construction,6492890,Initial Information Collected
39746,Construction,6513178,Initial Information Collected
39747,Construction,6522130,Initial Information Collected
39748,Construction,6521563,Initial Information Collected
39749,Construction,6528430,Initial Information Collected
39750,Construction,6528430,Initial Information Collected
39751,Construction,6528289,Initial Information Collected
39752,Construction,6528289,Initial Information Collected
39753,Site Development,6529934,
39754,Site Development,6529934,
39755,Construction,6478379,Initial Information Collected
39756,Construction,6524758,Initial Information Collected
39757,Construction,6524758,Initial Information Collected
39758,Construction,6526993,Initial Information Collected
39759,Construction,6526993,Initial Information Collected
39760,Construction,6521116,Initial Information Collected
39761,Construction,6442997,
39762,Construction,6505614,Initial Information Collected
39763,Construction,6460788,Initial Information Collected
39764,Construction,6505783,Initial Information Collected
39765,Construction,6481639,Initial Information Collected
39766,Construction,6497086,Initial Information Collected
39767,Construction,6527656,Initial Information Collected
39768,Construction,6514621,Initial Information Collected
39769,Construction,6520098,Initial Information Collected
39770,Construction,6525414,Initial Information Collected
39771,Construction,6525414,Initial Information Collected
39772,Construction,6530217,
39773,Construction,6530217,
39774,Site Development,6443026,Information Collected
39775,Construction,6446375,
39776,Construction,6466523,
39777,Construction,6530033,
39778,Construction,6530033,
39779,Construction,6531464,
39780,Construction,6531464,
39781,Construction,6475159,Initial Information Collected
39782,Construction,6442837,
39783,Construction,6518944,Initial Information Collected
39784,Construction,6477930,
39785,Construction,6483269,Initial Information Collected
39786,Construction,6482397,Initial Information Collected
39787,Construction,6497160,Initial Information Collected
39788,Construction,6531075,
39789,Demolition,6507742,Initial Information Collected
39790,Construction,6475598,
39791,Construction,6519471,Initial Information Collected
39792,Construction,6492073,Initial Information Collected
39793,Construction,6518945,Initial Information Collected
39794,Construction,6493271,Initial Information Collected
39795,Construction,6494029,Initial Information Collected
39796,Construction,6497437,Initial Information Collected
39797,Construction,6501999,Initial Information Collected
39798,Construction,6529871,Initial Information Collected
39799,Demolition,6510609,Initial Information Collected
39800,Construction,6510178,Initial Information Collected
39801,Construction,6487559,Initial Information Collected
39802,Construction,6468220,
39803,Construction,6494573,Initial Information Collected
39804,Construction,6495659,Initial Information Collected
39805,Construction,6496140,Initial Information Collected
39806,Construction,6444302,Initial Information Collected
39807,Construction,6454633,Initial Information Collected
39808,Construction,6509364,Initial Information Collected
39809,Construction,6500935,Initial Information Collected
39810,Construction,6524534,Initial Information Collected
39811,Demolition,6517534,Initial Information Collected
39812,Construction,6503299,Initial Information Collected
39813,Construction,6475730,
39814,Construction,6521389,Initial Information Collected
39815,Construction,6500422,Initial Information Collected
39816,Construction,6428028,Initial Information Collected
39817,Construction,6502937,
39818,Construction,6514358,Initial Information Collected
39819,Construction,6465385,Initial Information Collected
39820,Construction,6484076,Initial Information Collected
39821,Construction,6489832,Initial Information Collected
39822,Construction,6530133,
39823,Construction,6450812,Initial Information Collected
39824,Site Development,6451245,Information Collected
39825,Site Development,6451264,Information Collected
39826,Construction,6506747,Initial Information Collected
39827,Construction,6510989,Initial Information Collected
39828,Construction,6531342,
39829,Construction,6531342,
39830,Construction,6508355,Initial Information Collected
39831,Construction,6468722,Initial Information Collected
39832,Construction,6471255,Initial Information Collected
39833,Construction,6514752,Initial Information Collected
39834,Construction,6521193,Initial Information Collected
39835,Construction,6529866,Initial Information Collected
39836,Construction,6529866,Initial Information Collected
39837,Construction,6529290,Initial Information Collected
39838,Construction,6529290,Initial Information Collected
39839,Construction,6526081,Initial Information Collected
39840,Construction,6526081,Initial Information Collected
39841,Site Development,6527016,
39842,Site Development,6527016,
39843,Demolition,6516886,Initial Information Collected
39844,Construction,6493924,Initial Information Collected
39845,Construction,6525523,Initial Information Collected
39846,Construction,6524637,Initial Information Collected
39847,Construction,6525523,Initial Information Collected
39848,Construction,6524637,Initial Information Collected
39849,Construction,6530232,Initial Information Collected
39850,Construction,6530232,Initial Information Collected
39851,Construction,6527574,
39852,Construction,6527574,
39853,Construction,6527570,
39854,Construction,6527570,
39855,Construction,6526693,Initial Information Collected
39856,Construction,6526693,Initial Information Collected
39857,Construction,6529240,Initial Information Collected
39858,Construction,6529240,Initial Information Collected
39859,Construction,6443689,Initial Information Collected
39860,Construction,6463778,Initial Information Collected
39861,Construction,6530899,
39862,Construction,6519185,Initial Information Collected
39863,Construction,6520270,Initial Information Collected
39864,Construction,6525823,Initial Information Collected
39865,Construction,6525823,Initial Information Collected
39866,Construction,6529421,Initial Information Collected
39867,Construction,6529421,Initial Information Collected
39868,Construction,6529421,Initial Information Collected
