id,Application Permit,Action Type,Work Type,Value,Location_id
8003,6478724,TEMP,Plan Review,$0.00,0
7919,6478728,NEW,Plan Review,$611816.00,0
6025,6478740,ADD/ALT,No plan review,$25000.00,0
6370,6478741,DEMOLITION,No plan review,$0.00,0
6732,6478744,NEW,Plan Review,$498340.00,0
903,6478760,ADD/ALT,Plan Review,$116000.00,0
3314,6478776,ADD/ALT,Plan Review,$4676.00,0
8000,6478777,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
3013,6478802,DEMOLITION,Plan Review,$0.00,0
7227,6478805,ADD/ALT,Plan Review,$25856.00,0
4358,6478807,ADD/ALT,No plan review,$20000.00,0
2944,6478811,DEMOLITION,Plan Review,$0.00,0
5507,6478831,ADD/ALT,Plan Review,$220000.00,0
7998,6478834,ADD/ALT,No plan review,$45000.00,0
7997,6478836,ADD/ALT,No plan review,$85000.00,0
7490,6478837,ADD/ALT,No plan review,$25000.00,0
6046,6478840,ADD/ALT,Plan Review,$25000.00,0
7996,6478841,ADD/ALT,No plan review,$25000.00,0
5521,6478852,ADD/ALT,Plan Review,$5000.00,0
5104,6478862,ADD/ALT,Plan Review,$589073.00,0
6316,6478865,ADD/ALT,Plan Review,$145449.00,0
6486,6478869,NEW,Plan Review,$415825.00,0
2632,6478876,DEMOLITION,No plan review,$0.00,0
7993,6478877,ADD/ALT,No plan review,$28900.00,0
6943,6478880,DEMOLITION,No plan review,$0.00,0
7881,6478905,ADD/ALT,No plan review,$100000.00,0
7981,6478909,NEW,Plan Review,$273146.00,0
7989,6478912,DEMOLITION,No plan review,$0.00,0
6987,6478920,ADD/ALT,Plan Review,$10491.00,0
7986,6478928,ADD/ALT,No plan review,$30000.00,0
4675,6478934,DEMOLITION,Plan Review,$0.00,0
4674,6478935,DEMOLITION,Plan Review,$0.00,0
49183,6478940,TEMP,Plan Review,$0.00,0
5675,6478956,NEW,Plan Review,$340352.00,0
5898,6478967,ADD/ALT,Plan Review,$125000.00,0
43608,6478972,NEW,Plan Review,$0.00,0
7923,6478974,DEMOLITION,No plan review,$0.00,0
7211,6478976,ADD/ALT,Plan Review,$142318.00,0
4498,6478980,ADD/ALT,Plan Review,$20000.00,0
6240,6478987,ADD/ALT,Plan Review,$95704.00,0
6863,6478988,ADD/ALT,Plan Review,$225494.00,0
7985,6478995,ADD/ALT,No plan review,$1000.00,0
2292,6479005,ADD/ALT,Plan Review,$15000.00,0
5977,6479006,ADD/ALT,Plan Review,$87158.00,0
5509,6479017,ADD/ALT,Plan Review,$25000.00,0
7983,6479023,ADD/ALT,No plan review,$27350.00,0
6562,6479033,DEMOLITION,No plan review,$0.00,0
7721,6479038,ADD/ALT,No plan review,$18708.00,0
40109,6479053,NEW,Plan Review,$0.00,0
7964,6479057,ALTER,Plan Review,$120000.00,0
6310,6479059,DEMOLITION,No plan review,$0.00,0
7841,6479076,ADD/ALT,No plan review,$48000.00,0
7974,6479078,ADD/ALT,No plan review,$20000.00,0
7977,6479098,ADD/ALT,No plan review,$35000.00,0
7978,6479099,ADD/ALT,No plan review,$18708.00,0
7976,6479103,ADD/ALT,No plan review,$30000.00,0
7975,6479104,ADD/ALT,No plan review,$40000.00,0
7955,6479105,NEW,Plan Review,$205694.00,0
7959,6479106,NEW,Plan Review,$205694.00,0
7973,6479110,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7956,6479124,DEMOLITION,No plan review,$0.00,0
7972,6479125,ADD/ALT,No plan review,$75000.00,0
7971,6479135,ADD/ALT,No plan review,$30000.00,0
43875,6479142,ADD/ALT,Plan Review,$0.00,0
7928,6479147,NEW,Plan Review,$195948.00,0
6149,6479158,ADD/ALT,Plan Review,$346617.00,0
188,6479162,ADD/ALT,Plan Review,$8979444.00,0
7969,6479167,ADD/ALT,No plan review,$20000.00,0
3412,6479169,ADD/ALT,No plan review,$50000.00,0
7968,6479174,ALTER,Plan Review,$959787.00,0
7866,6479183,NEW,Plan Review,$218352.00,0
7867,6479184,NEW,Plan Review,$218352.00,0
7864,6479185,DEMOLITION,No plan review,$0.00,0
7926,6479190,DEMOLITION,No plan review,$0.00,0
44527,6479203,ADD/ALT,Plan Review,$0.00,0
49633,6479205,ADD/ALT,Plan Review,$50000.00,0
5826,6479208,ADD/ALT,Plan Review,$1039594.00,0
7966,6479210,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7965,6479212,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7887,6479218,DEMOLITION,No plan review,$0.00,0
5879,6479220,ADD/ALT,Plan Review,$54282.00,0
6029,6479222,NEW,Plan Review,$421405.00,0
45350,6479227,ADD/ALT,Plan Review,$495497.00,0
2156,6479235,ADD/ALT,Plan Review,$150801.00,0
6289,6479242,NEW,Plan Review,$234506.00,0
6996,6479243,ADD/ALT,Plan Review,$8000.00,0
7913,6479249,DEMOLITION,No plan review,$0.00,0
7604,6479258,DEMOLITION,No plan review,$0.00,0
7920,6479264,ADD/ALT,No plan review,$140000.00,0
5933,6479275,ADD/ALT,Plan Review,$206000.00,0
5765,6479276,ADD/ALT,Plan Review,$221000.00,0
6960,6479277,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7709,6479280,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
3515,6479281,NEW,Plan Review,$413795.00,0
47298,6479285,ADD/ALT,Plan Review,$0.00,0
3290,6479286,NEW,Plan Review,$413795.00,0
7803,6479291,ADD/ALT,No plan review,$50000.00,0
7910,6479302,NEW,Plan Review,$1000.00,0
7909,6479306,ALTER,Plan Review,$331041.00,0
5652,6479307,ADD/ALT,Plan Review,$450000.00,0
5728,6479315,ADD/ALT,Plan Review,$10000.00,0
7594,6479327,ADD/ALT,No plan review,$55000.00,0
7907,6479330,DEMOLITION,No plan review,$0.00,0
7249,6479338,NEW,Plan Review,$391577.00,0
7908,6479343,ADD/ALT,No plan review,$85000.00,0
7079,6479359,ADD/ALT,Plan Review,$250000.00,0
6192,6479362,ADD/ALT,Plan Review,$198000.00,0
7645,6479363,ADD/ALT,Plan Review,$18270.00,0
6605,6479367,ADD/ALT,Plan Review,$50000.00,0
4715,6479371,ADD/ALT,Plan Review,$227825.00,0
42864,6479373,ADD/ALT,Plan Review,$0.00,0
4164,6479378,ADD/ALT,Plan Review,$35000.00,0
45013,6479379,ADD/ALT,Plan Review,$0.00,0
2651,6479389,NEW,Plan Review,$368253.00,0
7904,6479392,ADD/ALT,No plan review,$5000.00,0
7132,6479400,ADD/ALT,Plan Review,$1000000.00,0
7902,6479405,DEMOLITION,No plan review,$0.00,0
6572,6479416,NEW,Plan Review,$556995.00,0
6275,6479418,ADD/ALT,Plan Review,$250000.00,0
4136,6479432,ADD/ALT,Plan Review,$61046.00,0
7662,6479436,ADD/ALT,No plan review,$6460.00,0
43658,6479454,ADD/ALT,Plan Review,$0.00,0
6956,6479463,DEMOLITION,No plan review,$0.00,0
2153,6479468,NEW,Plan Review,$488213.00,0
4169,6479469,ADD/ALT,Plan Review,$20000.00,0
7072,6479472,NEW,Plan Review,$317990.00,0
7142,6479474,NEW,Plan Review,$448532.00,0
7185,6479484,ADD/ALT,Plan Review,$35000.00,0
3812,6479497,RELOCATION,No plan review,$222887.00,0
45380,6479499,DEMOLITION,No plan review,$222887.00,0
6183,6479514,ADD/ALT,Plan Review,$104000.00,0
5512,6479522,ADD/ALT,Plan Review,$200000.00,0
7885,6479535,ADD/ALT,No plan review,$20000.00,0
7883,6479537,ADD/ALT,No plan review,$40000.00,0
3156,6479554,ADD/ALT,Plan Review,$160000.00,0
7508,6479558,ADD/ALT,Plan Review,$205600.00,0
48411,6479573,ADD/ALT,Plan Review,$0.00,0
7880,6479598,ADD/ALT,No plan review,$30000.00,0
5998,6479601,ADD/ALT,Plan Review,$60412.00,0
50140,6479604,ADD/ALT,Plan Review,$0.00,0
5321,6479613,ADD/ALT,Plan Review,$53000.00,0
7886,6479615,GRADING,Plan Review,$0.00,0
7876,6479641,ADD/ALT,Plan Review,$10000.00,0
5231,6479646,NEW,Plan Review,$328391.00,0
7871,6479651,ADD/ALT,No plan review,$50000.00,0
4403,6479654,ADD/ALT,Plan Review,$86221.00,0
46158,6479660,ADD/ALT,Plan Review,$0.00,0
4095,6479662,ADD/ALT,No plan review,$20000.00,0
7692,6479664,DEMOLITION,No plan review,$0.00,0
7560,6479668,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,0
6129,6479681,ADD/ALT,Plan Review,$28000.00,0
7742,6479682,DEMOLITION,No plan review,$0.00,0
6328,6479703,ADD/ALT,Plan Review,$66000.00,0
46848,6479714,GRADING,Plan Review,$0.00,0
6621,6479719,NEW,Plan Review,$317881.00,0
6627,6479720,ADD/ALT,Plan Review,$5000.00,0
7052,6479723,ADD/ALT,Plan Review,$23800.00,0
7417,6479729,ADD/ALT,Plan Review,$5000.00,0
7854,6479760,ADD/ALT,No plan review,$30000.00,0
6459,6479765,DEMOLITION,No plan review,$0.00,0
6460,6479766,DEMOLITION,No plan review,$0.00,0
6462,6479767,DEMOLITION,No plan review,$0.00,0
6461,6479768,DEMOLITION,No plan review,$0.00,0
7196,6479784,ADD/ALT,No plan review,$15000.00,0
7850,6479785,CURB CUT,No plan review,$0.00,0
7778,6479790,ALTER,Plan Review,$200000.00,0
7258,6479793,ADD/ALT,Plan Review,$15000.00,0
7849,6479796,ADD/ALT,No plan review,$60000.00,0
6615,6479805,NEW,Plan Review,$786343.00,0
7848,6479809,ADD/ALT,No plan review,$15000.00,0
7847,6479813,ADD/ALT,No plan review,$54000.00,0
2186,6479823,DEMOLITION,Plan Review,$0.00,0
5122,6479834,ADD/ALT,Plan Review,$1270225.00,0
7593,6479849,ADD/ALT,No plan review,$45000.00,0
40494,6479852,NEW,Plan Review,$0.00,0
5378,6479856,ADD/ALT,Plan Review,$15000.00,0
6982,6479858,ADD/ALT,Plan Review,$2500.00,0
45765,6479860,,Plan Review,$0.00,0
6777,6479880,ADD/ALT,Plan Review,$15000.00,0
4417,6479890,ADD/ALT,No plan review,$25000.00,0
5082,6479905,DEMOLITION,No plan review,$0.00,0
7834,6479910,ADD/ALT,No plan review,$35000.00,0
7832,6479915,ADD/ALT,No plan review,$8000.00,0
7194,6479920,ADD/ALT,No plan review,$10000.00,0
7830,6479921,ADD/ALT,No plan review,$2000.00,0
1331,6479922,NEW,Plan Review,$392997.00,0
7831,6479926,ADD/ALT,No plan review,$10000.00,0
50076,6479934,ADD/ALT,Plan Review,$0.00,0
5417,6479937,ADD/ALT,Plan Review,$75000.00,0
45228,6479939,ADD/ALT,Plan Review,$0.00,0
41316,6479944,ADD/ALT,Plan Review,$0.00,0
7825,6479946,ADD/ALT,No plan review,$24000.00,0
6024,6479952,ADD/ALT,Plan Review,$500000.00,0
3176,6479953,NEW,Plan Review,$301303.00,0
42421,6479954,NEW,Plan Review,$0.00,0
44197,6479955,ADD/ALT,Plan Review,$0.00,0
5593,6479958,ADD/ALT,Plan Review,$100000.00,0
3452,6479959,NEW,Plan Review,$307252.00,0
7657,6479966,DEMOLITION,No plan review,$0.00,0
7094,6479969,ADD/ALT,Plan Review,$100000.00,0
5902,6479971,ADD/ALT,Plan Review,$202980.00,0
5906,6479972,ADD/ALT,No plan review,$5000.00,0
5749,6479973,ADD/ALT,Plan Review,$100000.00,0
7247,6479978,NEW,Plan Review,$402142.00,0
7809,6479989,CURB CUT,No plan review,$0.00,0
5755,6479990,ADD/ALT,Plan Review,$32313.00,0
7117,6479999,ADD/ALT,No plan review,$15000.00,0
6995,6480019,ADD/ALT,Plan Review,$15000.00,0
7466,6480024,ADD/ALT,No plan review,$40000.00,0
5476,6480025,NEW,Plan Review,$406527.00,0
4541,6480027,ADD/ALT,Plan Review,$400000.00,0
7806,6480032,ADD/ALT,No plan review,$9000.00,0
7805,6480034,ADD/ALT,No plan review,$49595.00,0
7783,6480039,ADD/ALT,No plan review,$10000.00,0
42233,6480049,NEW,Plan Review,$0.00,0
7799,6480053,ADD/ALT,No plan review,$4000.00,0
7802,6480063,ADD/ALT,No plan review,$15000.00,0
4413,6480068,DEMOLITION,No plan review,$0.00,0
4953,6480072,ADD/ALT,Plan Review,$80000.00,0
7801,6480073,ADD/ALT,No plan review,$55000.00,0
7787,6480100,ADD/ALT,No plan review,$12000.00,0
7748,6480102,DEMOLITION,No plan review,$0.00,0
7269,6480108,GRADING,Plan Review,$0.00,0
7790,6480119,ADD/ALT,No plan review,$150000.00,0
4183,6480129,ADD/ALT,Plan Review,$150000.00,0
3046,6480141,ADD/ALT,Plan Review,$60000.00,0
5407,6480144,ADD/ALT,Plan Review,$288277.00,0
7786,6480149,ADD/ALT,No plan review,$65000.00,0
7785,6480158,ADD/ALT,No plan review,$100000.00,0
49582,6480159,ADD/ALT,Plan Review,$0.00,0
5349,6480161,ADD/ALT,Plan Review,$19624.00,0
7782,6480167,ADD/ALT,No plan review,$12000.00,0
3737,6480170,DEMOLITION,No plan review,$0.00,0
6466,6480174,ADD/ALT,Plan Review,$75000.00,0
6330,6480182,ADD/ALT,Plan Review,$0.00,0
5457,6480190,NEW,Plan Review,$481565.00,0
5836,6480191,ADD/ALT,Plan Review,$4900000.00,0
6842,6480196,ADD/ALT,Plan Review,$45000.00,0
5425,6480207,NEW,Plan Review,$250900.00,0
6080,6480208,NEW,Plan Review,$260578.00,0
3427,6480209,ADD/ALT,Plan Review,$69835.00,0
40574,6480220,NEW,Plan Review,$0.00,0
3916,6480241,ADD/ALT,Plan Review,$30000.00,0
6448,6480249,ADD/ALT,No plan review,$5400.00,0
7777,6480273,ADD/ALT,No plan review,$7000.00,0
7776,6480281,ADD/ALT,No plan review,$12000.00,0
6747,6480290,ADD/ALT,Plan Review,$45000.00,0
7749,6480293,DEMOLITION,No plan review,$0.00,0
3656,6480305,ADD/ALT,No plan review,$10000.00,0
7628,6480306,DEMOLITION,No plan review,$0.00,0
7775,6480309,ALTER,Plan Review,$292635.00,0
7224,6480311,ADD/ALT,Plan Review,$60000.00,0
48623,6480334,ADD/ALT,Plan Review,$0.00,0
6993,6480336,ADD/ALT,Plan Review,$15000.00,0
7772,6480338,ADD/ALT,No plan review,$8000.00,0
45603,6480344,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7767,6480345,ADD/ALT,No plan review,$90000.00,0
7770,6480353,ADD/ALT,No plan review,$14000.00,0
7418,6480355,ADD/ALT,Plan Review,$3000.00,0
7769,6480357,ADD/ALT,No plan review,$4000.00,0
7354,6480359,ADD/ALT,Plan Review,$36000.00,0
7353,6480362,ADD/ALT,Plan Review,$36000.00,0
49499,6480364,NEW,Plan Review,$192230798.00,0
7334,6480366,NEW,Plan Review,$366234.00,0
7386,6480369,NEW,Plan Review,$372377.00,0
7745,6480370,ADD/ALT,No plan review,$20000.00,0
4407,6480371,DEMOLITION,No plan review,$0.00,0
6944,6480378,ADD/ALT,No plan review,$24975.00,0
6986,6480380,NEW,Plan Review,$390031.00,0
6726,6480395,ADD/ALT,Plan Review,$75000.00,0
7733,6480442,ADD/ALT,No plan review,$50000.00,0
6395,6480444,ADD/ALT,No plan review,$63000.00,0
6037,6480449,NEW,Plan Review,$1159752.00,0
6648,6480452,ADD/ALT,Plan Review,$150000.00,0
7725,6480454,ADD/ALT,No plan review,$13500.00,0
6317,6480468,ADD/ALT,Plan Review,$72615.00,0
3040,6480472,NEW,Plan Review,$67614.00,0
4323,6480476,ADD/ALT,Plan Review,$4180.00,0
7597,6480479,NEW,No plan review,$20000.00,0
7471,6480480,DEMOLITION,No plan review,$0.00,0
7746,6480495,ADD/ALT,No plan review,$4500.00,0
47527,6480510,ADD/ALT,Plan Review,$0.00,0
5358,6480512,ADD/ALT,Plan Review,$10500.00,0
5712,6480514,NEW,Plan Review,$262337.00,0
6769,6480515,NEW,Plan Review,$566477.00,0
7092,6480516,ADD/ALT,Plan Review,$15000.00,0
7744,6480519,ALTER,Plan Review,$183000.00,0
5684,6480529,NEW,Plan Review,$287443.00,0
5670,6480534,NEW,Plan Review,$288004.00,0
50025,6480536,,No plan review,$0.00,0
5669,6480540,NEW,Plan Review,$319277.00,0
6439,6480542,ADD/ALT,No plan review,$4500.00,0
6657,6480543,ADD/ALT,Plan Review,$7000.00,0
7741,6480545,ADD/ALT,No plan review,$17405.00,0
7643,6480552,ADD/ALT,Plan Review,$60000.00,0
6071,6480558,ADD/ALT,Plan Review,$1430000.00,0
46122,6480559,ADD/ALT,No plan review,$0.00,0
50395,6480566,,Plan Review,$0.00,0
7740,6480571,ADD/ALT,No plan review,$40978.00,0
6749,6480587,ADD/ALT,No plan review,$50000.00,0
46726,6480598,,Plan Review,$0.00,0
7287,6480602,ADD/ALT,No plan review,$50000.00,0
7698,6480604,ADD/ALT,No plan review,$180000.00,0
5051,6480608,ADD/ALT,Plan Review,$285358.00,0
6190,6480609,NEW,Plan Review,$527082.00,0
7029,6480610,ADD/ALT,Plan Review,$15000.00,0
5825,6480614,ADD/ALT,Plan Review,$1000.00,0
1551,6480622,NEW,No plan review,$32000.00,0
682,6480630,ADD/ALT,Plan Review,$83497.00,0
5377,6480632,NEW,Plan Review,$418373.00,0
5314,6480665,ADD/ALT,Plan Review,$70000.00,0
6218,6480669,ADD/ALT,No plan review,$65000.00,0
6121,6480675,ADD/ALT,Plan Review,$80000.00,0
5328,6480676,ADD/ALT,Plan Review,$65000.00,0
6703,6480677,ADD/ALT,Plan Review,$85000.00,0
7664,6480678,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7712,6480681,DEMOLITION,No plan review,$0.00,0
4042,6480717,NEW,Plan Review,$438075.00,0
7622,6480718,NEW,Plan Review,$252903.00,0
7623,6480719,NEW,Plan Review,$244158.00,0
7732,6480723,ALTER,Plan Review,$1446000.00,0
6571,6480735,ADD/ALT,Plan Review,$86306.00,0
7727,6480737,ADD/ALT,No plan review,$30000.00,0
5505,6480739,NEW,Plan Review,$359106.00,0
7620,6480745,DEMOLITION,No plan review,$0.00,0
7730,6480756,ALTER,Plan Review,$138000.00,0
7564,6480757,ALTER,Plan Review,$55000.00,0
4252,6480759,ADD/ALT,No plan review,$25000.00,0
4505,6480765,ADD/ALT,Plan Review,$95000.00,0
43872,6480767,ADD/ALT,Plan Review,$0.00,0
7627,6480778,ADD/ALT,Plan Review,$8000.00,0
7729,6480780,ADD/ALT,No plan review,$70000.00,0
7728,6480792,ADD/ALT,No plan review,$6000.00,0
2050,6480798,DEMOLITION,No plan review,$0.00,0
7724,6480815,ALTER,Plan Review,$325000.00,0
40600,6480820,ADD/ALT,No plan review,$1000.00,0
5751,6480825,ADD/ALT,Plan Review,$35000.00,0
7723,6480828,DEMOLITION,No plan review,$0.00,0
4821,6480829,ADD/ALT,No plan review,$160000.00,0
50015,6480836,ADD/ALT,Plan Review,$20000.00,0
5410,6480844,ADD/ALT,Plan Review,$5881.00,0
7716,6480851,ADD/ALT,No plan review,$50000.00,0
7553,6480858,ADD/ALT,Plan Review,$138000.00,0
6811,6480863,NEW,Plan Review,$161224.00,0
5448,6480866,ADD/ALT,No plan review,$75000.00,0
7714,6480870,ADD/ALT,No plan review,$30000.00,0
6839,6480872,NEW,Plan Review,$175972.00,0
5959,6480873,ADD/ALT,Plan Review,$102992.00,0
50207,6480875,NEW,Plan Review,$0.00,0
6253,6480876,ADD/ALT,Plan Review,$45000.00,0
5651,6480878,ADD/ALT,Plan Review,$180000.00,0
5482,6480879,ADD/ALT,Plan Review,$450000.00,0
5107,6480885,ADD/ALT,Plan Review,$20000.00,0
5966,6480888,ADD/ALT,Plan Review,$150000.00,0
7612,6480889,ADD/ALT,No plan review,$10000.00,0
40861,6480891,ADD/ALT,Plan Review,$0.00,0
5596,6480893,ADD/ALT,Plan Review,$45000.00,0
6775,6480894,ADD/ALT,Plan Review,$45000.00,0
4577,6480896,ADD/ALT,Plan Review,$45000.00,0
43068,6480904,ADD/ALT,Plan Review,$0.00,0
7293,6480905,ADD/ALT,No plan review,$21000.00,0
7412,6480923,ADD/ALT,Plan Review,$65000.00,0
49382,6480924,,Plan Review,$0.00,0
7703,6480931,ADD/ALT,No plan review,$150000.00,0
7702,6480934,ADD/ALT,No plan review,$150000.00,0
47750,6480940,NEW,Plan Review,$0.00,0
46363,6480944,ADD/ALT,Plan Review,$0.00,0
39891,6480951,NEW,Plan Review,$0.00,0
7243,6480953,ADD/ALT,Plan Review,$107000.00,0
7699,6480959,ADD/ALT,No plan review,$21633.00,0
39892,6480961,NEW,Plan Review,$0.00,0
46239,6480965,ADD/ALT,Plan Review,$0.00,0
46409,6480968,ADD/ALT,Plan Review,$0.00,0
6855,6480982,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7536,6480986,ADD/ALT,No plan review,$10000.00,0
7341,6480987,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7586,6480992,ADD/ALT,No plan review,$30000.00,0
6705,6480994,ADD/ALT,No plan review,$38000.00,0
45497,6480999,NEW,Plan Review,$0.00,0
4347,6481007,ADD/ALT,Plan Review,$1000.00,0
7151,6481009,ADD/ALT,Plan Review,$5307.00,0
7671,6481015,NEW,Plan Review,$461738.00,0
7670,6481016,NEW,Plan Review,$215185.00,0
7669,6481025,DEMOLITION,No plan review,$0.00,0
7245,6481033,DEMOLITION,No plan review,$0.00,0
7696,6481038,ADD/ALT,No plan review,$20000.00,0
7516,6481043,ADD/ALT,No plan review,$20000.00,0
6050,6481049,ADD/ALT,Plan Review,$107308.00,0
41822,6481054,ADD/ALT,Plan Review,$0.00,0
7695,6481057,ADD/ALT,No plan review,$2000.00,0
4483,6481060,ADD/ALT,Plan Review,$154540.00,0
40405,6481063,NEW,Plan Review,$0.00,0
7693,6481065,ADD/ALT,No plan review,$2000.00,0
7694,6481071,ALTER,Plan Review,$264000.00,0
7691,6481076,ALTER,Plan Review,$140000.00,0
7688,6481081,ADD/ALT,No plan review,$2000.00,0
7689,6481082,ALTER,Plan Review,$185000.00,0
7687,6481087,ADD/ALT,No plan review,$2000.00,0
5357,6481098,ADD/ALT,Plan Review,$20000.00,0
39922,6481171,NEW,Plan Review,$0.00,0
1727,6481173,ADD/ALT,Plan Review,$0.00,0
46501,6481185,ADD/ALT,Plan Review,$0.00,0
7091,6481186,ADD/ALT,No plan review,$45000.00,0
5941,6481190,ADD/ALT,Plan Review,$225000.00,0
4926,6481197,ADD/ALT,Plan Review,$200000.00,0
6083,6481198,NEW,Plan Review,$45000.00,0
7665,6481207,NEW,Plan Review,$151164.00,0
4553,6481208,ADD/ALT,Plan Review,$60000.00,0
7283,6481216,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
6715,6481220,ADD/ALT,Plan Review,$15000.00,0
4867,6481223,ADD/ALT,Plan Review,$15000.00,0
7663,6481225,ADD/ALT,No plan review,$37657.00,0
7492,6481228,ADD/ALT,No plan review,$2500.00,0
2282,6481232,DEMOLITION,No plan review,$0.00,0
5949,6481236,ADD/ALT,Plan Review,$975000.00,0
3254,6481245,NEW,Plan Review,$751161.00,0
40278,6481246,ADD/ALT,No plan review,$0.00,0
5827,6481249,ADD/ALT,Plan Review,$18000.00,0
46678,6481263,ADD/ALT,Plan Review,$0.00,0
6924,6481277,ADD/ALT,Plan Review,$362080.00,0
7603,6481289,ADD/ALT,No plan review,$38500.00,0
7616,6481292,DEMOLITION,No plan review,$0.00,0
7649,6481312,ADD/ALT,No plan review,$45000.00,0
7443,6481319,ADD/ALT,No plan review,$4000.00,0
7632,6481320,ADD/ALT,No plan review,$65000.00,0
6464,6481324,ADD/ALT,Plan Review,$35000.00,0
3272,6481342,ADD/ALT,Plan Review,$300000.00,0
3657,6481367,NEW,Plan Review,$222432.00,0
3235,6481368,ADD/ALT,Plan Review,$45000.00,0
5487,6481375,ADD/ALT,Plan Review,$28109.00,0
47289,6481376,ADD/ALT,Plan Review,$0.00,0
7298,6481391,ADD/ALT,Plan Review,$10000.00,0
6467,6481423,ADD/ALT,Plan Review,$45000.00,0
7613,6481432,ADD/ALT,No plan review,$14000.00,0
7235,6481435,ADD/ALT,No plan review,$2500.00,0
6563,6481454,ADD/ALT,No plan review,$75191.00,0
5766,6481455,NEW,Plan Review,$478304.00,0
48568,6481469,ADD/ALT,Plan Review,$0.00,0
7611,6481475,ALTER,Plan Review,$468000.00,0
7358,6481479,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7610,6481481,ALTER,Plan Review,$125000.00,0
2516,6481489,NEW,Plan Review,$392229.00,0
7602,6481491,ADD/ALT,No plan review,$3200.00,0
48236,6481495,ADD/ALT,Plan Review,$0.00,0
7600,6481523,DEMOLITION,No plan review,$0.00,0
7598,6481533,ADD/ALT,No plan review,$2000.00,0
7599,6481534,ADD/ALT,No plan review,$16000.00,0
5709,6481535,ADD/ALT,Plan Review,$26554.00,0
7601,6481536,ADD/ALT,No plan review,$12000.00,0
7557,6481539,GRADING,Plan Review,$0.00,0
7585,6481556,NEW,Plan Review,$211092.00,0
5704,6481562,ADD/ALT,No plan review,$7000.00,0
7573,6481564,DEMOLITION,No plan review,$0.00,0
6941,6481567,ADD/ALT,Plan Review,$315050.00,0
7596,6481570,ADD/ALT,No plan review,$60000.00,0
7178,6481575,ADD/ALT,No plan review,$293702.00,0
7592,6481579,ADD/ALT,No plan review,$30000.00,0
5204,6481583,ADD/ALT,Plan Review,$252488.00,0
45854,6481584,ADD/ALT,Plan Review,$0.00,0
7591,6481591,ADD/ALT,No plan review,$12000.00,0
3929,6481605,NEW,Plan Review,$230308.00,0
7332,6481612,ADD/ALT,Plan Review,$800000.00,0
7022,6481614,NEW,Plan Review,$1250000.00,0
3399,6481615,DEMOLITION,Plan Review,$0.00,0
3365,6481616,DEMOLITION,Plan Review,$0.00,0
3398,6481617,DEMOLITION,Plan Review,$0.00,0
3364,6481618,DEMOLITION,Plan Review,$0.00,0
44369,6481623,NEW,Plan Review,$0.00,0
23516,6481628,NEW,Plan Review,$0.00,0
40314,6481629,NEW,Plan Review,$0.00,0
42703,6481630,ADD/ALT,Plan Review,$0.00,0
39960,6481639,ADD/ALT,Plan Review,$0.00,0
50050,6481647,ADD/ALT,Plan Review,$0.00,0
7510,6481652,ADD/ALT,Plan Review,$5000.00,0
7176,6481654,ADD/ALT,Plan Review,$10000.00,0
44591,6481655,ADD/ALT,Plan Review,$0.00,0
2684,6481662,NEW,Plan Review,$207800.00,0
7329,6481678,ADD/ALT,Plan Review,$3000.00,0
11284,6481680,NEW,Plan Review,$0.00,0
6774,6481694,ADD/ALT,Plan Review,$15000.00,0
7045,6481699,ADD/ALT,Plan Review,$18000.00,0
43831,6481704,NEW,Plan Review,$0.00,0
6928,6481706,ADD/ALT,Plan Review,$236351.00,0
6776,6481711,NEW,Plan Review,$432819.00,0
42221,6481716,ADD/ALT,Plan Review,$0.00,0
7571,6481720,ADD/ALT,No plan review,$20000.00,0
7473,6481723,DEMOLITION,No plan review,$0.00,0
6327,6481726,NEW,Plan Review,$1065974.00,0
41895,6481727,NEW,Plan Review,$0.00,0
3342,6481739,ADD/ALT,Plan Review,$25000.00,0
6714,6481743,NEW,Plan Review,$430660.00,0
6926,6481745,NO CONSTRUCTION,Plan Review,$0.00,0
7569,6481748,ADD/ALT,No plan review,$1800.00,0
48169,6481749,,Plan Review,$0.00,0
7333,6481751,GRADING,Plan Review,$0.00,0
7566,6481768,ADD/ALT,No plan review,$1000.00,0
7563,6481774,ALTER,Plan Review,$55000.00,0
6127,6481782,ADD/ALT,No plan review,$80000.00,0
7562,6481784,ALTER,Plan Review,$150000.00,0
5227,6481785,NEW,Plan Review,$560552.00,0
7561,6481788,ADD/ALT,No plan review,$10000.00,0
4205,6481795,NEW,Plan Review,$520472.00,0
6423,6481797,ADD/ALT,Plan Review,$238133.00,0
