id,Application Permit,Action Type,Work Type,Value,Location_id
38982,6167056,ADD/ALT,Plan Review,$900.00,0
41763,6167074,NEW,Plan Review,$0.00,0
38980,6167129,NEW,Plan Review,$36585.00,0
47526,6167135,ADD/ALT,Plan Review,$0.00,0
44067,6167176,ADD/ALT,Plan Review,$0.00,0
44984,6167201,ADD/ALT,Plan Review,$0.00,0
46631,6167241,,Plan Review,$0.00,0
12314,6167255,NEW,Plan Review,$559394.00,0
42125,6167267,ADD/ALT,Plan Review,$0.00,0
38766,6167300,NEW,Plan Review,$61000000.00,0
42478,6167307,,No plan review,$0.00,0
49306,6167315,ADD/ALT,Plan Review,$0.00,0
41653,6167324,NEW,Plan Review,$0.00,0
50350,6167334,,Plan Review,$0.00,0
38974,6167336,NEW,Plan Review,$156773.00,0
43413,6167337,NEW,Plan Review,$0.00,0
38976,6167339,,No plan review,$0.00,0
45774,6167456,NEW,Plan Review,$0.00,0
49670,6167485,NEW,Plan Review,$0.00,0
31568,6167489,NEW,Plan Review,$23675793.00,0
38971,6167514,,No plan review,$0.00,0
47015,6167597,ADD/ALT,Plan Review,$0.00,0
42280,6167607,,Plan Review,$0.00,0
50169,6167623,,Plan Review,$0.00,0
42735,6167723,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
34354,6167737,ADD/ALT,Plan Review,$88032.00,0
46350,6167808,,Plan Review,$0.00,0
43900,6167867,NEW,Plan Review,$0.00,0
49768,6167884,,Plan Review,$0.00,0
50152,6167887,,No plan review,$0.00,0
38914,6167920,,No plan review,$0.00,0
38889,6167991,ADD/ALT,Plan Review,$383531.00,0
48056,6168018,,Plan Review,$0.00,0
38964,6168036,NEW,Plan Review,$91476.00,0
38962,6168037,NEW,Plan Review,$98494.00,0
38961,6168038,NEW,Plan Review,$98494.00,0
38960,6168039,NEW,Plan Review,$99341.00,0
38959,6168040,NEW,Plan Review,$108900.00,0
38958,6168042,,No plan review,$0.00,0
38939,6168065,NO CONSTRUCTION,Plan Review,$0.00,0
49594,6168093,NO CONSTRUCTION,Plan Review,$0.00,0
45776,6168105,,Plan Review,$0.00,0
38857,6168132,NEW,Plan Review,$617525.00,0
42769,6168141,ADD/ALT,Plan Review,$0.00,0
48416,6168145,ADD/ALT,Plan Review,$0.00,0
41810,6168147,,Plan Review,$0.00,0
38096,6168149,NEW,Plan Review,$691914.00,0
45870,6168175,ADD/ALT,Plan Review,$0.00,0
44872,6168203,ADD/ALT,Plan Review,$0.00,0
42204,6168227,,Plan Review,$0.00,0
38822,6168249,NEW,Plan Review,$371600.00,0
48560,6168301,ADD/ALT,Plan Review,$0.00,0
38951,6168312,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
42219,6168323,NEW,Plan Review,$0.00,0
49033,6168356,ADD/ALT,Plan Review,$0.00,0
43411,6168375,,No plan review,$0.00,0
38946,6168395,ADD/ALT,Plan Review,$10000.00,0
42724,6168406,NEW,Plan Review,$0.00,0
38908,6168418,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
42014,6168449,NEW,Plan Review,$0.00,0
38757,6168494,NEW,Plan Review,$668770.00,0
41585,6168498,,Plan Review,$0.00,0
43185,6168499,NEW,Plan Review,$299943.00,0
38950,6168508,NEW,Plan Review,$239426.00,0
38949,6168509,NEW,Plan Review,$507097.00,0
38597,6168512,,No plan review,$0.00,0
38947,6168513,,No plan review,$0.00,0
44346,6168592,NEW,Plan Review,$0.00,0
38938,6168603,NEW,Plan Review,$434477.00,0
42252,6168623,CURB CUT,No plan review,$0.00,0
38941,6168657,,No plan review,$0.00,0
47511,6168677,ADD/ALT,Plan Review,$0.00,0
38944,6168678,NEW,Plan Review,$156773.00,0
46807,6168741,NEW,Plan Review,$4200000.00,0
49465,6168809,ADD/ALT,Plan Review,$0.00,0
42581,6168813,ADD/ALT,Plan Review,$0.00,0
42318,6168816,ADD/ALT,Plan Review,$0.00,0
50006,6168834,ADD/ALT,Plan Review,$0.00,0
46980,6168835,ADD/ALT,Plan Review,$0.00,0
39782,6168866,NEW,Plan Review,$351678.00,0
38690,6168883,ADD/ALT,Plan Review,$15000.00,0
42319,6168901,ADD/ALT,Plan Review,$0.00,0
47445,6168920,ADD/ALT,Plan Review,$0.00,0
38842,6169102,ADD/ALT,Plan Review,$30000.00,0
41661,6169104,ADD/ALT,Plan Review,$0.00,0
48758,6169202,ADD/ALT,Plan Review,$0.00,0
41785,6169221,NEW,Plan Review,$0.00,0
45061,6169225,NEW,Plan Review,$0.00,0
49543,6169243,ADD/ALT,Plan Review,$0.00,0
47118,6169256,NEW,Plan Review,$0.00,0
38621,6169261,ADD/ALT,Plan Review,$189000.00,0
46752,6169264,NEW,No plan review,$0.00,0
43114,6169267,,No plan review,$0.00,0
46666,6169318,ADD/ALT,Plan Review,$0.00,0
49726,6169320,ADD/ALT,Plan Review,$0.00,0
46910,6169387,NEW,Plan Review,$0.00,0
37703,6169461,ADD/ALT,Plan Review,$20000.00,0
47095,6169495,ADD/ALT,Plan Review,$0.00,0
42000,6169530,ADD/ALT,Plan Review,$0.00,0
24121,6169637,,Plan Review,$0.00,0
38884,6169640,DEMOLITION,No plan review,$0.00,0
49877,6169650,ADD/ALT,Plan Review,$0.00,0
44804,6169714,,Plan Review,$0.00,0
46699,6169740,,No plan review,$0.00,0
38933,6169752,,No plan review,$0.00,0
38935,6169754,,No plan review,$0.00,0
38790,6169804,NEW,Plan Review,$367467.00,0
41773,6169853,NEW,Plan Review,$0.00,0
50151,6169868,,Plan Review,$0.00,0
38792,6169913,NEW,Plan Review,$363974.00,0
38791,6169927,NEW,Plan Review,$363974.00,0
46988,6169928,,No plan review,$0.00,0
34932,6169931,ADD/ALT,Plan Review,$10985.00,0
41964,6169989,ADD/ALT,No plan review,$0.00,0
41965,6170014,,No plan review,$0.00,0
44945,6170045,ADD/ALT,Plan Review,$0.00,0
49991,6170058,ADD/ALT,No plan review,$0.00,0
38711,6170075,ADD/ALT,Plan Review,$75000.00,0
45686,6170086,ADD/ALT,No plan review,$0.00,0
46390,6170097,,Plan Review,$0.00,0
38930,6170161,ADD/ALT,Plan Review,$3200.00,0
49896,6170201,ADD/ALT,Plan Review,$0.00,0
48960,6170231,ADD/ALT,Plan Review,$0.00,0
38705,6170233,,No plan review,$0.00,0
38929,6170268,NEW,Plan Review,$152411.00,0
38928,6170269,NEW,Plan Review,$152411.00,0
38927,6170270,NEW,Plan Review,$152411.00,0
38494,6170272,,No plan review,$0.00,0
50110,6170281,ADD/ALT,Plan Review,$0.00,0
45427,6170282,ADD/ALT,Plan Review,$38952.00,0
42938,6170366,,No plan review,$0.00,0
44946,6170384,ADD/ALT,Plan Review,$0.00,0
43060,6170389,,No plan review,$0.00,0
43059,6170390,,Plan Review,$0.00,0
41842,6170417,,Plan Review,$0.00,0
43853,6170444,ADD/ALT,No plan review,$50000.00,0
41843,6170447,,Plan Review,$0.00,0
43377,6170467,ADD/ALT,Plan Review,$0.00,0
43376,6170470,ADD/ALT,Plan Review,$0.00,0
41528,6170505,ADD/ALT,Plan Review,$0.00,0
47003,6170536,ADD/ALT,Plan Review,$0.00,0
38917,6170556,NEW,Plan Review,$3900000.00,0
24717,6170560,NEW,Plan Review,$262114.00,0
38823,6170569,NEW,Plan Review,$15849508.00,0
29394,6170576,NEW,Plan Review,$0.00,0
41749,6170579,NEW,Plan Review,$0.00,0
42916,6170619,NEW,Plan Review,$0.00,0
45699,6170620,ADD/ALT,Plan Review,$0.00,0
42737,6170621,NEW,Plan Review,$0.00,0
45793,6170724,ADD/ALT,Plan Review,$0.00,0
42064,6170782,ADD/ALT,Plan Review,$0.00,0
45771,6170804,ADD/ALT,Plan Review,$0.00,0
38826,6170977,NEW,Plan Review,$465712.00,0
37529,6170979,ADD/ALT,Plan Review,$260000.00,0
46366,6170994,,Plan Review,$0.00,0
38514,6171009,DEMOLITION,No plan review,$0.00,0
38921,6171011,NEW,Plan Review,$287149.00,0
38920,6171012,NEW,Plan Review,$614449.00,0
22066,6171030,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
44289,6171036,NEW,Plan Review,$0.00,0
49384,6171132,ADD/ALT,Plan Review,$0.00,0
49841,6171150,ADD/ALT,Plan Review,$0.00,0
45197,6171235,NO CONSTRUCTION,No plan review,$0.00,0
47237,6171266,ADD/ALT,Plan Review,$0.00,0
22734,6171356,ADD/ALT,Plan Review,$9000.00,0
41869,6171472,ADD/ALT,Plan Review,$0.00,0
37876,6171522,ADD/ALT,Plan Review,$111000.00,0
36297,6171606,ADD/ALT,No plan review,$5500.00,0
46745,6171729,ADD/ALT,Plan Review,$1000.00,0
48916,6171785,ADD/ALT,Plan Review,$1.00,0
38424,6171798,ADD/ALT,Plan Review,$1000.00,0
48208,6171820,NEW,Plan Review,$0.00,0
43182,6171854,NEW,Plan Review,$0.00,0
48207,6171912,ADD/ALT,Plan Review,$0.00,0
44094,6171950,ADD/ALT,Plan Review,$0.00,0
38840,6171958,ADD/ALT,Plan Review,$300000.00,0
41646,6171982,,Plan Review,$0.00,0
43215,6171995,,No plan review,$0.00,0
49541,6172048,,Plan Review,$0.00,0
38913,6172064,,No plan review,$0.00,0
42493,6172087,,Plan Review,$0.00,0
41813,6172145,,Plan Review,$0.00,0
38912,6172146,NEW,Plan Review,$242488.00,0
42373,6172147,,No plan review,$0.00,0
38816,6172166,NEW,Plan Review,$471301.00,0
38839,6172208,NEW,Plan Review,$436429.00,0
46021,6172212,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
48036,6172215,ADD/ALT,Plan Review,$0.00,0
38907,6172254,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
43867,6172265,,Plan Review,$0.00,0
46802,6172302,,Plan Review,$0.00,0
41814,6172350,NEW,Plan Review,$0.00,0
38694,6172484,NEW,Plan Review,$546994.00,0
38733,6172528,NEW,Plan Review,$319028.00,0
46284,6172547,ADD/ALT,Plan Review,$0.00,0
32564,6172584,NEW,Plan Review,$248355.00,0
47465,6172605,NEW,Plan Review,$0.00,0
30808,6172612,ADD/ALT,Plan Review,$30000.00,0
49317,6172618,ADD/ALT,Plan Review,$0.00,0
38870,6172639,ADD/ALT,Plan Review,$3300.00,0
45819,6172647,ADD/ALT,Plan Review,$0.00,0
48073,6172651,ADD/ALT,Plan Review,$0.00,0
41782,6172671,,Plan Review,$0.00,0
37624,6172703,ADD/ALT,Plan Review,$4800.00,0
47737,6172720,ADD/ALT,Plan Review,$0.00,0
41866,6172741,NEW,Plan Review,$0.00,0
38896,6172774,,No plan review,$0.00,0
22704,6172778,ADD/ALT,Plan Review,$102000.00,0
38901,6172780,NEW,Plan Review,$187986.00,0
38904,6172781,NEW,Plan Review,$191587.00,0
38902,6172782,,No plan review,$0.00,0
49971,6172783,ADD/ALT,Plan Review,$624000.00,0
38880,6172810,ADD/ALT,Plan Review,$85000.00,0
47731,6172844,,Plan Review,$0.00,0
43213,6172907,,Plan Review,$0.00,0
38899,6173003,,No plan review,$0.00,0
38897,6173004,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
38869,6173014,ADD/ALT,Plan Review,$15000.00,0
42377,6173060,,Plan Review,$0.00,0
41755,6173145,ADD/ALT,Plan Review,$0.00,0
38835,6173159,ADD/ALT,Plan Review,$59192.00,0
42445,6173187,ADD/ALT,Plan Review,$0.00,0
46585,6173209,ADD/ALT,Plan Review,$0.00,0
42591,6173244,ADD/ALT,Plan Review,$0.00,0
38853,6173248,NEW,Plan Review,$388582.00,0
41643,6173255,,Plan Review,$0.00,0
45145,6173357,,Plan Review,$0.00,0
38858,6173445,NEW,Plan Review,$1000000.00,0
48772,6173446,NEW,Plan Review,$0.00,0
47560,6173452,ADD/ALT,Plan Review,$0.00,0
47442,6173463,,Plan Review,$0.00,0
49604,6173485,ADD/ALT,Plan Review,$0.00,0
38471,6173486,ADD/ALT,Plan Review,$50000.00,0
38893,6173487,NEW,Plan Review,$318452.00,0
38702,6173491,,No plan review,$0.00,0
38860,6173494,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
43354,6173565,ADD/ALT,Plan Review,$150000.00,0
44603,6173584,ADD/ALT,Plan Review,$0.00,0
43317,6173622,ADD/ALT,Plan Review,$0.00,0
46513,6173633,ADD/ALT,Plan Review,$0.00,0
45489,6173651,ADD/ALT,Plan Review,$0.00,0
44015,6173723,ADD/ALT,Plan Review,$98675.00,0
38865,6173754,ADD/ALT,Plan Review,$85000.00,0
38836,6173756,ADD/ALT,Plan Review,$210000.00,0
41926,6173760,ADD/ALT,Plan Review,$0.00,0
38891,6173789,,No plan review,$0.00,0
36080,6173794,NEW,Plan Review,$7223015.00,0
38688,6173827,ADD/ALT,Plan Review,$0.00,0
49295,6173840,,Plan Review,$0.00,0
49635,6173913,NEW,Plan Review,$0.00,0
38848,6173988,ADD/ALT,Plan Review,$98363.00,0
41670,6174088,ADD/ALT,Plan Review,$0.00,0
38886,6174121,NEW,Plan Review,$360871.00,0
38882,6174122,,No plan review,$0.00,0
46163,6174126,NO CONSTRUCTION,Plan Review,$0.00,0
49972,6174130,ADD/ALT,Plan Review,$0.00,0
47389,6174133,ADD/ALT,Plan Review,$0.00,0
47360,6174170,ADD/ALT,Plan Review,$0.00,0
43718,6174182,ADD/ALT,Plan Review,$0.00,0
38875,6174216,ADD/ALT,Plan Review,$1.00,0
34541,6174229,ADD/ALT,Plan Review,$50000.00,0
38660,6174295,NEW,Plan Review,$300474.00,0
31702,6174300,ADD/ALT,Plan Review,$2500.00,0
38712,6174323,NEW,Plan Review,$598191.00,0
42783,6174351,TEMP,Plan Review,$0.00,0
38881,6174396,GRADING,Plan Review,$0.00,0
49848,6174495,ADD/ALT,Plan Review,$0.00,0
47470,6174534,NEW,Plan Review,$0.00,0
45139,6174550,,Plan Review,$0.00,0
48606,6174553,ADD/ALT,No plan review,$33000.00,0
38546,6174601,ADD/ALT,Plan Review,$57937.00,0
38797,6174702,NEW,Plan Review,$329025.00,0
38876,6174704,ADD/ALT,Plan Review,$67730.00,0
46934,6174707,,Plan Review,$0.00,0
46643,6174791,ADD/ALT,Plan Review,$0.00,0
43121,6174869,,Plan Review,$0.00,0
45426,6175016,,Plan Review,$0.00,0
38864,6175078,NO CONSTRUCTION,Plan Review,$5000.00,0
42657,6175084,ADD/ALT,Plan Review,$100000.00,0
38879,6175146,ADD/ALT,Plan Review,$97400.00,0
38862,6175163,GRADING,Plan Review,$250000.00,0
22615,6175270,ADD/ALT,Plan Review,$500000.00,0
48273,6175278,ADD/ALT,Plan Review,$0.00,0
47023,6175293,,Plan Review,$0.00,0
48840,6175394,ADD/ALT,Plan Review,$1.00,0
48179,6175422,,No plan review,$0.00,0
49007,6175441,NEW,Plan Review,$0.00,0
45218,6175472,,Plan Review,$0.00,0
13730,6175482,ADD/ALT,Plan Review,$0.00,0
38851,6175556,ADD/ALT,Plan Review,$175000.00,0
38658,6175596,NEW,Plan Review,$6722846.00,0
23032,6175609,NEW,Plan Review,$21508436.00,0
47624,6175612,ADD/ALT,Plan Review,$0.00,0
38828,6175649,NEW,Plan Review,$376170.00,0
38725,6175863,NEW,Plan Review,$300000.00,0
42897,6175936,GRADING,Plan Review,$0.00,0
38845,6175963,ADD/ALT,Plan Review,$74500.00,0
38758,6175969,ADD/ALT,Plan Review,$500000.00,0
41603,6175972,ADD/ALT,Plan Review,$0.00,0
36637,6175994,ADD/ALT,Plan Review,$150000.00,0
47502,6176016,ADD/ALT,Plan Review,$0.00,0
41710,6176043,NEW,Plan Review,$0.00,0
49058,6176056,ADD/ALT,Plan Review,$0.00,0
45863,6176089,,Plan Review,$10000.00,0
38872,6176097,NEW,Plan Review,$106542.00,0
38873,6176098,NEW,Plan Review,$106542.00,0
42669,6176105,NEW,Plan Review,$0.00,0
45431,6176121,ADD/ALT,Plan Review,$0.00,0
45729,6176125,NEW,Plan Review,$0.00,0
45597,6176131,NEW,Plan Review,$0.00,0
44612,6176156,ADD/ALT,Plan Review,$0.00,0
46079,6176225,NEW,Plan Review,$0.00,0
48465,6176320,ADD/ALT,Plan Review,$0.00,0
45345,6176324,NEW,Plan Review,$0.00,0
42622,6176329,NEW,Plan Review,$0.00,0
37859,6176367,NEW,Plan Review,$747987.00,0
41604,6176453,ADD/ALT,Plan Review,$0.00,0
42284,6176463,,Plan Review,$0.00,0
38868,6176489,,No plan review,$0.00,0
38784,6176501,ADD/ALT,Plan Review,$11000.00,0
38783,6176509,ADD/ALT,Plan Review,$11000.00,0
38782,6176511,ADD/ALT,Plan Review,$11000.00,0
41719,6176515,ADD/ALT,Plan Review,$11000.00,0
38654,6176525,ADD/ALT,Plan Review,$82414.00,0
38647,6176536,NEW,Plan Review,$308878.00,0
47194,6176541,,Plan Review,$0.00,0
38850,6176590,ADD/ALT,Plan Review,$29019.00,0
49427,6176594,ADD/ALT,Plan Review,$0.00,0
47320,6176664,NEW,Plan Review,$0.00,0
41777,6176685,NEW,Plan Review,$0.00,0
48209,6176690,,Plan Review,$0.00,0
38834,6176750,ADD/ALT,Plan Review,$319200.00,0
38859,6176755,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
50109,6176764,ADD/ALT,Plan Review,$0.00,0
38370,6176772,NEW,Plan Review,$439692.00,0
48415,6176843,,Plan Review,$0.00,0
44370,6176849,ADD/ALT,Plan Review,$0.00,0
41856,6176864,NEW,Plan Review,$0.00,0
47126,6176870,ADD/ALT,Plan Review,$0.00,0
49353,6176890,ADD/ALT,Plan Review,$0.00,0
43753,6176899,,Plan Review,$0.00,0
48995,6176958,ADD/ALT,Plan Review,$0.00,0
38615,6177047,NEW,Plan Review,$459752.00,0
43258,6177061,ADD/ALT,Plan Review,$501727.00,0
42892,6177203,ADD/ALT,No plan review,$10000.00,0
42729,6177235,ADD/ALT,Plan Review,$0.00,0
42532,6177310,,Plan Review,$0.00,0
41599,6177337,NEW,Plan Review,$0.00,0
41600,6177342,NEW,Plan Review,$0.00,0
44009,6177405,ADD/ALT,Plan Review,$0.00,0
46853,6177420,ADD/ALT,Plan Review,$0.00,0
46907,6177424,NEW,Plan Review,$0.00,0
38801,6177510,NEW,Plan Review,$175004.00,0
46578,6177523,NEW,Plan Review,$0.00,0
42704,6177530,ADD/ALT,Plan Review,$0.00,0
38861,6177542,ADD/ALT,Plan Review,$1500.00,0
37717,6177556,NEW,Plan Review,$178718.00,0
41708,6177557,NEW,Plan Review,$0.00,0
41673,6177596,ADD/ALT,Plan Review,$0.00,0
41838,6177612,ADD/ALT,Plan Review,$0.00,0
45238,6177700,,Plan Review,$0.00,0
41840,6177708,NEW,Plan Review,$0.00,0
47736,6177727,ADD/ALT,Plan Review,$0.00,0
41848,6177748,NEW,Plan Review,$0.00,0
38773,6177866,NEW,Plan Review,$293108.00,0
38681,6177978,ADD/ALT,Plan Review,$41623.00,0
38856,6177992,,No plan review,$0.00,0
38656,6178044,NEW,Plan Review,$803930.00,0
50369,6178065,,Plan Review,$0.00,0
41867,6178105,NEW,Plan Review,$0.00,0
41801,6178106,NEW,Plan Review,$0.00,0
23683,6178107,NEW,Plan Review,$0.00,0
41831,6178108,NEW,Plan Review,$0.00,0
41614,6178109,NEW,Plan Review,$0.00,0
41778,6178110,NEW,Plan Review,$0.00,0
41931,6178111,NEW,Plan Review,$0.00,0
49863,6178112,ADD/ALT,Plan Review,$0.00,0
49331,6178134,ADD/ALT,Plan Review,$0.00,0
41758,6178135,ADD/ALT,Plan Review,$0.00,0
38854,6178245,,No plan review,$0.00,0
38746,6178289,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
43085,6178293,NEW,Plan Review,$0.00,0
49232,6178302,ADD/ALT,Plan Review,$0.00,0
38852,6178355,ADD/ALT,Plan Review,$5000.00,0
38827,6178367,NO CONSTRUCTION,Plan Review,$0.00,0
36925,6178409,NEW,Plan Review,$34702976.00,0
49563,6178430,ADD/ALT,Plan Review,$0.00,0
49662,6178436,,Plan Review,$0.00,0
38629,6178455,NEW,Plan Review,$352632.00,0
41789,6178487,ADD/ALT,Plan Review,$0.00,0
50108,6178519,ADD/ALT,Plan Review,$0.00,0
48780,6178569,,Plan Review,$0.00,0
38846,6178587,,No plan review,$0.00,0
45115,6178588,ADD/ALT,Plan Review,$0.00,0
41650,6178610,NEW,Plan Review,$0.00,0
41815,6178674,,Plan Review,$0.00,0
43235,6178732,NEW,Plan Review,$435874.00,0
41693,6178808,NEW,Plan Review,$0.00,0
38777,6178877,ADD/ALT,Plan Review,$36000.00,0
38844,6178889,,No plan review,$0.00,0
42615,6178927,NEW,Plan Review,$0.00,0
48602,6178974,ADD/ALT,Plan Review,$0.00,0
41595,6178983,ADD/ALT,Plan Review,$0.00,0
38772,6178996,ADD/ALT,Plan Review,$200000.00,0
38841,6179040,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
41836,6179054,NEW,Plan Review,$0.00,0
45152,6179059,ADD/ALT,Plan Review,$0.00,0
23592,6179067,ADD/ALT,Plan Review,$0.00,0
37583,6179071,NEW,Plan Review,$1300000.00,0
38169,6179128,NEW,Plan Review,$896956.00,0
38825,6179204,,No plan review,$0.00,0
38803,6179299,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
38837,6179306,,No plan review,$0.00,0
48211,6179353,ADD/ALT,Plan Review,$30000.00,0
47085,6179361,ADD/ALT,Plan Review,$0.00,0
49024,6179411,NEW,Plan Review,$0.00,0
38815,6179471,ADD/ALT,Plan Review,$727945.00,0
38778,6179546,ADD/ALT,Plan Review,$329575.00,0
48379,6179556,,Plan Review,$0.00,0
46719,6179598,ADD/ALT,Plan Review,$0.00,0
46881,6179621,NEW,Plan Review,$0.00,0
38564,6179632,NEW,Plan Review,$304467.00,0
48562,6179667,ADD/ALT,Plan Review,$0.00,0
38032,6179683,ADD/ALT,Plan Review,$150000.00,0
45384,6179702,NEW,Plan Review,$0.00,0
50235,6179703,ADD/ALT,Plan Review,$0.00,0
38428,6179704,ADD/ALT,Plan Review,$219832.00,0
44406,6179737,ADD/ALT,Plan Review,$0.00,0
42673,6179794,NEW,Plan Review,$0.00,0
49894,6179817,,Plan Review,$0.00,0
16212,6179823,ADD/ALT,No plan review,$11958.00,0
50168,6179877,ADD/ALT,Plan Review,$0.00,0
38724,6179904,NEW,Plan Review,$9783807.00,0
44256,6179907,NEW,Plan Review,$0.00,0
47424,6179909,,Plan Review,$0.00,0
38677,6179911,NEW,Plan Review,$471507.00,0
38765,6179940,ADD/ALT,Plan Review,$18000.00,0
47629,6180001,ADD/ALT,Plan Review,$0.00,0
46199,6180013,NO CONSTRUCTION,Plan Review,$0.00,0
38832,6180016,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
38434,6180101,NEW,Plan Review,$463940.00,0
43284,6180148,,No plan review,$244131.00,0
50348,6180153,,Plan Review,$0.00,0
48285,6180156,ADD/ALT,Plan Review,$0.00,0
38666,6180214,ADD/ALT,Plan Review,$298402.00,0
45745,6180219,NEW,Plan Review,$0.00,0
42440,6180250,ADD/ALT,Plan Review,$0.00,0
50347,6180355,,Plan Review,$0.00,0
44279,6180360,ADD/ALT,Plan Review,$0.00,0
46927,6180421,ADD/ALT,Plan Review,$0.00,0
28919,6180423,NEW,Plan Review,$370715.00,0
42570,6180460,NEW,Plan Review,$0.00,0
49337,6180488,ADD/ALT,Plan Review,$0.00,0
44814,6180502,,Plan Review,$0.00,0
43471,6180503,,Plan Review,$0.00,0
45499,6180654,NEW,Plan Review,$0.00,0
38824,6180776,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
41774,6180802,NEW,Plan Review,$0.00,0
42850,6180837,NEW,Plan Review,$0.00,0
50234,6180846,ADD/ALT,Plan Review,$0.00,0
41868,6180882,ADD/ALT,Plan Review,$0.00,0
46788,6180897,ADD/ALT,Plan Review,$0.00,0
46787,6180898,ADD/ALT,Plan Review,$0.00,0
49096,6180916,ADD/ALT,Plan Review,$0.00,0
15840,6180940,NEW,Plan Review,$14982063.00,0
43159,6180985,ADD/ALT,Plan Review,$0.00,0
46996,6180992,,Plan Review,$0.00,0
42422,6181026,NEW,Plan Review,$0.00,0
44050,6181059,,Plan Review,$0.00,0
46753,6181119,ADD/ALT,Plan Review,$0.00,0
38820,6181149,NEW,Plan Review,$395143.00,0
38821,6181150,NEW,Plan Review,$371600.00,0
38714,6181151,NEW,Plan Review,$395143.00,0
38819,6181152,,No plan review,$0.00,0
38769,6181158,NEW,Plan Review,$5505018.00,0
49463,6181160,,Plan Review,$0.00,0
38611,6181162,NEW,Plan Review,$1114578.00,0
46706,6181167,TEMP,Plan Review,$0.00,0
45237,6181188,ADD/ALT,Plan Review,$0.00,0
38786,6181199,NEW,Plan Review,$212383.00,0
50256,6181271,ADD/ALT,Plan Review,$0.00,0
38775,6181273,NEW,Plan Review,$401849.00,0
38774,6181274,NEW,Plan Review,$403767.00,0
38817,6181336,,No plan review,$0.00,0
38506,6181366,,No plan review,$0.00,0
22363,6181446,,Plan Review,$0.00,0
48055,6181457,NEW,Plan Review,$0.00,0
48265,6181503,ADD/ALT,Plan Review,$0.00,0
47274,6181532,ADD/ALT,Plan Review,$0.00,0
42828,6181587,ADD/ALT,Plan Review,$0.00,0
25253,6181599,,Plan Review,$0.00,0
44546,6181644,ADD/ALT,Plan Review,$0.00,0
49747,6181677,ADD/ALT,Plan Review,$0.00,0
49053,6181755,ADD/ALT,Plan Review,$0.00,0
38806,6181789,,No plan review,$0.00,0
41766,6181798,,Plan Review,$0.00,0
43386,6181815,ADD/ALT,Plan Review,$0.00,0
44715,6181840,NEW,Plan Review,$0.00,0
38770,6181969,ADD/ALT,Plan Review,$306146.00,0
50042,6181972,,Plan Review,$0.00,0
46497,6182004,TEMP,Plan Review,$0.00,0
38810,6182058,GRADING,Plan Review,$0.00,0
46503,6182065,ADD/ALT,Plan Review,$0.00,0
47797,6182084,,Plan Review,$0.00,0
47394,6182088,ADD/ALT,Plan Review,$0.00,0
46975,6182090,ADD/ALT,Plan Review,$0.00,0
