id,application_permit,action_type,work_type,value,location_id 
6344,6490579,ADD/ALT,No plan review,$85000.00,6344
6285,6490599,ADD/ALT,No plan review,$107000.00,6285
5401,6490691,ADD/ALT,Plan Review,$35000.00,24147
6333,6490699,ADD/ALT,No plan review,$4000.00,40418
40275,6490776,NEW,Plan Review,$0.00,40275
49335,6491019,ADD/ALT,Plan Review,$0.00,49335
39908,6491053,ADD/ALT,Plan Review,$0.00,39909
6265,6491109,ADD/ALT,No plan review,$20000.00,36114
320,6491110,NEW,Plan Review,$607489.00,320
6249,6491121,NEW,Plan Review,$237125.00,45430
6263,6491140,ADD/ALT,No plan review,$5900.00,6263
6257,6491155,ADD/ALT,No plan review,$150000.00,49285
4685,6491184,ADD/ALT,Plan Review,$14772.00,40406
3212,6491247,ADD/ALT,Plan Review,$1000.00,41647
42072,6491276,ADD/ALT,Plan Review,$30000.00,42072
6232,6491322,ADD/ALT,No plan review,$8000.00,19740
46797,6491340,ADD/ALT,Plan Review,$0.00,46797
6177,6491475,ADD/ALT,No plan review,$150000.00,7827
6166,6491482,ADD/ALT,No plan review,$1700.00,6481
6205,6491551,ADD/ALT,Plan Review,$60000.00,14884
2027,6491625,NEW,Plan Review,$493075.00,2027
6179,6491716,ADD/ALT,No plan review,$79500.00,6179
4646,6491789,ADD/ALT,Plan Review,$216471.00,4646
6157,6491845,ADD/ALT,No plan review,$60000.00,48629
4771,6491911,NEW,Plan Review,$233220.00,4771
6089,6491938,NEW,Plan Review,$239962.00,6089
5996,6491971,ADD/ALT,Plan Review,$4650.00,5996
5598,6491988,ADD/ALT,Plan Review,$4100.00,5598
6138,6492010,ADD/ALT,No plan review,$120000.00,6138
40611,6492082,NEW,Plan Review,$0.00,40611
6115,6492118,ALTER,Plan Review,$0.00,12855
5832,6492129,ADD/ALT,Plan Review,$3100.00,5832
44919,6492183,ADD/ALT,Plan Review,$0.00,44919
4736,6492184,ADD/ALT,Plan Review,$95000.00,36181
40555,6492248,ADD/ALT,Plan Review,$0.00,40556
6099,6492299,ADD/ALT,No plan review,$3000.00,6099
6093,6492335,DEMOLITION,No plan review,$0.00,6093
6070,6492422,ADD/ALT,No plan review,$20000.00,6070
47204,6492507,ADD/ALT,Plan Review,$0.00,47205
46827,6492623,ADD/ALT,Plan Review,$0.00,46827
5947,6492657,DEMOLITION,No plan review,$0.00,5948
2664,6492690,DEMOLITION,No plan review,$0.00,6029
4244,6492810,NEW,Plan Review,$397069.00,4244
4143,6492896,ADD/ALT,Plan Review,$50000.00,4143
6018,6492897,ADD/ALT,No plan review,$8000.00,6018
5988,6492912,ADD/ALT,No plan review,$250000.00,49214
5435,6492991,ADD/ALT,No plan review,$55000.00,5435
5986,6493025,ADD/ALT,No plan review,$64750.00,5986
4268,6493090,ADD/ALT,Plan Review,$30000.00,32967
5944,6493101,NEW,Plan Review,$403248.00,5944
4116,6493108,DEMOLITION,No plan review,$0.00,9681
4175,6493139,ADD/ALT,Plan Review,$28720.00,40526
3618,6493316,NEW,Plan Review,$325000.00,3618
4502,6493329,ADD/ALT,Plan Review,$23695.00,49105
5926,6493441,ADD/ALT,No plan review,$50000.00,5926
4445,6493511,ADD/ALT,Plan Review,$102500.00,37492
4140,6493517,ADD/ALT,Plan Review,$90000.00,44411
41973,6493537,TEMP,Plan Review,$0.00,41973
3856,6493624,ADD/ALT,Plan Review,$15375.00,3856
5551,6493628,ADD/ALT,Plan Review,$17265.00,5551
5877,6493642,DEMOLITION,No plan review,$0.00,5878
5844,6493716,DEMOLITION,No plan review,$0.00,29448
47267,6493747,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,47267
48017,6493766,ADD/ALT,Plan Review,$0.00,48017
41165,6493771,ADD/ALT,Plan Review,$0.00,41165
5648,6493824,ADD/ALT,Plan Review,$4450.00,23030
42168,6493848,ADD/ALT,Plan Review,$0.00,42168
5723,6493931,DEMOLITION,No plan review,$0.00,5734
5850,6493959,ADD/ALT,No plan review,$1000.00,7141
5848,6493983,ADD/ALT,No plan review,$38000.00,34591
5622,6493984,ADD/ALT,No plan review,$10000.00,44804
3580,6494094,ADD/ALT,No plan review,$20000.00,3580
43000,6494115,,Plan Review,$0.00,43000
48451,6494165,,Plan Review,$0.00,48451
4998,6494237,ADD/ALT,No plan review,$100000.00,34766
4746,6494304,ADD/ALT,No plan review,$8000.00,4746
5789,6494384,ADD/ALT,No plan review,$10000.00,5789
5787,6494391,ADD/ALT,No plan review,$34000.00,5787
502,6494401,ADD/ALT,Plan Review,$30000.00,49307
5609,6494442,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,5609
48573,6494532,ADD/ALT,Plan Review,$0.00,48576
5060,6494602,NEW,Plan Review,$917465.00,5060
4166,6494618,ADD/ALT,Plan Review,$198000.00,25734
5710,6494643,DEMOLITION,No plan review,$0.00,5712
3895,6494734,NEW,Plan Review,$19344718.00,49358
5696,6494822,ADD/ALT,No plan review,$20000.00,10531
3583,6494849,ADD/ALT,Plan Review,$1.00,48451
3003,6494893,ADD/ALT,Plan Review,$12500.00,33723
3763,6494951,NEW,Plan Review,$472284.00,3763
4979,6494981,ADD/ALT,Plan Review,$5250.00,4979
5445,6495046,ADD/ALT,No plan review,$1803.00,5445
48553,6495052,ADD/ALT,Plan Review,$0.00,48553
5629,6495055,NEW,Plan Review,$284986.00,5629
5607,6495056,NEW,Plan Review,$277183.00,5607
41434,6495097,ADD/ALT,Plan Review,$0.00,41434
3625,6495161,NEW,Plan Review,$327737.00,31458
43363,6495176,ADD/ALT,Plan Review,$0.00,43363
43362,6495179,ADD/ALT,Plan Review,$0.00,43363
5657,6495183,ADD/ALT,No plan review,$26000.00,37011
921,6495184,NEW,Plan Review,$1083330.00,44251
5077,6495195,NEW,Plan Review,$526315.00,5077
2523,6495258,ADD/ALT,Plan Review,$25000.00,22370
3969,6495293,ADD/ALT,Plan Review,$65953.00,38548
39907,6495337,,Plan Review,$0.00,39909
4563,6495389,ADD/ALT,No plan review,$40000.00,4563
3945,6495431,ADD/ALT,Plan Review,$150000.00,23765
2580,6495432,ADD/ALT,Plan Review,$250000.00,42828
5604,6495497,ALTER,Plan Review,$1150000.00,41303
4805,6495526,ADD/ALT,Plan Review,$220125.00,7207
4299,6495575,NEW,Plan Review,$449014.00,4299
1312,6495635,NEW,Plan Review,$459676.00,1312
5571,6495643,NEW,Plan Review,$227013.00,5571
40182,6495682,NEW,Plan Review,$0.00,40182
5528,6495806,DEMOLITION,No plan review,$0.00,5533
5181,6495915,ADD/ALT,Plan Review,$138652.00,37189
45808,6496070,ADD/ALT,Plan Review,$0.00,45808
41787,6496110,ADD/ALT,Plan Review,$0.00,41787
5500,6496246,ADD/ALT,No plan review,$15000.00,5500
3620,6496281,ADD/ALT,Plan Review,$95000.00,3620
5454,6496336,ADD/ALT,No plan review,$15000.00,5454
3567,6496344,DEMOLITION,No plan review,$0.00,5451
3645,6496420,NEW,Plan Review,$244920.00,42722
26883,6496483,NEW,Plan Review,$0.00,47501
4999,6496531,NEW,Plan Review,$700000.00,4999
5471,6496559,ADD/ALT,No plan review,$25000.00,5471
5293,6496677,DEMOLITION,No plan review,$0.00,5334
4353,6496703,ADD/ALT,Plan Review,$50750.00,47381
4697,6496769,ADD/ALT,Plan Review,$108000.00,4697
4729,6496776,ADD/ALT,No plan review,$120000.00,7789
5429,6496791,ADD/ALT,No plan review,$85000.00,5429
5428,6496845,DEMOLITION,No plan review,$0.00,5428
5088,6496846,ADD/ALT,Plan Review,$87590.00,5088
5421,6496864,DEMOLITION,No plan review,$0.00,5421
5430,6496901,ADD/ALT,No plan review,$10000.00,41273
3743,6496926,ADD/ALT,Plan Review,$250000.00,3743
5393,6497013,ADD/ALT,No plan review,$7500.00,14220
5266,6497014,ADD/ALT,No plan review,$38000.00,41368
5386,6497048,ADD/ALT,No plan review,$7501.00,5386
5362,6497058,ADD/ALT,No plan review,$20000.00,5362
5380,6497079,ADD/ALT,Plan Review,$13000.00,5380
40011,6497086,NEW,Plan Review,$0.00,40011
39912,6497132,ADD/ALT,Plan Review,$0.00,39912
40506,6497133,NEW,Plan Review,$0.00,40506
5247,6497134,ADD/ALT,No plan review,$10000.00,5247
40955,6497141,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,40955
39873,6497162,NEW,Plan Review,$0.00,39873
5133,6497209,ADD/ALT,No plan review,$91500.00,5133
2406,6497275,ADD/ALT,Plan Review,$132000.00,2406
5356,6497306,ADD/ALT,No plan review,$26000.00,35327
47223,6497327,,Plan Review,$0.00,47225
5348,6497344,ADD/ALT,No plan review,$12500.00,5348
1558,6497365,NEW,Plan Review,$1084252.00,1559
1993,6497497,NEW,Plan Review,$431434.00,1993
5318,6497526,ADD/ALT,No plan review,$40000.00,5318
3875,6497542,ADD/ALT,Plan Review,$50000.00,3875
5068,6497571,ADD/ALT,Plan Review,$3000.00,5068
5258,6497606,NEW,Plan Review,$622942.00,5258
5305,6497638,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,5305
4020,6497754,NEW,Plan Review,$4745276.00,45516
2773,6497795,ADD/ALT,Plan Review,$10000.00,30501
4669,6498022,ADD/ALT,Plan Review,$126765.00,49103
3517,6498068,ADD/ALT,Plan Review,$34142.00,6018
4550,6498074,ADD/ALT,Plan Review,$100000.00,4550
42278,6498103,NEW,Plan Review,$0.00,42279
41464,6498162,ADD/ALT,Plan Review,$0.00,41465
48923,6498177,,Plan Review,$0.00,48923
5205,6498202,ADD/ALT,Plan Review,$1000.00,43562
5198,6498242,ADD/ALT,No plan review,$40000.00,5198
5197,6498254,ADD/ALT,No plan review,$41561.00,5197
5196,6498257,ADD/ALT,No plan review,$75000.00,49128
1960,6498288,ADD/ALT,Plan Review,$218000.00,9249
4588,6498352,ADD/ALT,Plan Review,$60000.00,18911
2834,6498358,NEW,Plan Review,$541687.00,39998
5173,6498417,NO CONSTRUCTION,No plan review,$0.00,27553
5140,6498491,ADD/ALT,No plan review,$24000.00,6302
5143,6498645,ADD/ALT,No plan review,$20000.00,5143
3925,6498671,ADD/ALT,Plan Review,$105000.00,3925
5074,6498897,NEW,Plan Review,$209376.00,5074
3806,6499039,ADD/ALT,Plan Review,$80000.00,6681
4970,6499093,NEW,Plan Review,$911232.00,4970
4731,6499304,ADD/ALT,No plan review,$50000.00,4731
2381,6499354,NEW,Plan Review,$355200.00,2381
5057,6499382,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,5057
5034,6499392,ADD/ALT,No plan review,$1.00,5034
42914,6499405,NEW,Plan Review,$0.00,42914
3050,6499414,DEMOLITION,Plan Review,$0.00,4195
44257,6523807,ADD/ALT,Plan Review,$0.00,44257
4279,6499452,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,4279
3626,6499493,DEMOLITION,No plan review,$0.00,4994
44508,6499539,ADD/ALT,Plan Review,$0.00,44508
4034,6499559,ADD/ALT,Plan Review,$100000.00,4034
49428,6499566,ALTER,Plan Review,$0.00,49428
4024,6499568,ADD/ALT,Plan Review,$120000.00,48591
47230,6499570,,Plan Review,$0.00,47230
2623,6499655,ADD/ALT,Plan Review,$10000.00,2784
48253,6499779,ADD/ALT,Plan Review,$0.00,48253
3686,6499912,NEW,Plan Review,$382962.00,45232
4421,6499913,DEMOLITION,No plan review,$0.00,45232
4138,6499929,DEMOLITION,No plan review,$0.00,46794
3056,6499975,NEW,Plan Review,$568255.00,3056
4934,6500099,CURB CUT,No plan review,$0.00,39969
4917,6500131,DEMOLITION,No plan review,$0.00,4917
2321,6500234,ADD/ALT,No plan review,$150000.00,2321
4878,6500239,DEMOLITION,No plan review,$0.00,4878
4868,6500380,GRADING,Plan Review,$55000.00,42662
4438,6500415,ADD/ALT,No plan review,$5000.00,4438
40318,6500714,ADD/ALT,Plan Review,$25000.00,40318
4583,6500799,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,5945
1855,6500817,GRADING,Plan Review,$0.00,1855
4576,6500834,ADD/ALT,Plan Review,$4800.00,37576
4794,6500844,ADD/ALT,No plan review,$12500.00,4794
4786,6500854,DEMOLITION,No plan review,$0.00,40611
45747,6500879,ADD/ALT,Plan Review,$50000.00,45751
1447,6500945,ADD/ALT,Plan Review,$25000.00,31852
2132,6500957,ADD/ALT,Plan Review,$10000.00,2132
2858,6501207,NEW,Plan Review,$260159.00,2858
4701,6501332,DEMOLITION,No plan review,$0.00,4711
3596,6501365,ADD/ALT,Plan Review,$12000.00,3596
3753,6501374,DEMOLITION,No plan review,$0.00,4686
43,6501477,ADD/ALT,Plan Review,$124111.00,43
3971,6501494,ADD/ALT,No plan review,$2600.00,7121
3043,6501517,ADD/ALT,Plan Review,$1400000.00,36219
2277,6501620,ADD/ALT,Plan Review,$207438.00,39129
45373,6501629,ADD/ALT,Plan Review,$0.00,45373
42775,6501737,DEMOLITION,Plan Review,$0.00,42775
2626,6501776,ADD/ALT,No plan review,$85000.00,2626
3066,6501858,ADD/ALT,Plan Review,$20000.00,47126
46235,6501887,NEW,Plan Review,$0.00,46235
4639,6502035,ADD/ALT,No plan review,$5690.00,6246
2739,6502183,ADD/ALT,Plan Review,$433000.00,2739
44412,6502277,,Plan Review,$0.00,44413
2842,6502348,ADD/ALT,Plan Review,$261245.00,2842
3345,6502369,ADD/ALT,Plan Review,$300000.00,3345
4253,6502467,ADD/ALT,Plan Review,$4750.00,4253
4204,6502481,ADD/ALT,Plan Review,$4250.00,13367
3192,6502489,ADD/ALT,Plan Review,$432055.00,48586
3167,6502560,NEW,Plan Review,$305000.00,3167
4574,6502717,ADD/ALT,No plan review,$15000.00,4574
2359,6502877,ADD/ALT,Plan Review,$5000.00,28896
4521,6502927,ADD/ALT,No plan review,$1000.00,4521
4511,6503106,ADD/ALT,No plan review,$180000.00,4511
2515,6503137,NEW,Plan Review,$453982.00,2515
40731,6503189,ADD/ALT,Plan Review,$0.00,40731
3590,6503249,NEW,Plan Review,$414476.00,3590
344,6503299,NEW,Plan Review,$530330.00,344
2239,6503424,ADD/ALT,Plan Review,$70000.00,2239
2740,6503461,ADD/ALT,Plan Review,$38118.00,2740
4474,6503477,ALTER,Plan Review,$105500.00,12855
2707,6503480,ADD/ALT,Plan Review,$66910.00,2707
4439,6503530,ADD/ALT,Plan Review,$4000.00,4439
3730,6503532,ADD/ALT,Plan Review,$45000.00,20530
2271,6503543,TEMP,Plan Review,$0.00,2271
4400,6503756,DEMOLITION,No plan review,$0.00,4400
3705,6503849,DEMOLITION,No plan review,$0.00,30950
4415,6503867,ADD/ALT,No plan review,$2000.00,16979
4256,6503875,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,4256
2788,6503885,ADD/ALT,Plan Review,$204855.00,2788
4409,6503930,ADD/ALT,No plan review,$10000.00,4409
48479,6503951,ADD/ALT,Plan Review,$0.00,48479
40496,6503954,DEMOLITION,No plan review,$0.00,40496
4371,6503975,NEW,Plan Review,$251594.00,4371
41677,6503993,ADD/ALT,Plan Review,$0.00,41677
2644,6504142,ADD/ALT,Plan Review,$50000.00,2644
4337,6504215,DEMOLITION,No plan review,$0.00,39828
4335,6504248,DEMOLITION,No plan review,$0.00,4341
2302,6504280,NEW,Plan Review,$244276.00,2302
2785,6504323,ADD/ALT,Plan Review,$90000.00,11562
49103,6504407,NEW,Plan Review,$0.00,49103
2436,6504446,ADD/ALT,Plan Review,$116650.00,2436
3849,6504455,ADD/ALT,Plan Review,$125000.00,49764
46265,6504654,ADD/ALT,Plan Review,$0.00,46267
3838,6504655,ADD/ALT,Plan Review,$4575.00,3838
3773,6504676,ADD/ALT,Plan Review,$3800.00,3773
3811,6504740,ADD/ALT,Plan Review,$5010.00,3811
4283,6504749,ADD/ALT,No plan review,$12000.00,4283
47234,6504803,ADD/ALT,No plan review,$10000.00,47234
42011,6504933,NEW,Plan Review,$0.00,42011
2951,6504993,ADD/ALT,No plan review,$90000.00,2951
45517,6505109,ADD/ALT,Plan Review,$0.00,45517
2706,6505110,NEW,Plan Review,$562171.00,2706
4184,6505186,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,47017
17168,6505187,ADD/ALT,Plan Review,$0.00,17168
3975,6505189,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,3975
1760,6505193,NEW,Plan Review,$216827.00,1761
3868,6505275,NEW,Plan Review,$246062.00,3868
4213,6505283,ADD/ALT,No plan review,$15000.00,5454
1605,6505295,ADD/ALT,Plan Review,$45000.00,1605
4181,6505356,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,4181
40754,6505398,NEW,Plan Review,$0.00,40754
8581,6505451,NEW,Plan Review,$0.00,8581
1285,6505533,ADD/ALT,Plan Review,$450000.00,1285
4168,6505560,ADD/ALT,No plan review,$94000.00,36013
4093,6505710,ADD/ALT,Plan Review,$180000.00,41368
4146,6505740,ADD/ALT,No plan review,$22000.00,49764
4109,6505744,DEMOLITION,No plan review,$0.00,4110
1223,6505767,ADD/ALT,Plan Review,$29838.00,1223
48474,6505951,DEMOLITION,Plan Review,$0.00,48474
4076,6506002,NEW,Plan Review,$220267.00,4076
4074,6506219,NEW,Plan Review,$226196.00,10330
3831,6506222,ADD/ALT,Plan Review,$75000.00,40861
2467,6506246,NEW,Plan Review,$328000.00,2467
47039,6506417,ADD/ALT,Plan Review,$0.00,47040
1747,6506548,DEMOLITION,No plan review,$0.00,3942
4000,6506668,ADD/ALT,No plan review,$40000.00,4000
1516,6506828,DEMOLITION,No plan review,$0.00,1516
3964,6506897,ADD/ALT,No plan review,$18500.00,3964
3956,6507046,ADD/ALT,No plan review,$49460.00,49248
2175,6507051,ADD/ALT,Plan Review,$150000.00,2175
1989,6507057,DEMOLITION,Plan Review,$0.00,48890
3950,6507119,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,3950
2891,6507130,ADD/ALT,Plan Review,$302552.00,42114
1983,6507238,ADD/ALT,No plan review,$150000.00,1983
40814,6507246,NEW,Plan Review,$0.00,40815
399,6507342,DEMOLITION,No plan review,$0.00,3846
2555,6507518,ADD/ALT,Plan Review,$1973272.00,38766
3886,6507521,ADD/ALT,No plan review,$120000.00,3886
2554,6507597,NEW,Plan Review,$100000.00,2554
693,6507730,ADD/ALT,Plan Review,$175000.00,693
2887,6507888,ADD/ALT,Plan Review,$30000.00,2887
3682,6508074,ADD/ALT,No plan review,$45000.00,3682
3813,6508077,ADD/ALT,No plan review,$72500.00,3813
1382,6508082,NEW,Plan Review,$522436.00,1384
3533,6508169,ADD/ALT,No plan review,$28000.00,3533
3792,6508266,ADD/ALT,No plan review,$6000.00,3792
45032,6508288,ADD/ALT,Plan Review,$0.00,45032
3791,6508299,ADD/ALT,No plan review,$45000.00,49486
1639,6508345,DEMOLITION,No plan review,$0.00,3775
49704,6508387,ADD/ALT,Plan Review,$0.00,49704
43453,6508469,NEW,Plan Review,$0.00,43453
3745,6508635,CURB CUT,No plan review,$0.00,3745
3120,6508658,ADD/ALT,No plan review,$50000.00,47095
23410,6508684,NEW,Plan Review,$0.00,23410
1988,6508695,ADD/ALT,Plan Review,$200000.00,1988
1998,6508780,ADD/ALT,Plan Review,$75000.00,47245
1020,6508813,ADD/ALT,Plan Review,$1000000.00,46142
2424,6508882,ADD/ALT,Plan Review,$89814.00,2424
3570,6509037,DEMOLITION,No plan review,$0.00,42722
47583,6509076,ADD/ALT,Plan Review,$0.00,47583
2805,6509153,ADD/ALT,Plan Review,$5000.00,49428
2767,6509212,DEMOLITION,No plan review,$0.00,2768
3671,6509215,ADD/ALT,No plan review,$125000.00,3671
3339,6509253,ADD/ALT,Plan Review,$25000.00,11704
3064,6509273,ADD/ALT,Plan Review,$20516.00,3064
45530,6509332,ADD/ALT,Plan Review,$0.00,45530
39923,6509373,ADD/ALT,Plan Review,$0.00,39923
3116,6509374,ADD/ALT,Plan Review,$15000.00,45028
3609,6509558,ADD/ALT,No plan review,$10000.00,3609
43175,6509638,ADD/ALT,Plan Review,$0.00,43176
3318,6509639,ADD/ALT,Plan Review,$525057.00,3318
45617,6509718,ADD/ALT,Plan Review,$0.00,45617
3340,6509842,ADD/ALT,Plan Review,$5020.00,10781
3227,6509847,ADD/ALT,Plan Review,$3000.00,3227
3265,6509975,ADD/ALT,No plan review,$125000.00,5500
2090,6510077,ADD/ALT,Plan Review,$210000.00,47147
1642,6510135,ADD/ALT,Plan Review,$250752.00,1642
40004,6510178,ADD/ALT,Plan Review,$0.00,40004
49849,6510240,ADD/ALT,Plan Review,$0.00,49850
43566,6510341,ADD/ALT,Plan Review,$0.00,43566
3504,6510378,ADD/ALT,No plan review,$55763.00,15998
3495,6510451,NEW,Plan Review,$216583.00,3495
1506,6510513,NEW,Plan Review,$773834.00,1506
1758,6510516,ADD/ALT,Plan Review,$1000.00,47082
41298,6510578,,Plan Review,$0.00,41299
43689,6510595,NEW,Plan Review,$0.00,43689
3454,6510606,DEMOLITION,No plan review,$0.00,3455
2231,6510693,ADD/ALT,Plan Review,$19493.00,2231
3426,6510861,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,45400
42238,6510884,ADD/ALT,Plan Review,$0.00,42238
45957,6510890,ADD/ALT,Plan Review,$0.00,45957
2216,6510913,ADD/ALT,Plan Review,$8000.00,2216
3409,6510958,ALTER,Plan Review,$1100000.00,39661
1901,6511016,ADD/ALT,Plan Review,$1700.00,7423
184,6511020,DEMOLITION,No plan review,$0.00,42018
49334,6511049,ADD/ALT,Plan Review,$0.00,49334
46186,6511229,ADD/ALT,Plan Review,$0.00,46186
3001,6511409,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,35343
2025,6511446,ADD/ALT,Plan Review,$6450.00,40044
3320,6511447,ADD/ALT,No plan review,$8000.00,49520
39822,6511454,NEW,Plan Review,$0.00,39822
3257,6511500,NEW,Plan Review,$245537.00,3257
3294,6511558,ADD/ALT,No plan review,$50000.00,3294
1641,6511602,NEW,Plan Review,$590415.00,1641
3104,6511608,DEMOLITION,No plan review,$0.00,45282
3193,6511674,DEMOLITION,No plan review,$0.00,18696
1467,6511887,ADD/ALT,Plan Review,$15000.00,1467
3234,6512016,ADD/ALT,No plan review,$20000.00,3234
3215,6512142,ADD/ALT,No plan review,$20000.00,3215
3148,6512165,ADD/ALT,No plan review,$200000.00,20588
3202,6512225,NO CONSTRUCTION,No plan review,$0.00,48514
1620,6512249,ADD/ALT,Plan Review,$34865.00,1620
3189,6512264,DEMOLITION,Plan Review,$0.00,3189
3037,6512304,ADD/ALT,No plan review,$12000.00,3037
3105,6512338,DEMOLITION,No plan review,$0.00,3164
1251,6512351,ADD/ALT,Plan Review,$450000.00,1251
3175,6512374,DEMOLITION,No plan review,$0.00,43293
44904,6512490,ADD/ALT,Plan Review,$0.00,44906
2800,6512523,ADD/ALT,Plan Review,$20000.00,2800
426,6512577,ADD/ALT,No plan review,$85000.00,426
3139,6512613,ADD/ALT,No plan review,$125000.00,3139
2987,6512654,ADD/ALT,No plan review,$250000.00,2987
3119,6512823,ADD/ALT,No plan review,$15000.00,43195
3114,6512898,ADD/ALT,No plan review,$45800.00,24963
42247,6512963,NEW,Plan Review,$25128825.00,42247
