id,application_permit,action_type,work_type,value,location_id 
8190,6466826,ADD/ALT,No plan review,$5000.00,8190
9815,6466866,NEW,Plan Review,$223545.00,9815
8063,6466876,ADD/ALT,Plan Review,$300000.00,8063
9822,6466897,DEMOLITION,No plan review,$0.00,20275
9821,6466921,ADD/ALT,No plan review,$10000.00,48137
8754,6466948,ADD/ALT,Plan Review,$25000.00,17873
9741,6466969,NEW,Plan Review,$624150.00,9741
7428,6466984,ADD/ALT,Plan Review,$623000.00,23665
9791,6466991,DEMOLITION,No plan review,$0.00,9791
9797,6467165,ADD/ALT,No plan review,$30104.00,9797
40374,6467223,ADD/ALT,Plan Review,$0.00,40374
9571,6467271,DEMOLITION,No plan review,$0.00,9744
7995,6467386,NEW,Plan Review,$430930.00,7995
42867,6467501,,Plan Review,$0.00,42868
9724,6467503,ADD/ALT,No plan review,$2000.00,44651
46705,6467505,ADD/ALT,Plan Review,$0.00,46705
8623,6467508,ADD/ALT,Plan Review,$50736.00,45106
9716,6467518,ADD/ALT,Plan Review,$1.00,42347
39818,6467608,NEW,Plan Review,$0.00,39818
7570,6467611,ADD/ALT,No plan review,$30000.00,7570
8589,6467615,ADD/ALT,Plan Review,$174680.00,8589
42310,6467688,GRADING,Plan Review,$0.00,42311
8156,6467689,ADD/ALT,Plan Review,$15000.00,47126
9235,6467717,TEMP,Plan Review,$1000.00,9235
9697,6467743,ADD/ALT,No plan review,$30000.00,9697
9690,6467766,ADD/ALT,No plan review,$35000.00,9690
9691,6467768,ADD/ALT,Plan Review,$175000.00,37109
45926,6467866,DEMOLITION,Plan Review,$0.00,45926
8749,6467867,NEW,Plan Review,$600000.00,45926
9676,6467879,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,9676
9207,6467885,ADD/ALT,Plan Review,$42000.00,9207
9663,6468069,ADD/ALT,No plan review,$3000.00,9663
8758,6468190,ADD/ALT,Plan Review,$229940.00,8758
9597,6468193,NEW,Plan Review,$360188.00,9597
9620,6468194,DEMOLITION,No plan review,$0.00,43648
40353,6468199,ADD/ALT,Plan Review,$0.00,40353
7120,6468207,ADD/ALT,No plan review,$7000.00,7120
7640,6468211,ADD/ALT,Plan Review,$150000.00,7640
40006,6468220,,Plan Review,$0.00,40006
1866,6468222,ADD/ALT,Plan Review,$88408.00,1866
9646,6468229,ADD/ALT,No plan review,$35000.00,9646
9641,6468273,ADD/ALT,No plan review,$25000.00,9641
7537,6468324,ADD/ALT,Plan Review,$50000.00,7537
9479,6468444,DEMOLITION,No plan review,$0.00,9559
7655,6468449,ADD/ALT,Plan Review,$50000.00,45369
9349,6468461,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,9349
9601,6468519,ADD/ALT,No plan review,$140605.00,9885
41539,6468611,ADD/ALT,Plan Review,$0.00,41540
30950,6468796,NEW,Plan Review,$0.00,30950
1127,6468821,NEW,Plan Review,$34158791.00,1980
9531,6468999,ADD/ALT,No plan review,$139000.00,9531
9504,6469030,DEMOLITION,No plan review,$0.00,9526
8493,6469155,ADD/ALT,No plan review,$20848.00,8493
42013,6469168,NEW,Plan Review,$0.00,42014
7413,6469208,NEW,Plan Review,$436439.00,7413
8373,6469266,ADD/ALT,Plan Review,$15000.00,47537
8909,6469298,ADD/ALT,Plan Review,$17265.00,8909
9354,6469370,ADD/ALT,Plan Review,$38540.00,9354
8248,6469471,ADD/ALT,Plan Review,$3000.00,8248
7899,6469572,ADD/ALT,Plan Review,$198165.00,7899
8902,6469587,ADD/ALT,No plan review,$9120.00,8902
9421,6469599,ADD/ALT,No plan review,$40000.00,9421
9407,6469608,ADD/ALT,Plan Review,$16159.00,9407
9376,6469643,NEW,Plan Review,$227727.00,41975
6634,6469650,ADD/ALT,Plan Review,$85868.00,6634
8907,6469706,DEMOLITION,No plan review,$0.00,45754
8192,6469737,ADD/ALT,Plan Review,$40000.00,8192
5176,6469776,DEMOLITION,No plan review,$0.00,9378
9365,6469839,ADD/ALT,Plan Review,$10500.00,43322
2493,6469994,ADD/ALT,Plan Review,$80000.00,2493
46397,6469999,ADD/ALT,Plan Review,$0.00,46398
9355,6470079,ADD/ALT,No plan review,$50000.00,42123
2068,6470136,ADD/ALT,Plan Review,$206000.00,2068
8527,6470138,ADD/ALT,Plan Review,$200000.00,25231
4738,6470178,ADD/ALT,Plan Review,$40000.00,4738
7634,6470187,ADD/ALT,Plan Review,$169676.00,7634
8051,6470192,ADD/ALT,Plan Review,$60000.00,19846
9000,6470222,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,9000
44889,6470257,ADD/ALT,Plan Review,$0.00,44890
9314,6470296,ADD/ALT,No plan review,$10000.00,9314
46952,6470381,NEW,Plan Review,$0.00,46952
8487,6470396,ADD/ALT,Plan Review,$8000.00,8487
9290,6470525,ADD/ALT,No plan review,$500.00,49373
7316,6470567,ADD/ALT,Plan Review,$97642.00,7316
309,6470862,NEW,Plan Review,$2640360.00,309
7487,6470868,NEW,Plan Review,$604806.00,7487
3107,6470888,NEW,Plan Review,$23652887.00,3165
9232,6470915,NEW,No plan review,$10000.00,14873
7808,6470945,RELOCATION,No plan review,$0.00,25828
9046,6471029,ADD/ALT,Plan Review,$17100.00,9046
6931,6471040,ADD/ALT,Plan Review,$15000.00,6931
5533,6471049,NEW,Plan Review,$395941.00,5533
9219,6471051,ADD/ALT,No plan review,$10000.00,9219
8153,6471070,ADD/ALT,Plan Review,$28000.00,37102
7754,6471074,ADD/ALT,Plan Review,$15000.00,45845
7046,6471110,NEW,Plan Review,$394821.00,7046
8027,6471135,ADD/ALT,No plan review,$95000.00,8027
9124,6471205,DEMOLITION,No plan review,$0.00,11907
7419,6471252,ADD/ALT,Plan Review,$3273.00,7419
7705,6471361,ADD/ALT,Plan Review,$15000.00,13615
7846,6471376,ADD/ALT,No plan review,$2000.00,21396
47901,6471409,,Plan Review,$0.00,47901
41260,6471434,NEW,Plan Review,$43776932.00,41260
9148,6471444,ADD/ALT,No plan review,$100000.00,9148
7953,6471448,NEW,Plan Review,$416708.00,7953
7642,6471482,ADD/ALT,Plan Review,$15000.00,9663
8412,6471509,NEW,Plan Review,$228456.00,8412
9135,6471520,ADD/ALT,No plan review,$41515.00,9135
43349,6471545,NEW,Plan Review,$0.00,43349
42428,6471547,NEW,Plan Review,$0.00,42428
4195,6471574,NEW,Plan Review,$5523407.00,4195
8680,6471625,ADD/ALT,No plan review,$16600.00,8680
43299,6471682,ADD/ALT,Plan Review,$0.00,43299
3218,6471697,ADD/ALT,Plan Review,$236591.00,25824
7207,6471740,NEW,Plan Review,$2752419.00,7207
9115,6471751,ADD/ALT,No plan review,$40257.00,9115
9013,6471794,ADD/ALT,No plan review,$50000.00,9013
9077,6471902,ADD/ALT,No plan review,$30000.00,31351
9078,6471912,ADD/ALT,Plan Review,$10000.00,31351
9076,6471940,ADD/ALT,No plan review,$10000.00,9076
8211,6471989,ADD/ALT,Plan Review,$20000.00,8211
9059,6472064,ADD/ALT,No plan review,$3000.00,14175
8990,6472089,DEMOLITION,Plan Review,$0.00,8990
8989,6472091,DEMOLITION,Plan Review,$0.00,8989
8991,6472092,DEMOLITION,Plan Review,$0.00,13578
9053,6472114,ALTER,Plan Review,$0.00,9053
40029,6472164,NEW,Plan Review,$0.00,40029
9047,6472174,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,9906
3283,6472266,NEW,Plan Review,$952627.00,45282
4884,6472287,ADD/ALT,Plan Review,$8620692.00,40435
9012,6472435,ADD/ALT,No plan review,$4000.00,10357
8040,6472608,ADD/ALT,Plan Review,$80239.00,8040
8979,6472680,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,41143
6701,6472713,NEW,Plan Review,$338763.00,45787
8970,6472716,ALTER,Plan Review,$1500000.00,36180
7685,6472764,ADD/ALT,Plan Review,$490944.00,7685
6814,6472784,ADD/ALT,Plan Review,$127335.00,32629
8944,6472897,ADD/ALT,Plan Review,$35000.00,8944
8939,6472953,ADD/ALT,No plan review,$38000.00,8939
8432,6472965,ADD/ALT,No plan review,$15000.00,8432
48030,6472995,ADD/ALT,Plan Review,$0.00,48030
41440,6473013,ADD/ALT,Plan Review,$0.00,41440
8905,6473032,ADD/ALT,No plan review,$45000.00,8905
8904,6473157,ADD/ALT,No plan review,$7000.00,29142
8870,6473158,NEW,Plan Review,$7000.00,8870
8898,6473217,ADD/ALT,Plan Review,$6000.00,9141
8258,6473275,ADD/ALT,No plan review,$3000.00,8258
8882,6473299,ADD/ALT,No plan review,$45000.00,8882
7555,6473466,ADD/ALT,Plan Review,$44797.00,7555
4490,6473507,ADD/ALT,No plan review,$25000.00,4490
8843,6473591,ADD/ALT,No plan review,$2745.00,32424
5702,6473686,ADD/ALT,Plan Review,$8744.00,5926
7619,6473691,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,7619
31990,6473698,ADD/ALT,Plan Review,$0.00,31990
49961,6473701,ADD/ALT,Plan Review,$14900.00,49962
8788,6473965,ADD/ALT,No plan review,$12000.00,8788
8785,6474025,ADD/ALT,Plan Review,$5000.00,8785
6214,6474039,NEW,Plan Review,$329489.00,6214
41211,6474050,NEW,Plan Review,$0.00,41211
39828,6474088,NEW,Plan Review,$0.00,39828
8677,6474194,DEMOLITION,No plan review,$0.00,8677
27150,6474229,ADD/ALT,Plan Review,$0.00,27297
7090,6474240,ADD/ALT,Plan Review,$38500.00,49715
7835,6474354,NEW,Plan Review,$367196.00,7835
8689,6474378,DEMOLITION,No plan review,$0.00,8689
7344,6474470,ADD/ALT,Plan Review,$97172.00,7344
6949,6474599,ADD/ALT,Plan Review,$55000.00,48356
7672,6474605,ADD/ALT,Plan Review,$55031.00,40715
8684,6474643,ALTER,Plan Review,$280000.00,45260
7661,6474667,ADD/ALT,No plan review,$95000.00,7661
8658,6474686,ADD/ALT,No plan review,$7600.00,8658
6471,6474762,ADD/ALT,Plan Review,$35000.00,6471
8659,6474855,ADD/ALT,No plan review,$80000.00,8659
8560,6474911,DEMOLITION,No plan review,$0.00,42437
8559,6474956,NEW,Plan Review,$195948.00,19642
8341,6474972,ADD/ALT,Plan Review,$105000.00,8341
42132,6475096,NEW,Plan Review,$0.00,42132
8575,6475187,ADD/ALT,No plan review,$7500.00,48438
6785,6475191,ADD/ALT,Plan Review,$80000.00,6785
4882,6475222,NEW,Plan Review,$1389673.00,46297
42746,6475224,ADD/ALT,Plan Review,$0.00,42746
8548,6475345,CURB CUT,No plan review,$0.00,32989
8544,6475394,ADD/ALT,No plan review,$20000.00,40731
8257,6475398,ADD/ALT,No plan review,$26112.00,19882
8496,6475556,ADD/ALT,No plan review,$45000.00,8496
8492,6475564,ADD/ALT,No plan review,$20000.00,8492
8458,6475596,ADD/ALT,No plan review,$75000.00,8458
8485,6475616,ADD/ALT,Plan Review,$0.00,23886
4654,6475645,ADD/ALT,No plan review,$50000.00,4654
6720,6475666,ADD/ALT,Plan Review,$170000.00,36289
8407,6475739,DEMOLITION,No plan review,$0.00,8407
8463,6475795,DEMOLITION,No plan review,$0.00,8463
6713,6475824,NEW,Plan Review,$561938.00,6713
7171,6475883,ADD/ALT,No plan review,$10000.00,29886
8451,6475895,ADD/ALT,No plan review,$1000.00,13901
8449,6475903,ADD/ALT,No plan review,$2000.00,8449
2826,6475928,NEW,Plan Review,$644331.00,2826
39921,6475936,TEMP,Plan Review,$0.00,39921
8417,6476100,ADD/ALT,No plan review,$29000.00,8417
8413,6476138,ADD/ALT,No plan review,$1.00,8846
7182,6476151,ADD/ALT,Plan Review,$380000.00,46398
7183,6476204,NEW,Plan Review,$205761.00,7183
3133,6476384,ADD/ALT,Plan Review,$400000.00,48250
48886,6476392,ADD/ALT,Plan Review,$0.00,48887
48885,6476405,ADD/ALT,Plan Review,$0.00,48887
5743,6476453,ADD/ALT,No plan review,$213260.00,18059
49246,6476466,DEMOLITION,Plan Review,$0.00,49246
7944,6476480,ADD/ALT,Plan Review,$1875000.00,37922
8346,6476509,ADD/ALT,Plan Review,$1000.00,8784
8350,6476604,ADD/ALT,No plan review,$120000.00,45624
5824,6476711,ADD/ALT,Plan Review,$1200000.00,48241
6043,6476837,NEW,Plan Review,$339658.00,6044
8242,6476867,NEW,Plan Review,$261650.00,8242
8308,6476876,ADD/ALT,No plan review,$30000.00,8308
8297,6476925,ADD/ALT,No plan review,$10000.00,8297
43931,6476961,ADD/ALT,Plan Review,$0.00,43932
7378,6477068,ADD/ALT,Plan Review,$5000.00,7378
7423,6477080,ADD/ALT,Plan Review,$1.00,7423
7659,6477258,ADD/ALT,No plan review,$10000.00,7659
40406,6477264,NO CONSTRUCTION,Plan Review,$1.00,40406
8259,6477295,NEW,Plan Review,$1000.00,46227
8236,6477346,ADD/ALT,No plan review,$35000.00,8236
2399,6477350,ADD/ALT,Plan Review,$150000.00,2399
7943,6477352,ADD/ALT,Plan Review,$450000.00,18373
8227,6477392,ADD/ALT,No plan review,$500000.00,8227
8219,6477424,ADD/ALT,No plan review,$6000.00,8219
6207,6477443,ADD/ALT,Plan Review,$450000.00,6207
8197,6477542,ADD/ALT,No plan review,$40000.00,8197
8066,6477548,NEW,Plan Review,$363121.00,8066
3591,6477639,ADD/ALT,Plan Review,$15000.00,3591
8185,6477684,ADD/ALT,No plan review,$60000.00,8185
7857,6477778,DEMOLITION,No plan review,$0.00,7895
7984,6477847,ADD/ALT,No plan review,$70000.00,7984
8131,6477893,ADD/ALT,No plan review,$6000.00,28732
5419,6477919,ADD/ALT,Plan Review,$150000.00,37991
7517,6477985,ADD/ALT,Plan Review,$25000.00,7517
43208,6477997,NEW,Plan Review,$5200000.00,43208
7879,6478034,ADD/ALT,Plan Review,$5000.00,7879
8111,6478117,ADD/ALT,No plan review,$80000.00,8111
44852,6478129,NEW,Plan Review,$0.00,44853
8100,6478143,ADD/ALT,No plan review,$250000.00,27942
8109,6478158,DEMOLITION,No plan review,$0.00,49859
4972,6478183,GRADING,Plan Review,$0.00,41846
8103,6478184,ADD/ALT,No plan review,$40000.00,8103
7276,6478244,NEW,Plan Review,$421679.00,7276
41647,6478390,ADD/ALT,Plan Review,$0.00,41647
49121,6478404,ADD/ALT,Plan Review,$0.00,49121
8072,6478429,GRADING,Plan Review,$0.00,41107
7970,6478523,ADD/ALT,No plan review,$17500.00,7970
5004,6478526,NEW,Plan Review,$4408348.00,7333
6206,6478585,ADD/ALT,Plan Review,$410000.00,45751
5987,6478591,ADD/ALT,Plan Review,$15000.00,46413
8016,6478632,ALTER,Plan Review,$125000.00,32424
7409,6478675,ADD/ALT,Plan Review,$50000.00,8785
8003,6478724,TEMP,Plan Review,$0.00,20623
8000,6478777,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,49750
4358,6478807,ADD/ALT,No plan review,$20000.00,4358
5507,6478831,ADD/ALT,Plan Review,$220000.00,5507
6046,6478840,ADD/ALT,Plan Review,$25000.00,48676
6486,6478869,NEW,Plan Review,$415825.00,48720
6943,6478880,DEMOLITION,No plan review,$0.00,7995
40109,6479053,NEW,Plan Review,$0.00,40109
7977,6479098,ADD/ALT,No plan review,$35000.00,7977
7959,6479106,NEW,Plan Review,$205694.00,7959
7971,6479135,ADD/ALT,No plan review,$30000.00,7971
43875,6479142,ADD/ALT,Plan Review,$0.00,43876
7866,6479183,NEW,Plan Review,$218352.00,7866
6029,6479222,NEW,Plan Review,$421405.00,6029
7913,6479249,DEMOLITION,No plan review,$0.00,8193
7908,6479343,ADD/ALT,No plan review,$85000.00,7908
7904,6479392,ADD/ALT,No plan review,$5000.00,7904
4136,6479432,ADD/ALT,Plan Review,$61046.00,4136
7508,6479558,ADD/ALT,Plan Review,$205600.00,10045
5998,6479601,ADD/ALT,Plan Review,$60412.00,5998
7692,6479664,DEMOLITION,No plan review,$0.00,7838
6462,6479767,DEMOLITION,No plan review,$0.00,6462
6982,6479858,ADD/ALT,Plan Review,$2500.00,6982
7825,6479946,ADD/ALT,No plan review,$24000.00,42663
3176,6479953,NEW,Plan Review,$301303.00,43293
6995,6480019,ADD/ALT,Plan Review,$15000.00,43396
4541,6480027,ADD/ALT,Plan Review,$400000.00,4959
7799,6480053,ADD/ALT,No plan review,$4000.00,49803
7802,6480063,ADD/ALT,No plan review,$15000.00,49872
5407,6480144,ADD/ALT,Plan Review,$288277.00,47080
5425,6480207,NEW,Plan Review,$250900.00,5425
7767,6480345,ADD/ALT,No plan review,$90000.00,7767
6726,6480395,ADD/ALT,Plan Review,$75000.00,6726
6395,6480444,ADD/ALT,No plan review,$63000.00,6395
7746,6480495,ADD/ALT,No plan review,$4500.00,7746
47527,6480510,ADD/ALT,Plan Review,$0.00,47527
5358,6480512,ADD/ALT,Plan Review,$10500.00,5358
5051,6480608,ADD/ALT,Plan Review,$285358.00,5051
7029,6480610,ADD/ALT,Plan Review,$15000.00,7029
6703,6480677,ADD/ALT,Plan Review,$85000.00,6703
6571,6480735,ADD/ALT,Plan Review,$86306.00,6571
7727,6480737,ADD/ALT,No plan review,$30000.00,14386
4505,6480765,ADD/ALT,Plan Review,$95000.00,4505
5751,6480825,ADD/ALT,Plan Review,$35000.00,28835
50015,6480836,ADD/ALT,Plan Review,$20000.00,50016
5482,6480879,ADD/ALT,Plan Review,$450000.00,5482
40861,6480891,ADD/ALT,Plan Review,$0.00,40861
7293,6480905,ADD/ALT,No plan review,$21000.00,48598
39892,6480961,NEW,Plan Review,$0.00,39892
7586,6480992,ADD/ALT,No plan review,$30000.00,7586
45497,6480999,NEW,Plan Review,$0.00,45497
7696,6481038,ADD/ALT,No plan review,$20000.00,7696
46501,6481185,ADD/ALT,Plan Review,$0.00,46502
7492,6481228,ADD/ALT,No plan review,$2500.00,7492
3254,6481245,NEW,Plan Review,$751161.00,3254
7649,6481312,ADD/ALT,No plan review,$45000.00,7649
6563,6481454,ADD/ALT,No plan review,$75191.00,6563
7610,6481481,ALTER,Plan Review,$125000.00,45260
3399,6481615,DEMOLITION,Plan Review,$0.00,24837
3398,6481617,DEMOLITION,Plan Review,$0.00,47037
40314,6481629,NEW,Plan Review,$0.00,40314
5227,6481785,NEW,Plan Review,$560552.00,5228
7561,6481788,ADD/ALT,No plan review,$10000.00,7561
41851,6481892,NEW,Plan Review,$0.00,41851
7089,6481895,ADD/ALT,Plan Review,$350000.00,48921
4994,6481913,NEW,Plan Review,$191259.00,4994
6925,6482092,ADD/ALT,Plan Review,$15000.00,39712
6886,6482309,ADD/ALT,No plan review,$61064.00,6886
6664,6482366,NEW,Plan Review,$308223.00,6664
5603,6482404,ADD/ALT,Plan Review,$162518.00,5603
3986,6482407,NEW,Plan Review,$68108.00,3986
7467,6482476,ALTER,Plan Review,$474000.00,47014
7450,6482554,ADD/ALT,No plan review,$3000.00,7450
7309,6482581,ADD/ALT,No plan review,$21000.00,7309
6509,6482587,NEW,Plan Review,$250284.00,6510
5180,6482588,NEW,Plan Review,$251172.00,5180
5990,6482657,ADD/ALT,Plan Review,$100000.00,5990
7442,6482674,ADD/ALT,No plan review,$20000.00,7442
5924,6482701,ADD/ALT,Plan Review,$130000.00,5924
7173,6482837,ADD/ALT,Plan Review,$9000.00,7173
32472,6482874,NEW,Plan Review,$0.00,32518
4748,6482894,NEW,Plan Review,$520589.00,4751
7399,6482922,ADD/ALT,No plan review,$0.00,34491
6109,6482982,ADD/ALT,Plan Review,$20000.00,6109
7390,6483014,ADD/ALT,No plan review,$3800.00,7390
7381,6483073,NEW,Plan Review,$222735.00,7383
7383,6483093,DEMOLITION,No plan review,$0.00,7383
6617,6483097,ADD/ALT,No plan review,$3000.00,6617
6246,6483187,ADD/ALT,Plan Review,$35000.00,6246
6730,6483373,NEW,Plan Review,$387938.00,6730
5611,6483391,NEW,Plan Review,$473421.00,43352
6813,6483457,ADD/ALT,Plan Review,$35000.00,6813
7241,6483460,DEMOLITION,No plan review,$0.00,7272
3821,6483496,ADD/ALT,No plan review,$10000.00,8168
7325,6483505,ADD/ALT,No plan review,$65000.00,7325
5685,6483533,ADD/ALT,No plan review,$25000.00,49926
5252,6483560,NEW,Plan Review,$507756.00,5252
45223,6483566,ADD/ALT,Plan Review,$0.00,45223
5699,6483568,ADD/ALT,Plan Review,$78000.00,5699
44409,6483700,ADD/ALT,Plan Review,$0.00,44409
4735,6483712,DEMOLITION,No plan review,$0.00,7276
6894,6483809,ADD/ALT,Plan Review,$190000.00,6894
4826,6483810,NEW,Plan Review,$347850.00,43771
7223,6483867,DEMOLITION,No plan review,$0.00,7229
7251,6483973,ADD/ALT,No plan review,$30000.00,7251
4877,6483989,NEW,Plan Review,$328391.00,4878
49357,6484039,ADD/ALT,Plan Review,$0.00,49358
40019,6484076,NEW,Plan Review,$0.00,40019
5271,6484123,NEW,Plan Review,$584875.00,5271
4170,6484124,NEW,Plan Review,$498427.00,4170
5550,6484132,ADD/ALT,Plan Review,$200000.00,32031
4154,6484157,NEW,Plan Review,$660000.00,4158
4876,6484193,NEW,Plan Review,$477704.00,4876
5760,6484198,ADD/ALT,Plan Review,$30000.00,5760
6916,6484220,ADD/ALT,No plan review,$23000.00,6916
7118,6484312,ADD/ALT,No plan review,$9500.00,42791
4779,6484390,ADD/ALT,Plan Review,$180000.00,31676
6903,6484466,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,6903
4723,6484590,ADD/ALT,No plan review,$24000.00,4723
6764,6484699,ADD/ALT,Plan Review,$75000.00,27556
40276,6484708,NEW,Plan Review,$0.00,40276
3736,6484716,ADD/ALT,Plan Review,$300000.00,3736
44674,6484742,ADD/ALT,Plan Review,$0.00,44675
7114,6484750,ADD/ALT,No plan review,$75000.00,7114
43394,6484781,ADD/ALT,Plan Review,$35000.00,43396
7018,6484798,DEMOLITION,No plan review,$0.00,7046
43193,6484821,ADD/ALT,Plan Review,$40000.00,43195
5994,6484845,ADD/ALT,No plan review,$12139.00,5994
41802,6484988,ADD/ALT,Plan Review,$0.00,41802
6357,6485091,ADD/ALT,Plan Review,$500000.00,50195
42665,6485158,ADD/ALT,Plan Review,$0.00,42665
6907,6485178,ADD/ALT,No plan review,$30000.00,6907
7039,6485278,ADD/ALT,No plan review,$0.00,46962
5452,6485401,ADD/ALT,Plan Review,$7500.00,49248
5488,6485407,ADD/ALT,Plan Review,$3625.00,34705
41555,6485471,ADD/ALT,Plan Review,$0.00,41555
7014,6485511,ADD/ALT,No plan review,$40000.00,7014
6980,6485698,ADD/ALT,Plan Review,$3000.00,6980
43465,6485736,ADD/ALT,Plan Review,$0.00,43465
6962,6485873,ADD/ALT,No plan review,$0.00,6962
6955,6485981,ADD/ALT,No plan review,$10000.00,49246
47402,6486060,NEW,Plan Review,$0.00,47402
3145,6486064,ADD/ALT,Plan Review,$50000.00,3145
5727,6486116,ADD/ALT,Plan Review,$60000.00,50428
11786,6486179,ADD/ALT,Plan Review,$0.00,11786
5757,6486263,ADD/ALT,Plan Review,$117177.00,43770
5316,6486335,ADD/ALT,Plan Review,$50000.00,49021
5950,6486378,ADD/ALT,Plan Review,$80000.00,19721
43959,6486437,NEW,Plan Review,$0.00,43959
6833,6486654,DEMOLITION,No plan review,$0.00,41682
6631,6486700,ADD/ALT,Plan Review,$7000.00,31669
5108,6486716,ADD/ALT,Plan Review,$250000.00,38029
4017,6486731,NEW,Plan Review,$435812.00,4047
6847,6486799,ADD/ALT,No plan review,$22000.00,6847
4492,6486837,ADD/ALT,Plan Review,$300000.00,4492
4942,6486923,ADD/ALT,Plan Review,$15000.00,49834
6300,6486944,ADD/ALT,No plan review,$12500.00,6300
49531,6486979,,Plan Review,$0.00,49531
4427,6487025,ADD/ALT,No plan review,$41157.00,4427
6818,6487038,ALTER,Plan Review,$309793.00,45260
6816,6487067,ADD/ALT,No plan review,$3000.00,34591
2392,6487144,ADD/ALT,Plan Review,$4800000.00,49803
6076,6487325,NEW,Plan Review,$423770.00,6093
6766,6487358,ADD/ALT,No plan review,$75000.00,6766
6237,6487376,ADD/ALT,No plan review,$3000.00,6237
3187,6487427,DEMOLITION,No plan review,$0.00,6713
6653,6487450,ADD/ALT,No plan review,$10000.00,43335
4632,6487531,ADD/ALT,No plan review,$20000.00,4632
42852,6487537,ADD/ALT,Plan Review,$0.00,42852
48702,6487565,ADD/ALT,Plan Review,$0.00,48702
3639,6487575,ADD/ALT,Plan Review,$111754.00,3639
4880,6487624,ADD/ALT,Plan Review,$25000.00,34478
5406,6487747,ADD/ALT,Plan Review,$15000.00,19184
6403,6487805,ADD/ALT,No plan review,$10000.00,6403
3420,6487818,ADD/ALT,Plan Review,$97112.00,37823
45095,6487858,NEW,Plan Review,$0.00,45095
41998,6487887,ADD/ALT,Plan Review,$0.00,41998
40289,6487896,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,40289
3834,6487931,ADD/ALT,Plan Review,$10000.00,6627
4581,6487940,ADD/ALT,Plan Review,$100200.00,11325
6677,6488142,ADD/ALT,No plan review,$2000.00,6677
41632,6488156,ADD/ALT,Plan Review,$0.00,41632
5408,6488186,ADD/ALT,Plan Review,$443801.00,5408
4707,6488198,ADD/ALT,Plan Review,$200000.00,7065
6637,6488242,DEMOLITION,No plan review,$0.00,6652
44678,6488252,,Plan Review,$0.00,44678
49530,6488352,ADD/ALT,Plan Review,$0.00,49531
42662,6488353,ADD/ALT,Plan Review,$0.00,42662
6555,6488470,NEW,Plan Review,$323263.00,6555
6408,6488543,ADD/ALT,No plan review,$20000.00,6408
6578,6488548,ADD/ALT,No plan review,$32047.00,6578
6579,6488569,ADD/ALT,No plan review,$70000.00,6579
6593,6488622,ADD/ALT,No plan review,$50000.00,6593
6586,6488638,ADD/ALT,No plan review,$6700.00,6586
6588,6488663,ADD/ALT,No plan review,$50000.00,6588
4800,6488706,ADD/ALT,Plan Review,$48976.00,34432
607,6518270,ADD/ALT,Plan Review,$1.00,43566
6496,6488820,ADD/ALT,No plan review,$10000.00,6496
4781,6488827,ADD/ALT,Plan Review,$35000.00,4781
45155,6488838,ADD/ALT,Plan Review,$0.00,45156
6117,6488862,ADD/ALT,Plan Review,$14830.00,6117
6281,6488919,ADD/ALT,Plan Review,$4080.00,42311
6557,6488938,ADD/ALT,No plan review,$1000.00,6557
39933,6488950,ADD/ALT,Plan Review,$0.00,39933
6518,6488956,ADD/ALT,No plan review,$120000.00,6518
6548,6488981,ADD/ALT,No plan review,$1000.00,6548
6545,6488995,ADD/ALT,No plan review,$50000.00,6545
5517,6489053,ADD/ALT,No plan review,$86500.00,5517
41327,6489072,ADD/ALT,Plan Review,$0.00,41327
46731,6489207,ADD/ALT,Plan Review,$0.00,46732
39835,6489283,NEW,Plan Review,$0.00,39835
3487,6489289,NEW,Plan Review,$472002.00,43351
6489,6489377,ADD/ALT,No plan review,$1000.00,22955
6482,6489393,ADD/ALT,Plan Review,$53411.00,6482
6490,6489467,ADD/ALT,No plan review,$10000.00,6490
6445,6489517,DEMOLITION,No plan review,$0.00,6469
6435,6489535,DEMOLITION,No plan review,$0.00,6435
6452,6489641,ADD/ALT,No plan review,$5000.00,48586
6426,6489664,DEMOLITION,No plan review,$0.00,9579
3349,6489673,ADD/ALT,Plan Review,$80000.00,34449
5890,6489729,ADD/ALT,Plan Review,$75000.00,7871
4036,6489887,NEW,Plan Review,$2835642.00,41735
45263,6489918,ADD/ALT,Plan Review,$0.00,45264
90,6489946,ADD/ALT,Plan Review,$20745.00,90
6346,6490224,ADD/ALT,No plan review,$90000.00,6346
3691,6490292,DEMOLITION,No plan review,$0.00,6379
5919,6490496,NEW,Plan Review,$353332.00,38489
46191,6490512,ADD/ALT,Plan Review,$0.00,46192
43777,6490550,ADD/ALT,Plan Review,$0.00,43778
49952,6490552,ADD/ALT,Plan Review,$0.00,49954
6347,6490567,ADD/ALT,No plan review,$50000.00,6347
6290,6490570,DEMOLITION,No plan review,$0.00,6291
