id,Category,DesignType,DesignIncluded
8348,MULTIFAMILY,II,
8349,COMMERCIAL,II,
8350,COMMERCIAL,I,
8351,COMMERCIAL,II,
8352,SINGLE FAMILY / DUPLEX,II,
8353,SINGLE FAMILY / DUPLEX,I,
8354,SINGLE FAMILY / DUPLEX,II,
8355,SINGLE FAMILY / DUPLEX,II,
8356,COMMERCIAL,I,
8357,MULTIFAMILY,I,
8358,SINGLE FAMILY / DUPLEX,I,
8359,COMMERCIAL,II,
8360,SINGLE FAMILY / DUPLEX,II,
8361,MULTIFAMILY,II,
8362,COMMERCIAL,II,
8363,COMMERCIAL,II,
8364,MULTIFAMILY,II,
8365,MULTIFAMILY,II,
8366,MULTIFAMILY,II,
8367,MULTIFAMILY,II,
8368,MULTIFAMILY,II,
8369,MULTIFAMILY,II,
8370,SINGLE FAMILY / DUPLEX,II,N
8371,COMMERCIAL,II,
8372,COMMERCIAL,II,
8373,COMMERCIAL,II,
8374,SINGLE FAMILY / DUPLEX,II,N
8375,SINGLE FAMILY / DUPLEX,II,
8376,,,
8377,MULTIFAMILY,II,
8378,INSTITUTIONAL,II,
8379,MULTIFAMILY,II,
8380,MULTIFAMILY,II,
8381,MULTIFAMILY,II,
8382,MULTIFAMILY,II,
8383,MULTIFAMILY,II,
8384,MULTIFAMILY,II,
8385,SINGLE FAMILY / DUPLEX,II,
8386,SINGLE FAMILY / DUPLEX,II,
8387,MULTIFAMILY,II,
8388,INSTITUTIONAL,II,
8389,INSTITUTIONAL,II,
8390,MULTIFAMILY,II,
8391,INSTITUTIONAL,II,
8392,MULTIFAMILY,II,
8393,COMMERCIAL,II,
8394,COMMERCIAL,II,
8395,MULTIFAMILY,II,
8396,COMMERCIAL,II,
8397,SINGLE FAMILY / DUPLEX,II,N
8398,INDUSTRIAL,II,
8399,MULTIFAMILY,II,
8400,SINGLE FAMILY / DUPLEX,I,
8401,,,
8402,SINGLE FAMILY / DUPLEX,II,
8403,SINGLE FAMILY / DUPLEX,I,
8404,MULTIFAMILY,II,
8405,COMMERCIAL,II,
8406,SINGLE FAMILY / DUPLEX,II,
8407,SINGLE FAMILY / DUPLEX,II,
8408,SINGLE FAMILY / DUPLEX,II,
8409,MULTIFAMILY,II,
8410,MULTIFAMILY,II,
8411,COMMERCIAL,II,
8412,COMMERCIAL,II,
8413,MULTIFAMILY,II,
8414,COMMERCIAL,II,
8415,MULTIFAMILY,II,
8416,MULTIFAMILY,II,
8417,COMMERCIAL,II,
8418,MULTIFAMILY,II,
8419,SINGLE FAMILY / DUPLEX,II,
8420,MULTIFAMILY,II,
8421,MULTIFAMILY,II,
8422,MULTIFAMILY,II,
8423,MULTIFAMILY,II,
8424,INSTITUTIONAL,II,N
8425,MULTIFAMILY,II,
8426,SINGLE FAMILY / DUPLEX,II,
8427,MULTIFAMILY,II,
8428,MULTIFAMILY,II,
8429,SINGLE FAMILY / DUPLEX,II,
8430,SINGLE FAMILY / DUPLEX,II,
8431,INDUSTRIAL,II,
8432,MULTIFAMILY,II,
8433,SINGLE FAMILY / DUPLEX,II,
8434,MULTIFAMILY,II,
8435,MULTIFAMILY,II,
8436,MULTIFAMILY,II,N
8437,MULTIFAMILY,II,
8438,SINGLE FAMILY / DUPLEX,II,N
8439,MULTIFAMILY,II,
8440,MULTIFAMILY,II,Y
8441,MULTIFAMILY,II,
8442,COMMERCIAL,II,N
8443,MULTIFAMILY,II,
8444,MULTIFAMILY,II,
8445,,,
8446,COMMERCIAL,II,
8447,MULTIFAMILY,II,
8448,MULTIFAMILY,II,
8449,MULTIFAMILY,II,
8450,MULTIFAMILY,II,
8451,MULTIFAMILY,,
8452,MULTIFAMILY,II,Y
8453,INSTITUTIONAL,II,
8454,,,
8455,INSTITUTIONAL,II,
8456,INSTITUTIONAL,II,
8457,INSTITUTIONAL,II,
8458,INSTITUTIONAL,II,
8459,INSTITUTIONAL,II,
8460,INSTITUTIONAL,II,
8461,SINGLE FAMILY / DUPLEX,II,
8462,COMMERCIAL,II,
8463,MULTIFAMILY,II,N
8464,COMMERCIAL,II,
8465,COMMERCIAL,II,
8466,MULTIFAMILY,II,
8467,INSTITUTIONAL,II,
8468,SINGLE FAMILY / DUPLEX,II,
8469,MULTIFAMILY,II,
8470,,,
8471,MULTIFAMILY,II,N
8472,SINGLE FAMILY / DUPLEX,II,
8473,MULTIFAMILY,II,
8474,MULTIFAMILY,II,
8475,COMMERCIAL,II,
8476,MULTIFAMILY,II,
8477,MULTIFAMILY,II,
8478,COMMERCIAL,II,
8479,COMMERCIAL,II,
8480,MULTIFAMILY,II,
8481,COMMERCIAL,,
8482,COMMERCIAL,II,
8483,COMMERCIAL,II,
8484,MULTIFAMILY,II,
8485,MULTIFAMILY,II,
8486,,,
8487,,,
8488,MULTIFAMILY,II,
8489,,,
8490,,,
8491,COMMERCIAL,II,
8492,SINGLE FAMILY / DUPLEX,II,
8493,SINGLE FAMILY / DUPLEX,II,
8494,SINGLE FAMILY / DUPLEX,II,
8495,MULTIFAMILY,II,
8496,INDUSTRIAL,II,
8497,MULTIFAMILY,II,
8498,MULTIFAMILY,II,
8499,MULTIFAMILY,II,
8500,MULTIFAMILY,II,
8501,,,
8502,SINGLE FAMILY / DUPLEX,,
8503,MULTIFAMILY,II,
8504,SINGLE FAMILY / DUPLEX,II,N
8505,MULTIFAMILY,II,
8506,COMMERCIAL,II,
8507,COMMERCIAL,II,
8508,SINGLE FAMILY / DUPLEX,II,
8509,SINGLE FAMILY / DUPLEX,,
8510,INSTITUTIONAL,I,Y
8511,INSTITUTIONAL,I,Y
8512,SINGLE FAMILY / DUPLEX,II,
8513,INSTITUTIONAL,II,
8514,SINGLE FAMILY / DUPLEX,II,
8515,MULTIFAMILY,II,
8516,MULTIFAMILY,II,Y
8517,SINGLE FAMILY / DUPLEX,II,
8518,SINGLE FAMILY / DUPLEX,II,
8519,MULTIFAMILY,II,
8520,SINGLE FAMILY / DUPLEX,II,
8521,MULTIFAMILY,II,
8522,INSTITUTIONAL,II,
8523,SINGLE FAMILY / DUPLEX,II,
8524,MULTIFAMILY,II,
8525,MULTIFAMILY,II,
8526,COMMERCIAL,II,
8527,MULTIFAMILY,I,Y
8528,MULTIFAMILY,II,
8529,,,
8530,MULTIFAMILY,II,
8531,MULTIFAMILY,II,
8532,COMMERCIAL,II,
8533,INDUSTRIAL,II,
8534,COMMERCIAL,II,
8535,SINGLE FAMILY / DUPLEX,II,
8536,SINGLE FAMILY / DUPLEX,II,
8537,MULTIFAMILY,II,
8538,,,
8539,MULTIFAMILY,II,
8540,SINGLE FAMILY / DUPLEX,II,N
8541,SINGLE FAMILY / DUPLEX,II,
8542,COMMERCIAL,II,
8543,MULTIFAMILY,II,N
8544,MULTIFAMILY,II,
8545,,,
8546,,,
8547,,,
8548,MULTIFAMILY,II,
8549,,,
8550,SINGLE FAMILY / DUPLEX,II,N
8551,MULTIFAMILY,II,N
8552,MULTIFAMILY,II,
8553,,,
8554,COMMERCIAL,II,
8555,SINGLE FAMILY / DUPLEX,II,
8556,MULTIFAMILY,II,Y
8557,MULTIFAMILY,II,Y
8558,MULTIFAMILY,II,Y
8559,MULTIFAMILY,II,
8560,,,
8561,MULTIFAMILY,II,Y
8562,COMMERCIAL,II,Y
8563,MULTIFAMILY,I,Y
8564,MULTIFAMILY,,
8565,MULTIFAMILY,I,Y
8566,SINGLE FAMILY / DUPLEX,II,
8567,SINGLE FAMILY / DUPLEX,II,
8568,,,
8569,COMMERCIAL,II,
8570,SINGLE FAMILY / DUPLEX,II,
8571,SINGLE FAMILY / DUPLEX,II,
8572,SINGLE FAMILY / DUPLEX,II,
8573,SINGLE FAMILY / DUPLEX,II,
8574,INDUSTRIAL,II,
8575,INSTITUTIONAL,II,
8576,INDUSTRIAL,II,
8577,SINGLE FAMILY / DUPLEX,II,
8578,COMMERCIAL,II,
8579,MULTIFAMILY,,Y
8580,MULTIFAMILY,II,
8581,SINGLE FAMILY / DUPLEX,II,
8582,,,
8583,SINGLE FAMILY / DUPLEX,II,
8584,MULTIFAMILY,II,Y
8585,COMMERCIAL,II,
8586,COMMERCIAL,II,
8587,COMMERCIAL,II,
8588,MULTIFAMILY,II,
8589,,,
8590,MULTIFAMILY,II,Y
8591,INSTITUTIONAL,II,
8592,SINGLE FAMILY / DUPLEX,II,
8593,MULTIFAMILY,II,
8594,,,
8595,MULTIFAMILY,II,
8596,MULTIFAMILY,II,
8597,INSTITUTIONAL,II,
8598,MULTIFAMILY,II,
8599,MULTIFAMILY,II,
8600,COMMERCIAL,II,Y
8601,COMMERCIAL,II,
8602,MULTIFAMILY,II,
8603,SINGLE FAMILY / DUPLEX,II,
8604,SINGLE FAMILY / DUPLEX,I,
8605,SINGLE FAMILY / DUPLEX,,
8606,INSTITUTIONAL,II,
8607,MULTIFAMILY,II,Y
8608,MULTIFAMILY,II,Y
8609,MULTIFAMILY,I,Y
8610,MULTIFAMILY,I,Y
8611,INSTITUTIONAL,,
8612,MULTIFAMILY,II,
8613,COMMERCIAL,II,
8614,COMMERCIAL,II,Y
8615,SINGLE FAMILY / DUPLEX,II,
8616,SINGLE FAMILY / DUPLEX,II,
8617,MULTIFAMILY,II,
8618,MULTIFAMILY,II,
8619,MULTIFAMILY,II,
8620,COMMERCIAL,II,
8621,INSTITUTIONAL,II,
8622,MULTIFAMILY,II,Y
8623,SINGLE FAMILY / DUPLEX,II,
8624,MULTIFAMILY,II,N
8625,COMMERCIAL,,
8626,COMMERCIAL,II,
8627,MULTIFAMILY,II,
8628,COMMERCIAL,II,
8629,MULTIFAMILY,II,Y
8630,SINGLE FAMILY / DUPLEX,II,
8631,SINGLE FAMILY / DUPLEX,II,
8632,COMMERCIAL,II,
8633,SINGLE FAMILY / DUPLEX,II,
8634,COMMERCIAL,II,
8635,,,
8636,,,
8637,MULTIFAMILY,II,
8638,COMMERCIAL,II,
8639,MULTIFAMILY,II,
8640,,,
8641,,,
8642,MULTIFAMILY,II,
8643,MULTIFAMILY,I,Y
8644,MULTIFAMILY,II,Y
8645,,,
8646,,,
8647,MULTIFAMILY,II,Y
8648,MULTIFAMILY,II,Y
8649,COMMERCIAL,II,Y
8650,MULTIFAMILY,II,
8651,COMMERCIAL,II,
8652,MULTIFAMILY,,
8653,MULTIFAMILY,II,
8654,MULTIFAMILY,II,
8655,MULTIFAMILY,II,Y
8656,SINGLE FAMILY / DUPLEX,II,
8657,MULTIFAMILY,II,
8658,MULTIFAMILY,II,
8659,MULTIFAMILY,II,
8660,INDUSTRIAL,II,N
8661,,,
8662,,,
8663,MULTIFAMILY,I,Y
8664,MULTIFAMILY,II,Y
8665,,,
8666,SINGLE FAMILY / DUPLEX,,
8667,INSTITUTIONAL,II,
8668,MULTIFAMILY,II,Y
8669,INDUSTRIAL,II,
8670,,,
8671,COMMERCIAL,II,
8672,MULTIFAMILY,II,
8673,MULTIFAMILY,II,
8674,MULTIFAMILY,II,
8675,COMMERCIAL,II,
8676,COMMERCIAL,II,Y
8677,MULTIFAMILY,II,
8678,MULTIFAMILY,II,
8679,MULTIFAMILY,II,
8680,COMMERCIAL,II,
8681,SINGLE FAMILY / DUPLEX,II,
8682,SINGLE FAMILY / DUPLEX,II,
8683,SINGLE FAMILY / DUPLEX,II,
8684,COMMERCIAL,II,Y
8685,COMMERCIAL,II,
8686,SINGLE FAMILY / DUPLEX,II,
8687,SINGLE FAMILY / DUPLEX,II,
8688,SINGLE FAMILY / DUPLEX,II,
8689,,,
8690,MULTIFAMILY,II,
8691,INSTITUTIONAL,II,
8692,SINGLE FAMILY / DUPLEX,II,
8693,SINGLE FAMILY / DUPLEX,,
8694,SINGLE FAMILY / DUPLEX,I,Y
8695,SINGLE FAMILY / DUPLEX,II,
8696,MULTIFAMILY,,
8697,MULTIFAMILY,I,Y
8698,MULTIFAMILY,II,
8699,SINGLE FAMILY / DUPLEX,II,
8700,SINGLE FAMILY / DUPLEX,II,N
8701,COMMERCIAL,II,
8702,MULTIFAMILY,II,
8703,MULTIFAMILY,I,Y
8704,MULTIFAMILY,II,
8705,COMMERCIAL,II,N
8706,MULTIFAMILY,II,Y
8707,SINGLE FAMILY / DUPLEX,II,
8708,MULTIFAMILY,I,Y
8709,,,
8710,MULTIFAMILY,,
8711,SINGLE FAMILY / DUPLEX,II,N
8712,COMMERCIAL,II,
8713,SINGLE FAMILY / DUPLEX,II,
8714,COMMERCIAL,II,Y
8715,COMMERCIAL,II,
8716,INSTITUTIONAL,II,
8717,MULTIFAMILY,II,
8718,COMMERCIAL,I,Y
8719,MULTIFAMILY,II,
8720,COMMERCIAL,II,
8721,COMMERCIAL,II,
8722,COMMERCIAL,II,
8723,MULTIFAMILY,II,
8724,MULTIFAMILY,II,Y
8725,COMMERCIAL,I,
8726,INSTITUTIONAL,II,N
8727,SINGLE FAMILY / DUPLEX,II,
8728,MULTIFAMILY,II,
8729,MULTIFAMILY,II,
8730,MULTIFAMILY,II,
8731,SINGLE FAMILY / DUPLEX,II,
8732,MULTIFAMILY,II,
8733,MULTIFAMILY,I,Y
8734,MULTIFAMILY,II,Y
8735,MULTIFAMILY,II,Y
8736,COMMERCIAL,II,
8737,SINGLE FAMILY / DUPLEX,II,
8738,COMMERCIAL,II,Y
8739,,,
8740,,,
8741,COMMERCIAL,II,
8742,COMMERCIAL,II,
8743,MULTIFAMILY,II,
8744,MULTIFAMILY,II,Y
8745,MULTIFAMILY,II,
8746,MULTIFAMILY,II,
8747,MULTIFAMILY,II,Y
8748,,,
8749,SINGLE FAMILY / DUPLEX,II,
8750,,,
8751,MULTIFAMILY,I,Y
8752,COMMERCIAL,II,Y
8753,MULTIFAMILY,II,Y
8754,COMMERCIAL,I,
8755,SINGLE FAMILY / DUPLEX,II,
8756,COMMERCIAL,II,
8757,COMMERCIAL,II,Y
8758,MULTIFAMILY,II,Y
8759,INSTITUTIONAL,II,N
8760,COMMERCIAL,II,
8761,,,
8762,MULTIFAMILY,II,
8763,MULTIFAMILY,I,Y
8764,MULTIFAMILY,II,
8765,INDUSTRIAL,II,
8766,MULTIFAMILY,II,Y
8767,,,
8768,MULTIFAMILY,II,Y
8769,SINGLE FAMILY / DUPLEX,,
8770,MULTIFAMILY,II,Y
8771,COMMERCIAL,,
8772,COMMERCIAL,,
8773,MULTIFAMILY,II,
8774,MULTIFAMILY,II,
8775,MULTIFAMILY,I,Y
8776,MULTIFAMILY,II,
8777,SINGLE FAMILY / DUPLEX,,
8778,COMMERCIAL,II,Y
8779,COMMERCIAL,II,
8780,MULTIFAMILY,II,N
8781,MULTIFAMILY,I,Y
8782,MULTIFAMILY,II,
8783,MULTIFAMILY,I,Y
8784,SINGLE FAMILY / DUPLEX,II,
8785,MULTIFAMILY,I,Y
8786,,,
8787,MULTIFAMILY,II,
8788,,,
8789,,,
8790,MULTIFAMILY,II,
8791,MULTIFAMILY,II,Y
8792,,,
8793,MULTIFAMILY,II,
8794,MULTIFAMILY,II,
8795,MULTIFAMILY,I,
8796,MULTIFAMILY,I,Y
8797,MULTIFAMILY,II,
8798,MULTIFAMILY,II,N
8799,MULTIFAMILY,II,
8800,SINGLE FAMILY / DUPLEX,I,
8801,COMMERCIAL,II,
8802,MULTIFAMILY,II,Y
8803,MULTIFAMILY,II,
8804,MULTIFAMILY,II,Y
8805,MULTIFAMILY,II,
8806,INDUSTRIAL,II,N
8807,MULTIFAMILY,II,
8808,SINGLE FAMILY / DUPLEX,II,
8809,MULTIFAMILY,II,
8810,MULTIFAMILY,I,Y
8811,INSTITUTIONAL,II,
8812,COMMERCIAL,II,
8813,,,
8814,SINGLE FAMILY / DUPLEX,II,
8815,MULTIFAMILY,II,
8816,MULTIFAMILY,II,
8817,COMMERCIAL,,
8818,MULTIFAMILY,II,
8819,,,
8820,COMMERCIAL,I,
8821,COMMERCIAL,II,
8822,MULTIFAMILY,II,
8823,SINGLE FAMILY / DUPLEX,II,
8824,SINGLE FAMILY / DUPLEX,II,
8825,MULTIFAMILY,II,
8826,MULTIFAMILY,II,
8827,COMMERCIAL,I,
8828,COMMERCIAL,II,
8829,MULTIFAMILY,II,
8830,,,
8831,SINGLE FAMILY / DUPLEX,II,
8832,MULTIFAMILY,I,Y
8833,MULTIFAMILY,II,
8834,INDUSTRIAL,II,
8835,INDUSTRIAL,II,
8836,MULTIFAMILY,II,
8837,COMMERCIAL,II,
8838,MULTIFAMILY,II,
8839,COMMERCIAL,II,Y
8840,MULTIFAMILY,I,
8841,,,
8842,MULTIFAMILY,II,
8843,SINGLE FAMILY / DUPLEX,II,
8844,MULTIFAMILY,II,
8845,MULTIFAMILY,II,
8846,COMMERCIAL,II,Y
8847,MULTIFAMILY,II,
8848,SINGLE FAMILY / DUPLEX,I,Y
8849,,,
8850,SINGLE FAMILY / DUPLEX,II,
8851,COMMERCIAL,II,
8852,MULTIFAMILY,II,
8853,MULTIFAMILY,II,
8854,MULTIFAMILY,II,
8855,COMMERCIAL,II,Y
8856,MULTIFAMILY,II,
8857,SINGLE FAMILY / DUPLEX,II,
8858,MULTIFAMILY,II,
8859,COMMERCIAL,II,
8860,SINGLE FAMILY / DUPLEX,II,N
8861,MULTIFAMILY,I,Y
8862,,,
8863,,,
8864,SINGLE FAMILY / DUPLEX,II,
8865,COMMERCIAL,II,N
8866,SINGLE FAMILY / DUPLEX,II,
8867,SINGLE FAMILY / DUPLEX,II,
8868,MULTIFAMILY,II,
8869,,,
8870,INSTITUTIONAL,II,
8871,,,
8872,MULTIFAMILY,II,
8873,SINGLE FAMILY / DUPLEX,,
8874,,,
8875,INDUSTRIAL,II,
8876,MULTIFAMILY,I,Y
8877,COMMERCIAL,II,
8878,SINGLE FAMILY / DUPLEX,II,
8879,,,
8880,MULTIFAMILY,II,N
8881,INSTITUTIONAL,II,
8882,COMMERCIAL,II,
8883,COMMERCIAL,II,
8884,MULTIFAMILY,,
8885,MULTIFAMILY,II,
8886,SINGLE FAMILY / DUPLEX,II,N
8887,COMMERCIAL,II,
8888,SINGLE FAMILY / DUPLEX,II,
8889,COMMERCIAL,II,
8890,COMMERCIAL,II,
8891,COMMERCIAL,II,
8892,SINGLE FAMILY / DUPLEX,II,
8893,MULTIFAMILY,II,
8894,MULTIFAMILY,II,
8895,COMMERCIAL,II,Y
8896,MULTIFAMILY,II,Y
8897,COMMERCIAL,II,
8898,SINGLE FAMILY / DUPLEX,II,
8899,MULTIFAMILY,I,Y
8900,COMMERCIAL,II,Y
8901,COMMERCIAL,II,
8902,MULTIFAMILY,I,Y
8903,MULTIFAMILY,II,
8904,MULTIFAMILY,I,Y
8905,MULTIFAMILY,II,
8906,COMMERCIAL,I,
8907,COMMERCIAL,II,
8908,MULTIFAMILY,II,Y
8909,MULTIFAMILY,I,Y
8910,MULTIFAMILY,II,
8911,SINGLE FAMILY / DUPLEX,I,
8912,MULTIFAMILY,II,
8913,,,
8914,MULTIFAMILY,I,Y
8915,MULTIFAMILY,I,Y
8916,MULTIFAMILY,I,Y
8917,,II,Y
8918,MULTIFAMILY,II,
8919,INDUSTRIAL,II,
8920,MULTIFAMILY,,
8921,COMMERCIAL,II,
8922,MULTIFAMILY,II,
8923,SINGLE FAMILY / DUPLEX,II,
8924,COMMERCIAL,II,
8925,INSTITUTIONAL,II,
8926,COMMERCIAL,II,
8927,MULTIFAMILY,II,
8928,MULTIFAMILY,II,
8929,COMMERCIAL,II,
8930,SINGLE FAMILY / DUPLEX,II,
8931,INDUSTRIAL,II,
8932,MULTIFAMILY,II,Y
8933,,,
8934,SINGLE FAMILY / DUPLEX,I,
8935,COMMERCIAL,II,
8936,MULTIFAMILY,I,Y
8937,,,
8938,INDUSTRIAL,II,
8939,COMMERCIAL,II,
8940,COMMERCIAL,II,Y
8941,,,
8942,MULTIFAMILY,I,Y
8943,INSTITUTIONAL,II,
8944,COMMERCIAL,II,
8945,,,
8946,,,
8947,,,
8948,MULTIFAMILY,II,Y
8949,MULTIFAMILY,II,
8950,,,
8951,MULTIFAMILY,II,N
8952,SINGLE FAMILY / DUPLEX,II,
8953,MULTIFAMILY,II,
8954,MULTIFAMILY,II,
8955,MULTIFAMILY,II,Y
8956,SINGLE FAMILY / DUPLEX,II,
8957,MULTIFAMILY,I,Y
8958,SINGLE FAMILY / DUPLEX,,
8959,COMMERCIAL,II,
8960,SINGLE FAMILY / DUPLEX,II,
8961,MULTIFAMILY,II,
8962,COMMERCIAL,I,
8963,INDUSTRIAL,I,
8964,MULTIFAMILY,II,
8965,MULTIFAMILY,II,Y
8966,SINGLE FAMILY / DUPLEX,I,
8967,MULTIFAMILY,II,N
8968,SINGLE FAMILY / DUPLEX,,
8969,,,
8970,MULTIFAMILY,II,Y
8971,MULTIFAMILY,II,
8972,SINGLE FAMILY / DUPLEX,II,
8973,MULTIFAMILY,I,Y
8974,,,
8975,MULTIFAMILY,,
8976,MULTIFAMILY,II,
8977,SINGLE FAMILY / DUPLEX,,
8978,MULTIFAMILY,II,
8979,SINGLE FAMILY / DUPLEX,II,
8980,MULTIFAMILY,II,
8981,MULTIFAMILY,I,Y
8982,MULTIFAMILY,I,Y
8983,MULTIFAMILY,I,Y
8984,MULTIFAMILY,II,
8985,COMMERCIAL,II,
8986,SINGLE FAMILY / DUPLEX,II,
8987,MULTIFAMILY,II,
8988,COMMERCIAL,II,
8989,COMMERCIAL,II,
8990,COMMERCIAL,II,N
8991,COMMERCIAL,II,
8992,MULTIFAMILY,II,
8993,MULTIFAMILY,I,Y
8994,MULTIFAMILY,I,Y
8995,SINGLE FAMILY / DUPLEX,II,
8996,MULTIFAMILY,II,Y
8997,INDUSTRIAL,II,
8998,SINGLE FAMILY / DUPLEX,II,
8999,INSTITUTIONAL,II,
9000,SINGLE FAMILY / DUPLEX,II,
9001,SINGLE FAMILY / DUPLEX,II,
9002,COMMERCIAL,II,Y
9003,COMMERCIAL,II,Y
9004,COMMERCIAL,II,
9005,MULTIFAMILY,II,Y
9006,COMMERCIAL,,
9007,COMMERCIAL,II,Y
9008,,,
9009,COMMERCIAL,II,
9010,SINGLE FAMILY / DUPLEX,II,
9011,,,
9012,,,
9013,MULTIFAMILY,II,
9014,,,
9015,,,
9016,COMMERCIAL,II,
9017,COMMERCIAL,II,
9018,SINGLE FAMILY / DUPLEX,II,
9019,MULTIFAMILY,I,Y
9020,MULTIFAMILY,II,
9021,COMMERCIAL,II,Y
9022,MULTIFAMILY,I,Y
9023,MULTIFAMILY,II,Y
9024,MULTIFAMILY,II,
9025,SINGLE FAMILY / DUPLEX,II,
9026,COMMERCIAL,I,
9027,COMMERCIAL,II,
9028,SINGLE FAMILY / DUPLEX,,
9029,COMMERCIAL,I,
9030,,,
9031,COMMERCIAL,II,
9032,INDUSTRIAL,II,
9033,MULTIFAMILY,,
9034,COMMERCIAL,II,Y
9035,SINGLE FAMILY / DUPLEX,II,
9036,,,
9037,MULTIFAMILY,II,
9038,MULTIFAMILY,I,Y
9039,SINGLE FAMILY / DUPLEX,II,
9040,MULTIFAMILY,I,
9041,INSTITUTIONAL,II,
9042,SINGLE FAMILY / DUPLEX,II,
9043,MULTIFAMILY,I,Y
9044,,,
9045,,,
9046,MULTIFAMILY,I,Y
9047,SINGLE FAMILY / DUPLEX,II,
9048,,,
9049,SINGLE FAMILY / DUPLEX,II,
9050,MULTIFAMILY,II,
9051,MULTIFAMILY,II,Y
9052,SINGLE FAMILY / DUPLEX,,
9053,,,
9054,COMMERCIAL,II,
9055,MULTIFAMILY,I,Y
9056,MULTIFAMILY,,
9057,MULTIFAMILY,II,
9058,MULTIFAMILY,II,
9059,COMMERCIAL,II,
9060,COMMERCIAL,II,Y
9061,SINGLE FAMILY / DUPLEX,,
9062,COMMERCIAL,II,
9063,MULTIFAMILY,II,Y
9064,MULTIFAMILY,II,Y
9065,SINGLE FAMILY / DUPLEX,II,
9066,COMMERCIAL,II,
9067,COMMERCIAL,II,
9068,SINGLE FAMILY / DUPLEX,II,
9069,COMMERCIAL,II,
9070,INDUSTRIAL,II,
9071,COMMERCIAL,,
9072,,,
9073,SINGLE FAMILY / DUPLEX,II,
9074,MULTIFAMILY,II,
9075,,,
9076,MULTIFAMILY,I,Y
9077,SINGLE FAMILY / DUPLEX,II,
9078,MULTIFAMILY,II,
9079,MULTIFAMILY,I,Y
9080,COMMERCIAL,I,Y
9081,SINGLE FAMILY / DUPLEX,I,Y
9082,MULTIFAMILY,II,
9083,MULTIFAMILY,II,Y
9084,,,
9085,MULTIFAMILY,II,
9086,COMMERCIAL,II,
9087,INSTITUTIONAL,II,N
9088,,,
9089,SINGLE FAMILY / DUPLEX,II,
9090,MULTIFAMILY,II,
9091,MULTIFAMILY,I,Y
9092,COMMERCIAL,II,Y
9093,COMMERCIAL,II,
9094,COMMERCIAL,II,
9095,SINGLE FAMILY / DUPLEX,II,
9096,MULTIFAMILY,II,
9097,INSTITUTIONAL,,
9098,MULTIFAMILY,I,Y
9099,COMMERCIAL,II,
9100,MULTIFAMILY,I,Y
9101,COMMERCIAL,II,Y
9102,,,
9103,MULTIFAMILY,II,
9104,MULTIFAMILY,II,
9105,INDUSTRIAL,II,
9106,COMMERCIAL,,
9107,SINGLE FAMILY / DUPLEX,II,
9108,SINGLE FAMILY / DUPLEX,II,
9109,COMMERCIAL,II,
9110,COMMERCIAL,I,Y
9111,SINGLE FAMILY / DUPLEX,I,
9112,MULTIFAMILY,II,
9113,MULTIFAMILY,II,
9114,MULTIFAMILY,II,
9115,MULTIFAMILY,II,Y
9116,SINGLE FAMILY / DUPLEX,II,
9117,COMMERCIAL,II,
9118,COMMERCIAL,II,
9119,SINGLE FAMILY / DUPLEX,II,
9120,,,
9121,COMMERCIAL,II,
9122,COMMERCIAL,II,
9123,COMMERCIAL,I,Y
9124,,,
9125,INDUSTRIAL,II,N
9126,MULTIFAMILY,I,Y
9127,,,
9128,SINGLE FAMILY / DUPLEX,II,
9129,MULTIFAMILY,II,Y
9130,MULTIFAMILY,II,
9131,COMMERCIAL,II,
9132,MULTIFAMILY,I,Y
9133,MULTIFAMILY,I,Y
9134,,,
9135,,,
9136,MULTIFAMILY,IV,
9137,MULTIFAMILY,II,
9138,COMMERCIAL,II,Y
9139,MULTIFAMILY,II,
9140,,,
9141,SINGLE FAMILY / DUPLEX,II,
9142,COMMERCIAL,II,
9143,COMMERCIAL,II,N
9144,INSTITUTIONAL,,
9145,SINGLE FAMILY / DUPLEX,,
9146,SINGLE FAMILY / DUPLEX,II,
9147,COMMERCIAL,II,
9148,COMMERCIAL,II,N
9149,MULTIFAMILY,II,
9150,SINGLE FAMILY / DUPLEX,II,
9151,SINGLE FAMILY / DUPLEX,II,
9152,INSTITUTIONAL,II,
9153,MULTIFAMILY,I,Y
9154,COMMERCIAL,II,N
9155,COMMERCIAL,I,N
9156,COMMERCIAL,,
9157,MULTIFAMILY,II,N
9158,MULTIFAMILY,II,
9159,MULTIFAMILY,I,Y
9160,MULTIFAMILY,II,
9161,MULTIFAMILY,II,
9162,MULTIFAMILY,I,Y
9163,MULTIFAMILY,II,
9164,MULTIFAMILY,II,N
9165,COMMERCIAL,II,
9166,COMMERCIAL,,
9167,COMMERCIAL,,
9168,,,
9169,COMMERCIAL,,
9170,COMMERCIAL,,
9171,,,
9172,INSTITUTIONAL,II,
9173,MULTIFAMILY,I,Y
9174,COMMERCIAL,II,
9175,MULTIFAMILY,,
9176,SINGLE FAMILY / DUPLEX,I,
9177,MULTIFAMILY,,
9178,,,
9179,INDUSTRIAL,,
9180,COMMERCIAL,II,
9181,MULTIFAMILY,II,
9182,MULTIFAMILY,II,
9183,SINGLE FAMILY / DUPLEX,II,
9184,MULTIFAMILY,I,Y
9185,SINGLE FAMILY / DUPLEX,II,
9186,,,
9187,SINGLE FAMILY / DUPLEX,II,
9188,SINGLE FAMILY / DUPLEX,,
