ID,PermitNumber,PermitType,Status
38606,6170569,Construction,Permit Closed
38607,6180776,Site Development,AP Closed
38608,6179204,Demolition,CANCELLED
38609,6170977,Construction,CANCELLED
38610,6178367,Construction,CANCELLED
38611,6175649,Construction,CANCELLED
38612,6160676,Construction,CANCELLED
38613,6142746,Construction,CANCELLED
38614,6448375,Construction,Initial Information Collected
38615,6180016,Site Development,AP Closed
38616,6159357,Site Development,AP Closed
38617,6171030,Site Development,AP Closed
38618,6175270,Construction,CANCELLED
38619,6176750,Construction,CANCELLED
38620,6173159,Construction,CANCELLED
38621,6173756,Construction,CANCELLED
38622,6179306,Demolition,CANCELLED
38623,6145803,Construction,CANCELLED
38624,6172208,Construction,CANCELLED
38625,6171958,Construction,CANCELLED
38626,6179040,Site Development,AP Closed
38627,6169102,Construction,CANCELLED
38628,6150617,Construction,CANCELLED
38629,6178889,Demolition,Reviews Completed
38630,6175963,Construction,CANCELLED
38631,6178587,Demolition,CANCELLED
38632,6063137,Construction,CANCELLED
38633,6173988,Construction,CANCELLED
38634,6142114,Construction,CANCELLED
38635,6176590,Construction,CANCELLED
38636,6175556,Construction,CANCELLED
38637,6178355,Construction,CANCELLED
38638,6173248,Construction,CANCELLED
38639,6178245,Demolition,CANCELLED
38640,6159482,Construction,CANCELLED
38641,6168132,Construction,CANCELLED
38642,6177992,Demolition,CANCELLED
38643,6173445,Construction,CANCELLED
38644,6176755,Site Development,AP Closed
38645,6173494,Site Development,AP Closed
38646,6177542,Construction,CANCELLED
38647,6175163,Site Development,CANCELLED
38648,6066935,Construction,Permit Closed
38649,6175078,Construction,CANCELLED
38650,6156817,Construction,CANCELLED
38651,6172778,Construction,CANCELLED
38652,6173754,Construction,CANCELLED
38653,6156487,Demolition,Permit Closed
38654,6140020,Construction,CANCELLED
38655,6176489,Demolition,CANCELLED
38656,6173014,Construction,CANCELLED
38657,6172639,Construction,CANCELLED
38658,6148058,Construction,CANCELLED
38659,6176097,Construction,CANCELLED
38660,6176098,Construction,CANCELLED
38661,6151513,Construction,CANCELLED
38662,6174216,Construction,CANCELLED
38663,6174704,Construction,CANCELLED
38664,6164123,Construction,CANCELLED
38665,6116983,Demolition,Reviews Completed
38666,6175146,Construction,CANCELLED
38667,6171356,Construction,CANCELLED
38668,6172810,Construction,CANCELLED
38669,6174396,Site Development,CANCELLED
38670,6174122,Demolition,Reviews Completed
38671,6062901,Construction,CANCELLED
38672,6169640,Demolition,CANCELLED
38673,6144724,Construction,CANCELLED
38674,6174121,Construction,Reviews Completed
38675,6163757,Demolition,Reviews Completed
38676,6142189,Demolition,Application Accepted
38677,6167991,Construction,CANCELLED
38678,6165106,Construction,CANCELLED
38679,6173789,Demolition,CANCELLED
38680,6155291,Construction,CANCELLED
38681,6173487,Construction,CANCELLED
38682,6165640,Construction,CANCELLED
38683,6133585,Construction,CANCELLED
38684,6172774,Demolition,CANCELLED
38685,6173004,Site Development,AP Closed
38686,6165105,Construction,CANCELLED
38687,6173003,Demolition,CANCELLED
38688,6164570,Construction,CANCELLED
38689,6172780,Construction,CANCELLED
38690,6172782,Demolition,Reviews Completed
38691,6159219,Construction,CANCELLED
38692,6172781,Construction,CANCELLED
38693,6131013,Construction,CANCELLED
38694,6137179,Construction,CANCELLED
38695,6172254,Site Development,AP Closed
38696,6168418,Site Development,AP Closed
38697,6165846,Construction,CANCELLED
38698,6156632,Construction,CANCELLED
38699,6172146,Construction,CANCELLED
38700,6172064,Demolition,Reviews Completed
38701,6167920,Demolition,Reviews Completed
38702,6166935,Construction,CANCELLED
38703,6156799,Construction,CANCELLED
38704,6170556,Construction,Permit Closed
38705,6166990,Construction,CANCELLED
38706,6122006,Construction,
38707,6159292,Construction,CANCELLED
38708,6171012,Construction,CANCELLED
38709,6171011,Construction,CANCELLED
38710,6106906,Construction,Application Accepted
38711,6138468,Construction,CANCELLED
38712,6160044,Demolition,CANCELLED
38713,6163088,Construction,CANCELLED
38714,6121184,Construction,CANCELLED
38715,6170270,Construction,CANCELLED
38716,6170269,Construction,CANCELLED
38717,6170268,Construction,CANCELLED
38718,6170161,Construction,CANCELLED
38719,6142667,Construction,CANCELLED
38720,6516886,Demolition,Initial Information Collected
38721,6148178,Construction,CANCELLED
38722,6169752,Demolition,CANCELLED
38723,6160451,Construction,CANCELLED
38724,6169754,Demolition,Reviews Completed
38725,6120522,Construction,CANCELLED
38726,6146686,Construction,CANCELLED
38727,6168603,Construction,CANCELLED
38728,6168065,Construction,CANCELLED
38729,6065475,Construction,CANCELLED
38730,6168657,Demolition,CANCELLED
38731,6155859,Construction,CANCELLED
38732,6167047,Construction,CANCELLED
38733,6168678,Construction,CANCELLED
38734,6154464,Construction,CANCELLED
38735,6168395,Construction,CANCELLED
38736,6161983,Construction,CANCELLED
38737,6168513,Demolition,CANCELLED
38738,6168509,Construction,CANCELLED
38739,6168508,Construction,CANCELLED
38740,6168312,Site Development,AP Closed
38741,6166167,Site Development,AP Closed
38742,6166340,Site Development,CANCELLED
38743,6159481,Construction,CANCELLED
38744,6160941,Site Development,AP Closed
38745,6163052,Construction,CANCELLED
38746,6164281,Construction,CANCELLED
38747,6166505,Construction,CANCELLED
38748,6168042,Demolition,CANCELLED
38749,6168040,Construction,CANCELLED
38750,6168039,Construction,CANCELLED
38751,6168038,Construction,CANCELLED
38752,6168037,Construction,CANCELLED
38753,6148674,Construction,CANCELLED
38754,6168036,Construction,CANCELLED
38755,6162019,Construction,CANCELLED
38756,6162024,Construction,CANCELLED
38757,6111092,Construction,CANCELLED
38758,6162021,Construction,CANCELLED
38759,6162031,Construction,CANCELLED
38760,6164850,Construction,CANCELLED
38761,6167514,Demolition,CANCELLED
38762,6162721,Construction,CANCELLED
38763,6162022,Construction,CANCELLED
38764,6167336,Construction,CANCELLED
38765,6131630,Construction,CANCELLED
38766,6167339,Demolition,CANCELLED
38767,6148074,Construction,CANCELLED
38768,6164837,Demolition,Reviews Completed
38769,6166299,Demolition,CANCELLED
38770,6167129,Construction,CANCELLED
38771,6167056,Construction,CANCELLED
38772,6166867,Construction,Reviews Completed
38773,6166869,Demolition,Reviews Completed
38774,6161485,Construction,CANCELLED
38775,6162702,Construction,CANCELLED
38776,6166563,Construction,CANCELLED
38777,6164162,Construction,CANCELLED
38778,6158670,Construction,CANCELLED
38779,6163670,Construction,CANCELLED
38780,6162459,Construction,CANCELLED
38781,6157190,Construction,CANCELLED
38782,6163930,Site Development,AP Closed
38783,6157762,Construction,CANCELLED
38784,6165725,Site Development,Inspections Added
38785,6165642,Construction,CANCELLED
38786,6135093,Construction,CANCELLED
38787,6165288,Demolition,CANCELLED
38788,6165287,Construction,CANCELLED
38789,6164460,Demolition,Reviews Completed
38790,6161307,Construction,CANCELLED
38791,6143529,Construction,CANCELLED
38792,6144409,Construction,CANCELLED
38793,6149039,Construction,CANCELLED
38794,6162692,Construction,CANCELLED
38795,6162698,Construction,Permit Closed
38796,6162691,Construction,Permit Closed
38797,6165009,Demolition,CANCELLED
38798,6154173,Construction,CANCELLED
38799,6162703,Construction,CANCELLED
38800,6156396,Construction,CANCELLED
38801,6164772,Demolition,CANCELLED
38802,6151761,Construction,CANCELLED
38803,6138582,Construction,Permit Closed
38804,6164702,Demolition,Permit Closed
38805,6164690,Demolition,Reviews Completed
38806,6164673,Demolition,Reviews Completed
38807,6161079,Construction,CANCELLED
38808,6127449,Construction,CANCELLED
38809,6164367,Demolition,CANCELLED
38810,6160834,Construction,CANCELLED
38811,6161073,Construction,CANCELLED
38812,6161157,Construction,CANCELLED
38813,6159275,Construction,CANCELLED
38814,6164355,Demolition,Reviews Completed
38815,6164291,Construction,CANCELLED
38816,6156798,Construction,CANCELLED
38817,6137017,Construction,CANCELLED
38818,6160486,Construction,CANCELLED
38819,6164025,Demolition,CANCELLED
38820,6160479,Construction,CANCELLED
38821,6164034,Demolition,CANCELLED
38822,6164042,Construction,CANCELLED
38823,6160190,Construction,CANCELLED
38824,6163768,Construction,CANCELLED
38825,6122318,Construction,CANCELLED
38826,6101702,Construction,Initial Information Collected
38827,6154164,Site Development,AP Closed
38828,6161780,Construction,CANCELLED
38829,6157791,Construction,Permit Closed
38830,6163159,Demolition,Reviews Completed
38831,6163352,Demolition,Reviews Completed
38832,6163350,Construction,CANCELLED
38833,6158844,Construction,CANCELLED
38834,6128634,Construction,Permit Closed
38835,6148322,Construction,CANCELLED
38836,6159309,Site Development,AP Closed
38837,6160235,Construction,CANCELLED
38838,6160616,Construction,CANCELLED
38839,6158448,Construction,CANCELLED
38840,6162755,Construction,CANCELLED
38841,6162757,Demolition,CANCELLED
38842,6153527,Construction,CANCELLED
38843,6162756,Construction,CANCELLED
38844,6142574,Construction,CANCELLED
38845,6162754,Construction,CANCELLED
38846,6162715,Construction,CANCELLED
38847,6162632,Construction,CANCELLED
38848,6145029,Construction,CANCELLED
38849,6162368,Demolition,CANCELLED
38850,6133715,Construction,CANCELLED
38851,6162365,Construction,CANCELLED
38852,6161295,Site Development,AP Closed
38853,6154190,Construction,CANCELLED
38854,6154861,Construction,CANCELLED
38855,6138947,Construction,Permit Closed
38856,6149912,Construction,CANCELLED
38857,6161914,Demolition,CANCELLED
38858,6094600,Construction,CANCELLED
38859,6089698,Construction,CANCELLED
38860,6161419,Demolition,CANCELLED
38861,6145488,Construction,CANCELLED
38862,6160286,Construction,CANCELLED
38863,6161383,Demolition,CANCELLED
38864,6161372,Demolition,Reviews Completed
38865,6151612,Construction,CANCELLED
38866,6159274,Construction,Permit Closed
38867,6160896,Demolition,Permit Closed
38868,6135190,Construction,Permit Issued
38869,6137892,Construction,CANCELLED
38870,6160494,Construction,CANCELLED
38871,6150494,Demolition,Reviews Completed
38872,6148655,Construction,Permit Issued
38873,6119575,Construction,CANCELLED
38874,6151786,Construction,Permit Closed
38875,6152609,Construction,CANCELLED
38876,6145619,Construction,CANCELLED
38877,6155492,Construction,CANCELLED
38878,6155330,Construction,CANCELLED
38879,6121361,Construction,CANCELLED
38880,6159051,Site Development,AP Closed
38881,6136594,Demolition,Reviews Completed
38882,6158400,Site Development,AP Closed
38883,6157728,Construction,CANCELLED
38884,6147925,Construction,CANCELLED
38885,6159025,Construction,CANCELLED
38886,6159022,Demolition,Reviews Completed
38887,6121338,Construction,CANCELLED
38888,6121146,Demolition,Reviews Completed
38889,6159451,Site Development,CANCELLED
38890,6159447,Construction,CANCELLED
38891,6121344,Construction,CANCELLED
38892,6155315,Construction,CANCELLED
38893,6143868,Construction,CANCELLED
38894,6157960,Demolition,Permit Closed
38895,6145733,Construction,Permit Closed
38896,6157968,Demolition,Permit Closed
38897,6151715,Construction,CANCELLED
38898,6145731,Construction,Permit Closed
38899,6157683,Demolition,Reviews Completed
38900,6157678,Construction,Application Accepted
38901,6157679,Construction,Application Accepted
38902,6157677,Construction,Application Accepted
38903,6129082,Construction,CANCELLED
38904,6157165,Construction,CANCELLED
38905,6155160,Site Development,AP Closed
38906,6087677,Construction,CANCELLED
38907,6136696,Demolition,Reviews Completed
38908,6155567,Site Development,Inspections Added
38909,6154148,Site Development,AP Closed
38910,6137486,Construction,CANCELLED
38911,6156327,Site Development,AP Closed
38912,6145617,Construction,CANCELLED
38913,6156451,Demolition,Reviews Completed
38914,6141197,Construction,CANCELLED
38915,6156507,Demolition,Reviews Completed
38916,6133913,Construction,Permit Closed
38917,6151542,Construction,CANCELLED
38918,6156370,Demolition,Reviews Completed
38919,6094342,Construction,CANCELLED
38920,6156369,Construction,Application Accepted
38921,6154016,Construction,CANCELLED
38922,6152126,Construction,CANCELLED
38923,6154012,Construction,CANCELLED
38924,6156269,Demolition,CANCELLED
38925,6153710,Construction,CANCELLED
38926,6131199,Construction,CANCELLED
38927,6154380,Construction,CANCELLED
38928,6129819,Construction,CANCELLED
38929,6155242,Construction,CANCELLED
38930,6147501,Construction,CANCELLED
38931,6155336,Construction,CANCELLED
38932,6155350,Construction,Application Accepted
38933,6155322,Demolition,Reviews Completed
38934,6155320,Construction,CANCELLED
38935,6141124,Construction,Reviews Completed
38936,6155163,Demolition,CANCELLED
38937,6148227,Construction,CANCELLED
38938,6134871,Construction,CANCELLED
38939,6155035,Demolition,Reviews Completed
38940,6154793,Site Development,Inspections Added
38941,6154958,Site Development,Inspections Added
38942,6141332,Demolition,CANCELLED
38943,6108178,Construction,CANCELLED
38944,6065683,Construction,CANCELLED
38945,6151325,Construction,CANCELLED
38946,6093475,Construction,CANCELLED
38947,6132250,Construction,CANCELLED
38948,6149889,Construction,CANCELLED
38949,6154090,Construction,CANCELLED
38950,6062490,Construction,CANCELLED
38951,6153781,Construction,CANCELLED
38952,6151064,Construction,CANCELLED
38953,6150355,Construction,CANCELLED
38954,6108600,Construction,CANCELLED
38955,6152617,Construction,CANCELLED
38956,6152615,Construction,CANCELLED
38957,6152616,Construction,CANCELLED
38958,6142463,Construction,CANCELLED
38959,6152761,Demolition,CANCELLED
38960,6151628,Construction,CANCELLED
38961,6151625,Construction,CANCELLED
38962,6151622,Construction,CANCELLED
38963,6151621,Construction,CANCELLED
38964,6151619,Construction,CANCELLED
38965,6146156,Construction,CANCELLED
38966,6127617,Demolition,Reviews Completed
38967,6152452,Construction,CANCELLED
38968,6126789,Construction,CANCELLED
38969,6126798,Construction,CANCELLED
38970,6099332,Construction,CANCELLED
38971,6142720,Construction,CANCELLED
38972,6152177,Site Development,AP Closed
38973,6135715,Construction,CANCELLED
38974,6151626,Construction,Application Accepted
38975,6151627,Demolition,Reviews Completed
38976,6115038,Construction,CANCELLED
38977,6151592,Demolition,CANCELLED
38978,6138504,Construction,CANCELLED
38979,6151591,Construction,CANCELLED
38980,6147700,Construction,CANCELLED
38981,6151555,Site Development,CANCELLED
38982,6144957,Construction,CANCELLED
38983,6151225,Demolition,CANCELLED
38984,6090088,Construction,CANCELLED
38985,6150214,Construction,CANCELLED
38986,6109238,Construction,CANCELLED
38987,6146216,Construction,CANCELLED
38988,6150273,Demolition,CANCELLED
38989,6150001,Site Development,Inspections Added
38990,6150002,Site Development,Inspections Added
38991,6149999,Site Development,Inspections Added
38992,6149998,Site Development,Inspections Added
38993,6149997,Site Development,Inspections Added
38994,6149996,Site Development,Inspections Added
38995,6141526,Construction,Permit Issued
38996,6148536,Construction,CANCELLED
38997,6141517,Construction,Permit Issued
38998,6140552,Construction,CANCELLED
38999,6130550,Construction,CANCELLED
39000,6149918,Site Development,AP Closed
39001,6149712,Construction,CANCELLED
39002,6139162,Construction,CANCELLED
39003,6141470,Construction,CANCELLED
39004,6149285,Site Development,CANCELLED
39005,6145800,Construction,CANCELLED
39006,6122841,Construction,CANCELLED
39007,6149239,Construction,CANCELLED
39008,6149240,Demolition,CANCELLED
39009,6149237,Construction,CANCELLED
39010,6149238,Construction,CANCELLED
39011,6148427,Demolition,CANCELLED
39012,6142810,Construction,CANCELLED
39013,6148426,Construction,CANCELLED
39014,6136628,Construction,CANCELLED
39015,6148065,Demolition,CANCELLED
39016,6148061,Construction,CANCELLED
39017,6137014,Construction,CANCELLED
39018,6148195,Demolition,CANCELLED
39019,6148194,Construction,CANCELLED
39020,6142423,Construction,CANCELLED
39021,6108637,Construction,CANCELLED
39022,6148115,Demolition,Reviews Completed
39023,6147955,Demolition,Reviews Completed
39024,6119249,Construction,Permit Issued
39025,6137143,Construction,Permit Issued
39026,6147911,Construction,CANCELLED
39027,6143048,Construction,CANCELLED
39028,6147240,Demolition,Permit Closed
39029,6113112,Construction,Permit Closed
39030,6146099,Construction,CANCELLED
39031,6085551,Construction,CANCELLED
39032,6146668,Demolition,CANCELLED
39033,6146676,Construction,CANCELLED
39034,6128629,Construction,CANCELLED
39035,6140154,Demolition,Reviews Completed
39036,6140168,Construction,Application Accepted
39037,6122919,Construction,CANCELLED
39038,6141002,Construction,CANCELLED
39039,6146425,Demolition,Reviews Completed
39040,6137652,Construction,CANCELLED
39041,6145885,Demolition,Reviews Completed
39042,6130980,Construction,CANCELLED
39043,6145135,Demolition,CANCELLED
39044,6120908,Construction,CANCELLED
39045,6145134,Construction,CANCELLED
39046,6105313,Construction,CANCELLED
39047,6105314,Construction,CANCELLED
39048,6105315,Construction,CANCELLED
39049,6105316,Construction,CANCELLED
39050,6105317,Construction,CANCELLED
39051,6105318,Construction,CANCELLED
39052,6136867,Construction,CANCELLED
39053,6105319,Construction,CANCELLED
39054,6123249,Construction,CANCELLED
39055,6133431,Construction,CANCELLED
39056,6119269,Construction,CANCELLED
39057,6144960,Demolition,CANCELLED
39058,6120159,Construction,CANCELLED
39059,6139963,Construction,CANCELLED
39060,6105312,Construction,CANCELLED
39061,6105311,Construction,CANCELLED
39062,6105294,Construction,CANCELLED
39063,6105296,Construction,CANCELLED
39064,6105292,Construction,CANCELLED
39065,6105297,Construction,CANCELLED
39066,6105293,Construction,CANCELLED
39067,6105295,Construction,CANCELLED
39068,6105302,Construction,CANCELLED
39069,6105299,Construction,CANCELLED
39070,6105298,Construction,CANCELLED
39071,6105301,Construction,CANCELLED
39072,6105300,Construction,CANCELLED
39073,6121780,Construction,CANCELLED
39074,6144343,Construction,CANCELLED
39075,6107972,Construction,CANCELLED
39076,6142182,Construction,CANCELLED
39077,6129355,Construction,CANCELLED
39078,6143356,Demolition,CANCELLED
39079,6134123,Construction,CANCELLED
39080,6138275,Construction,CANCELLED
39081,6121909,Construction,CANCELLED
39082,6121897,Construction,CANCELLED
39083,6121910,Construction,CANCELLED
39084,6121911,Construction,CANCELLED
39085,6120502,Construction,CANCELLED
39086,6143012,Demolition,CANCELLED
39087,6142461,Demolition,CANCELLED
39088,6084808,Construction,CANCELLED
39089,6142660,Construction,Application Accepted
39090,6133366,Construction,CANCELLED
39091,6102714,Construction,CANCELLED
39092,6142661,Construction,Application Accepted
39093,6082474,Construction,CANCELLED
39094,6142180,Construction,CANCELLED
39095,6142304,Demolition,Reviews Completed
39096,6134771,Construction,CANCELLED
39097,6142188,Construction,CANCELLED
39098,6138353,Construction,CANCELLED
39099,6139018,Construction,CANCELLED
39100,6114658,Construction,CANCELLED
39101,6141479,Demolition,Reviews Completed
39102,6128815,Construction,CANCELLED
39103,6125794,Construction,CANCELLED
39104,6095856,Construction,CANCELLED
39105,6141329,Construction,CANCELLED
39106,6141288,Demolition,Reviews Completed
39107,6121078,Construction,CANCELLED
39108,6134270,Construction,CANCELLED
39109,6125562,Construction,CANCELLED
39110,6133260,Construction,CANCELLED
39111,6125763,Construction,CANCELLED
39112,6140590,Demolition,CANCELLED
39113,6135083,Construction,CANCELLED
39114,6135080,Construction,CANCELLED
39115,6140520,Demolition,CANCELLED
39116,6132320,Construction,CANCELLED
39117,6103784,Construction,CANCELLED
39118,6140012,Demolition,CANCELLED
39119,6127824,Construction,CANCELLED
39120,6131453,Construction,CANCELLED
39121,6137803,Construction,CANCELLED
39122,6129318,Construction,CANCELLED
39123,6064865,Construction,CANCELLED
39124,6139192,Construction,Application Accepted
39125,6135011,Construction,CANCELLED
39126,6137668,Construction,CANCELLED
39127,6138194,Construction,CANCELLED
39128,6103238,Construction,CANCELLED
39129,6104685,Construction,CANCELLED
39130,6133595,Construction,CANCELLED
39131,6111289,Construction,CANCELLED
39132,6127676,Demolition,CANCELLED
39133,6137611,Construction,CANCELLED
39134,6137595,Construction,CANCELLED
39135,6123562,Construction,CANCELLED
39136,6104142,Construction,CANCELLED
39137,6122794,Construction,CANCELLED
39138,6131011,Construction,CANCELLED
39139,6129646,Construction,CANCELLED
39140,6127258,Construction,CANCELLED
39141,6136963,Demolition,Reviews Completed
39142,6117722,Construction,CANCELLED
39143,6136557,Construction,Application Accepted
39144,6122539,Construction,CANCELLED
39145,6121907,Construction,CANCELLED
39146,6121898,Construction,CANCELLED
39147,6121906,Construction,CANCELLED
39148,6121900,Construction,CANCELLED
39149,6121899,Construction,CANCELLED
39150,6121908,Construction,CANCELLED
39151,6136338,Construction,CANCELLED
39152,6107771,Construction,CANCELLED
39153,6130946,Construction,CANCELLED
39154,6121903,Construction,CANCELLED
39155,6121901,Construction,CANCELLED
39156,6115700,Construction,CANCELLED
39157,6121904,Construction,CANCELLED
39158,6121902,Construction,CANCELLED
39159,6121905,Construction,CANCELLED
39160,6133579,Construction,CANCELLED
39161,6131940,Construction,CANCELLED
39162,6130915,Demolition,Permit Closed
39163,6115461,Construction,CANCELLED
39164,6134474,Demolition,CANCELLED
39165,6111253,Site Development,AP Finaled
39166,6118679,Construction,CANCELLED
39167,6100607,Construction,CANCELLED
39168,6108610,Construction,CANCELLED
39169,6130356,Construction,CANCELLED
39170,6118150,Construction,CANCELLED
39171,6095334,Construction,CANCELLED
39172,6133347,Construction,Reviews Completed
39173,6126507,Construction,CANCELLED
39174,6127181,Construction,CANCELLED
39175,6127184,Construction,CANCELLED
39176,6119664,Construction,CANCELLED
39177,6098243,Construction,CANCELLED
39178,6132367,Demolition,Reviews Completed
39179,6120904,Construction,CANCELLED
39180,6089546,Construction,CANCELLED
39181,6131859,Construction,CANCELLED
39182,6125115,Construction,Permit Closed
39183,6131828,Construction,CANCELLED
39184,6110815,Construction,CANCELLED
39185,6123488,Construction,CANCELLED
39186,6111907,Construction,CANCELLED
39187,6129406,Demolition,CANCELLED
39188,6129157,Demolition,Reviews Completed
39189,6108578,Construction,CANCELLED
39190,6095542,Construction,CANCELLED
39191,6117788,Construction,CANCELLED
39192,6118032,Construction,CANCELLED
39193,6131035,Demolition,CANCELLED
39194,6111542,Construction,CANCELLED
39195,6108223,Construction,CANCELLED
39196,6122853,Construction,CANCELLED
39197,6130922,Construction,CANCELLED
39198,6130923,Demolition,CANCELLED
39199,6130921,Construction,CANCELLED
39200,6101992,Construction,CANCELLED
39201,6130836,Construction,Application Accepted
39202,6120139,Construction,CANCELLED
39203,6130676,Demolition,Reviews Completed
39204,6126122,Construction,CANCELLED
39205,6126745,Site Development,CANCELLED
39206,6129701,Demolition,Reviews Completed
39207,6129706,Demolition,Reviews Completed
39208,6127673,Construction,CANCELLED
39209,6121356,Construction,CANCELLED
39210,6129405,Construction,CANCELLED
39211,6129404,Construction,CANCELLED
39212,6124630,Construction,CANCELLED
39213,6118792,Construction,CANCELLED
39214,6125112,Construction,CANCELLED
39215,6129156,Construction,Application Accepted
39216,6125584,Construction,CANCELLED
39217,6120106,Construction,CANCELLED
39218,6128908,Construction,CANCELLED
39219,6114752,Construction,CANCELLED
39220,6107039,Construction,CANCELLED
39221,6124892,Construction,CANCELLED
39222,6125867,Construction,CANCELLED
39223,6126940,Construction,Application Accepted
39224,6126777,Demolition,Reviews Completed
39225,6126780,Construction,CANCELLED
39226,6078087,Construction,CANCELLED
39227,6126634,Demolition,Application Accepted
39228,6125963,Demolition,Reviews Completed
39229,6118647,Construction,CANCELLED
39230,6118635,Construction,CANCELLED
39231,6124516,Construction,Application Accepted
39232,6124514,Construction,Application Accepted
39233,6086108,Construction,CANCELLED
39234,6106947,Construction,CANCELLED
39235,6125709,Construction,CANCELLED
39236,6108332,Construction,CANCELLED
39237,6112063,Construction,CANCELLED
39238,6493924,Construction,Initial Information Collected
39239,6122305,Construction,CANCELLED
39240,6109488,Construction,CANCELLED
39241,6124730,Demolition,CANCELLED
39242,6096402,Demolition,Reviews Completed
39243,6111148,Construction,CANCELLED
39244,6113625,Construction,CANCELLED
39245,6108945,Demolition,Reviews Completed
39246,6124121,Construction,CANCELLED
39247,6123856,Construction,Application Accepted
39248,6115351,Construction,CANCELLED
39249,6123857,Construction,Application Accepted
39250,6115455,Construction,CANCELLED
39251,6074349,Construction,CANCELLED
39252,6095971,Construction,CANCELLED
39253,6108663,Demolition,CANCELLED
39254,6119547,Construction,CANCELLED
39255,6118722,Construction,CANCELLED
39256,6106088,Construction,CANCELLED
39257,6122817,Construction,CANCELLED
39258,6103565,Construction,CANCELLED
39259,6122963,Construction,Application Accepted
39260,6115944,Construction,CANCELLED
39261,6120467,Construction,CANCELLED
39262,6121386,Construction,CANCELLED
39263,6115350,Construction,CANCELLED
39264,6110630,Demolition,Reviews Completed
39265,6093490,Construction,CANCELLED
39266,6105489,Construction,CANCELLED
39267,6113134,Construction,CANCELLED
39268,6105396,Construction,CANCELLED
39269,6113909,Construction,CANCELLED
39270,6110628,Construction,Application Accepted
39271,6121212,Demolition,CANCELLED
39272,6098105,Construction,CANCELLED
39273,6121215,Construction,CANCELLED
39274,6121139,Construction,Reviews Completed
39275,6117402,Construction,CANCELLED
39276,6117552,Construction,CANCELLED
39277,6120141,Demolition,Reviews Completed
39278,6119949,Construction,CANCELLED
39279,6117810,Construction,CANCELLED
39280,6112210,Construction,CANCELLED
39281,6119531,Demolition,Reviews Completed
39282,6119199,Construction,CANCELLED
39283,6108671,Construction,CANCELLED
39284,6109312,Construction,CANCELLED
39285,6107575,Construction,CANCELLED
39286,6110329,Construction,CANCELLED
39287,6061738,Construction,Application Accepted
39288,6117129,Demolition,Reviews Completed
39289,6111322,Construction,CANCELLED
39290,6099700,Construction,CANCELLED
39291,6114481,Construction,CANCELLED
39292,6116331,Demolition,CANCELLED
39293,6115608,Construction,CANCELLED
39294,6114974,Construction,CANCELLED
39295,6114084,Construction,CANCELLED
39296,6105901,Demolition,Reviews Completed
39297,6101202,Demolition,Reviews Completed
39298,6114237,Construction,CANCELLED
39299,6097441,Construction,CANCELLED
39300,6110371,Construction,CANCELLED
39301,6104738,Demolition,Reviews Completed
39302,6088421,Construction,CANCELLED
39303,6103965,Construction,CANCELLED
39304,6104014,Construction,CANCELLED
39305,6097824,Construction,CANCELLED
39306,6093992,Construction,CANCELLED
39307,6112753,Construction,CANCELLED
39308,6086089,Construction,CANCELLED
39309,6108533,Construction,CANCELLED
39310,6108005,Construction,CANCELLED
39311,6108008,Construction,CANCELLED
39312,6086048,Construction,CANCELLED
39313,6111911,Construction,Application Accepted
39314,6111910,Demolition,CANCELLED
39315,6092992,Construction,CANCELLED
39316,6107436,Construction,CANCELLED
39317,6110632,Construction,Application Accepted
39318,6106603,Construction,CANCELLED
39319,6107666,Construction,CANCELLED
39320,6076104,Construction,CANCELLED
39321,6090822,Construction,CANCELLED
39322,6099706,Construction,CANCELLED
39323,6106490,Construction,CANCELLED
39324,6090303,Construction,CANCELLED
39325,6106953,Construction,CANCELLED
39326,6094805,Construction,CANCELLED
39327,6106955,Construction,CANCELLED
39328,6106954,Construction,CANCELLED
39329,6095999,Construction,CANCELLED
39330,6095997,Construction,CANCELLED
39331,6095996,Construction,CANCELLED
39332,6096001,Construction,CANCELLED
39333,6108761,Demolition,Permit Closed
39334,6108740,Construction,Permit Issued
39335,6108739,Construction,Permit Issued
39336,6098170,Construction,Permit Issued
39337,6095990,Construction,CANCELLED
39338,6108649,Construction,CANCELLED
39339,6108673,Demolition,CANCELLED
39340,6108631,Demolition,CANCELLED
39341,6108692,Demolition,CANCELLED
39342,6108662,Construction,CANCELLED
39343,6108691,Construction,CANCELLED
39344,6108672,Construction,CANCELLED
39345,6108698,Construction,CANCELLED
39346,6108699,Demolition,CANCELLED
39347,6108638,Construction,CANCELLED
39348,6087000,Construction,CANCELLED
39349,6102657,Construction,CANCELLED
39350,6106502,Construction,CANCELLED
39351,6107084,Construction,CANCELLED
39352,6099070,Construction,CANCELLED
39353,6107481,Construction,CANCELLED
39354,6107184,Demolition,CANCELLED
39355,6107183,Construction,CANCELLED
39356,6099708,Construction,CANCELLED
39357,6107182,Construction,CANCELLED
39358,6105538,Construction,CANCELLED
39359,6102479,Construction,CANCELLED
39360,6106712,Construction,Application Accepted
39361,6106005,Construction,CANCELLED
39362,6079224,Construction,CANCELLED
39363,6105488,Construction,CANCELLED
39364,6105899,Construction,Application Accepted
39365,6104931,Construction,CANCELLED
39366,6105591,Demolition,Reviews Completed
39367,6085237,Construction,CANCELLED
39368,6101070,Construction,CANCELLED
39369,6103983,Construction,CANCELLED
39370,6090865,Construction,CANCELLED
