id,street,longitude,latitude,applicant_id
8003,641 NW MARKET ST,-122.3650174,47.66834666,
8004,6050 FAUNTLEROY WAY SW,-122.38285752,47.54691776,
8005,637 NW MARKET ST,-122.36487017,47.66847517,
8006,10505 WHITMAN AVE N,-122.34641862,47.70532124,
8007,668 W NICKERSON ST,-122.36717136,47.65242037,
8008,5002 11TH AVE NE,-122.31613096,47.66510527,
8009,5008 11TH AVE NE,-122.31612999,47.66521465,
8010,4837 S FONTANELLE ST,-122.27148481,47.53574138,
8011,3818 S HUDSON ST,-122.28393154,47.55717703,
8012,1611 43RD AVE E,-122.27763177,47.63373866,
8013,4820 PUGET BLVD SW,-122.36098293,47.55861789,
8014,11517 30TH AVE NE,-122.29681423,47.71263931,
8015,1506 NW 52ND ST,-122.37665897,47.666741,
8016,2001 W GARFIELD ST,-122.38282969,47.63100625,
8017,2514 BEACON AVE S,-122.31307362,47.58064528,
8018,2659 NW 57TH ST,-122.39264623,47.67001443,
8019,1514 NW 53RD ST,-122.37703182,47.66743592,
8020,1517 BOYLSTON AVE,-122.32365686,47.61466931,
8021,6701 37TH AVE S,-122.28648628,47.54234207,
8022,1146 N 93RD ST,-122.34253872,47.6966551,
8023,3901 W DRAVUS ST,-122.40697276,47.6484681,
8024,5011 PHINNEY AVE N,-122.354693,47.66538056,
8025,8200 WALLINGFORD AVE N,-122.33554054,47.6889164,
8026,13305 25TH AVE NE,-122.30219767,47.72492959,
8027,3920 6TH AVE NW,-122.3625908,47.65471127,
8028,3814 LATONA AVE NE,-122.3254278,47.65425781,
8029,5814 SAND POINT WAY NE,-122.26911699,47.67102511,
8030,2533 39TH AVE E,-122.28302531,47.64166292,
8031,5800 SAND POINT WAY NE,-122.26934207,47.67086814,
8032,5420 NE 58TH ST,-122.26915239,47.67052682,
8033,7014 18TH AVE SW,-122.35695926,47.54063844,
8034,5343 TALLMAN AVE NW,-122.38113375,47.66786255,
8035,2224 2ND AVE,-122.34509739,47.61397567,
8036,1126 10TH AVE E,-122.31979964,47.62948003,
8037,370 WESTLAKE AVE N,-122.33815149,47.6213169,
8038,3012 NE 140TH ST,-122.29601553,47.73030516,
8039,1108 YAKIMA AVE S,-122.294171,47.59302203,
8040,6411 SEAVIEW AVE NW,-122.40837246,47.67528602,
8041,1733 N 130TH ST,-122.33577614,47.72298639,
8042,3231 SW RAYMOND ST,-122.37472474,47.54789828,
8043,9610 ROOSEVELT WAY NE,-122.31739688,47.69885885,
8044,1406 NW 64TH ST,-122.3740326,47.67543351,
8045,3628 FRANCIS AVE N,-122.35313349,47.65291096,
8046,14347 19TH AVE NE,-122.30904016,47.73355215,
8047,801 MERCER ST,-122.34037886,47.62405246,
8048,6748 37TH AVE S,-122.28563011,47.54112623,
8049,7727 28TH AVE NE,-122.29784531,47.68549078,
8050,2021 15TH AVE W,-122.37735617,47.63718204,
8051,2021 15TH AVE W,-122.37735617,47.63718204,
8052,1827 15TH AVE W,-122.37666485,47.63569186,
8053,1509 2ND AVE W,-122.35998498,47.63264447,
8054,2019 FAIRVIEW AVE E,-122.33070879,47.63725687,
8055,14340 LENORA PL N,-122.34322521,47.73354771,
8056,6329 42ND AVE SW,-122.38617181,47.54577368,
8057,13025 9TH AVE NW,-122.36824703,47.72404463,
8058,820 28TH AVE S,-122.29625073,47.59517916,
8059,3824 WHITMAN AVE N,-122.34552315,47.65348785,
8060,1419 NW 65TH ST,-122.37453046,47.67581337,
8061,14352 20TH AVE NE,-122.30712091,47.73359364,
8062,3819 CALIFORNIA AVE SW,-122.3872335,47.56945301,
8063,8830 MIDVALE AVE N,-122.34204449,47.69337332,
8064,4411 WILLIAMS AVE W,-122.39251689,47.65981878,
8065,8840 MIDVALE AVE N,-122.34205854,47.69364311,
8066,6515 30TH AVE SW,-122.37000667,47.54393903,
8067,6530 SYLVAN WAY SW,-122.37098629,47.54407212,
8068,6501 SYLVAN WAY SW,-122.37240605,47.54443292,
8069,6520 32ND AVE SW,-122.37353359,47.54420513,
8070,2704 E THOMAS ST,-122.29701858,47.62153375,
8071,6700 31ST AVE SW,-122.37206139,47.54271261,
8072,6521 32ND AVE SW,-122.37403565,47.54428564,
8073,6500 30TH AVE SW,-122.36974404,47.54436557,
8074,3101 SW HOLLY ST,-122.3724923,47.54266293,
8075,6424 31ST AVE SW,-122.37110074,47.54512681,
8076,6425 HIGH POINT DR SW,-122.36869214,47.54548315,
8077,6400 30TH AVE SW,-122.37015548,47.54565129,
8078,6050 FAUNTLEROY WAY SW,-122.38285752,47.54691776,
8079,217 25TH AVE,-122.30026254,47.60405217,
8080,1212 N 85TH ST,-122.34174508,47.69072948,
8081,209 26TH AVE S,-122.29923459,47.60057546,
8082,8215 WALLINGFORD AVE N,-122.33676303,47.68924327,
8083,507 20TH AVE E,-122.30630643,47.62349878,
8084,4 W LEE ST,-122.35702322,47.6314585,
8085,9030 13TH AVE NW,-122.37218535,47.69516506,
8086,3618 35TH AVE S,-122.288736,47.57101219,
8087,3044 61ST AVE SW,-122.41043195,47.5764384,
8088,4201 15TH AVE NE,-122.31241197,47.65860779,
8089,2324 FRANKLIN AVE E,-122.32438847,47.64049276,
8090,4716 DELRIDGE WAY SW,-122.36263949,47.56052782,
8091,1700 14TH AVE,-122.31399191,47.61658308,
8092,3028 26TH AVE W,-122.38999771,47.64771631,
8093,3808 ASHWORTH AVE N,-122.33993916,47.65302158,
8094,9210 INTERLAKE AVE N,-122.34057953,47.69643011,
8095,13524 LINDEN AVE N,-122.34710824,47.72754532,
8096,9206 INTERLAKE AVE N,-122.34061154,47.69630491,
8097,4508 41ST AVE SW,-122.38368829,47.56256315,
8098,8044 10TH AVE NW,-122.36907129,47.68826342,
8099,6415 ELLIS AVE S,-122.31885073,47.54504757,
8100,110 LEE ST,-122.35492838,47.63116785,
8101,5207 FAUNTLEROY WAY SW,-122.38190114,47.55535741,
8102,519 7TH AVE S,-122.32395542,47.59784699,
8103,1125 N 140TH ST,-122.34394378,47.7303514,
8104,1115 N 140TH ST,-122.34419539,47.73035997,
8105,1231 N ALLEN PL,-122.34246851,47.6604524,
8106,4250 8TH AVE NW,-122.36592132,47.65861271,
8107,2012 THORNDYKE AVE W,-122.38832463,47.6374811,
8108,2000 THORNDYKE AVE W,-122.38850334,47.63721625,
8109,1320 E REMINGTON CT,-122.31449535,47.6056925,
8110,2820 S ORCAS ST,-122.29630157,47.55226818,
8111,2115 8TH AVE N,-122.34242225,47.63836626,
8112,6017 SEAVIEW AVE NW,-122.40678934,47.67247877,
8113,6961 37TH AVE S,-122.28656404,47.53930267,
8114,4117 NE 82ND ST,-122.28355231,47.68827133,
8115,1647 S LANE ST,-122.31001079,47.59651833,
8116,2021 15TH AVE W,-122.37735617,47.63718204,
8117,1253 SW OTHELLO ST,-122.35275499,47.53710312,
8118,6722 GREENWOOD AVE N,-122.35508197,47.67852334,
8119,1768 19TH AVE S,-122.30766721,47.58724422,
8120,5415 BAKER AVE NW,-122.36053249,47.6683025,
8121,4122 SW ALASKA ST,-122.38518782,47.56123219,
8122,710 8TH AVE,-122.32643268,47.60625091,
8123,4000 WEST MARGINAL WAY SW,-122.35294049,47.56886752,
8124,945 HIAWATHA PL S,-122.30844849,47.59316318,
8125,425 19TH AVE E,-122.30765691,47.62284641,
8126,8446 36TH AVE SW,-122.37815288,47.52691529,
8127,1104 ALKI AVE SW,-122.38547632,47.59489443,
8128,11655 BEACON AVE S,-122.26379714,47.49813283,
8129,6701 37TH AVE S,-122.28648628,47.54234207,
8130,312 2ND AVE S,-122.33116033,47.59954247,
8131,1966 THORNDYKE AVE W,-122.38889933,47.63668764,
8132,2140 N 113TH ST,-122.33218618,47.71065493,
8133,1708 NE BROCKMAN PL,-122.31032012,47.72309033,
8134,4214 STONE WAY N,-122.34193764,47.65852123,
8135,3415 NW 54TH ST,-122.40134155,47.66730585,
8136,1715 27TH AVE,-122.29798757,47.61699117,
8137,3303 HARBOR AVE SW,-122.3711911,47.57359641,
8138,3257 HARBOR AVE SW,-122.37125039,47.57390605,
8139,4328 SW TRENTON ST,-122.38878541,47.52499476,
8140,967 THOMAS ST,-122.33757434,47.62063195,
8141,1516 TAYLOR AVE N,-122.34569694,47.63286026,
8142,1512 TAYLOR AVE N,-122.34555265,47.63273007,
8143,3222 24TH AVE W,-122.38711838,47.64918768,
8144,535 16TH AVE,-122.31191446,47.60722334,
8145,825 S STACY ST,-122.32224919,47.58148048,
8146,3611 INTERLAKE AVE N,-122.34182302,47.6508874,
8147,3607 INTERLAKE AVE N,-122.34180741,47.65077237,
8148,5425 SHILSHOLE AVE NW,-122.38663116,47.6672517,
8149,1021 NE 130TH ST,-122.3171312,47.72258986,
8150,5239 19TH AVE SW,-122.35867175,47.55459606,
8151,6000 16TH AVE SW,-122.35308846,47.54700382,
8152,3851 15TH AVE W,-122.37638872,47.6549537,
8153,1060 W EWING ST,-122.3703805,47.65511125,
8154,1220 W NICKERSON ST,-122.37323504,47.65575729,
8155,1300 W NICKERSON ST,-122.37479894,47.65567231,
8156,1550 W EMERSON ST,-122.37736382,47.65420404,
8157,1530 W EMERSON ST,-122.37714866,47.65419623,
8158,600 W EWING ST,-122.36474445,47.65268919,
8159,2501 NE 45TH ST,-122.30018348,47.66086129,
8160,2432 SW HOLDEN ST,-122.36483689,47.53439325,
8161,7359 24TH AVE NW,-122.38792822,47.68303877,
8162,2510 W BERTONA ST,-122.38937982,47.650838,
8163,1321 SENECA ST,-122.32319986,47.61181606,
8164,2654 NW MARKET ST,-122.39245301,47.66895441,
8165,9480 RAINIER AVE S,-122.26193012,47.52043742,
8166,306 SUMMIT AVE E,-122.32505257,47.62109344,
8167,6105 36TH AVE NW,-122.40389727,47.67299964,
8168,500 12TH AVE,-122.31637965,47.60642826,
8169,1000 S HENDERSON ST,-122.31982043,47.5232333,
8170,3708 W COMMODORE WAY,-122.40624164,47.66634505,
8171,2420 WESTLAKE AVE N,-122.34134826,47.64043967,
8172,5545 S BRANDON ST,-122.26277993,47.55315372,
8173,564 12TH AVE,-122.31644108,47.60724989,
8174,427 NE 72ND ST,-122.32338757,47.68055951,
8175,420 NE 72ND ST,-122.32388755,47.68088282,
8176,300 NW 80TH ST,-122.36098429,47.68715855,
8177,9719 GREENWOOD AVE N,-122.35566765,47.70035107,
8178,1000 S HENDERSON ST,-122.31982043,47.5232333,
8179,222 23RD AVE E,-122.30227713,47.62101542,
8180,5900 RAINIER AVE S,-122.27683124,47.54953755,
8181,4517 S JUNEAU ST,-122.27630678,47.54957166,
8182,2430 1ST AVE S,-122.33369859,47.58085555,
8183,4545 SAND POINT WAY NE,-122.28665026,47.66208426,
8184,2801 S JACKSON ST,-122.29599417,47.59893849,
8185,662 W EMERSON ST,-122.36727927,47.65175185,
8186,2122 15TH AVE S,-122.3131528,47.58386188,
8187,1214 E HAMLIN ST,-122.315878,47.64578913,
8188,1647 S LANE ST,-122.31001079,47.59651833,
8189,1401 SPRING ST,-122.32198451,47.61145694,
8190,2533 WESTLAKE AVE N,-122.34429893,47.64301151,
8191,2155 N NORTHLAKE WAY,-122.33242442,47.64810523,
8192,2304 2ND AVE,-122.34571735,47.61441264,
8193,3715 S ANGELINE ST,-122.28511291,47.55910502,
8194,2625 EAST MONTLAKE PL E,-122.30429708,47.64354975,
8195,9514 STONE AVE N,-122.34167327,47.6983765,
8196,1700 E MADISON ST,-122.30968349,47.6160897,
8197,1104 18TH AVE,-122.30866344,47.61176099,
8198,2620 PERKINS LN W,-122.41651174,47.64402308,
8199,2646 23RD AVE W,-122.38569261,47.64432927,
8200,3901 W DRAVUS ST,-122.40697276,47.6484681,
8201,1100 5TH AVE W,-122.36279311,47.62899315,
8202,11354 DURLAND AVE NE,-122.28024227,47.7125016,
8203,11344 DURLAND AVE NE,-122.2802602,47.71227009,
8204,11339 DURLAND PL NE,-122.27984361,47.71223957,
8205,5700 24TH AVE NW,-122.38731892,47.67034159,
8206,2412 N PACIFIC ST,-122.3295738,47.65237275,
8207,309 NW 41ST ST,-122.36159914,47.65671202,
8208,7400 SAND POINT WAY NE,-122.26331566,47.68213081,
8209,11310 LAKE CITY WAY NE,-122.29988088,47.7109481,
8210,7400 SAND POINT WAY NE,-122.26331566,47.68213081,
8211,1742 NW 56TH ST,-122.38076979,47.66964296,
8212,6420 24TH AVE NW,-122.38734161,47.67581376,
8213,7001 SEAVIEW AVE NW,-122.40580069,47.68002469,
8214,6000 16TH AVE SW,-122.35308846,47.54700382,
8215,1117 PIKE ST,-122.32808736,47.61358508,
8216,3621 S GRAHAM ST,-122.28666756,47.54579572,
8217,115 37TH AVE E,-122.28674906,47.61882668,
8218,3639 M L KING JR WAY S,-122.29733895,47.57083872,
8219,3627 27TH AVE S,-122.29808216,47.57064963,
8220,9406 LEROY PL S,-122.28745297,47.51850866,
8221,2910 AIRPORT WAY S,-122.32071949,47.57762267,
8222,2702 16TH AVE S,-122.31185767,47.57921822,
8223,10109 3RD AVE NW,-122.36133729,47.7026853,
8224,2619 4TH AVE N,-122.35091423,47.6434465,
8225,929 N NORTHLAKE WAY,-122.34601332,47.64845447,
8226,400 N 34TH ST,-122.35413557,47.65086607,
8227,5632 S WILLOW ST,-122.26129843,47.5408945,
8228,1014 LAKEVIEW BLVD E,-122.3262299,47.62870209,
8229,2249 NE 46TH ST,-122.30334519,47.66142742,
8230,8727 PHINNEY AVE N,-122.35414135,47.69321735,
8231,8731 PHINNEY AVE N,-122.35424096,47.69333241,
8232,903 N 102ND ST,-122.34715473,47.70270496,
8233,11714 PINEHURST WAY NE,-122.31217148,47.7145212,
8234,5202 LEARY AVE NW,-122.38125458,47.66549942,
8235,9400 OLSON PL SW,-122.33844086,47.51939589,
8236,5350 30TH AVE NW,-122.39443477,47.66679277,
8237,1515 FAIRVIEW AVE E,-122.32735498,47.63295248,
8238,3616 CORLISS AVE N,-122.33132484,47.65099583,
8239,4056 23RD AVE SW,-122.36200691,47.56674011,
8240,4058 23RD AVE SW,-122.36198465,47.56666933,
8241,7400 SAND POINT WAY NE,-122.26331566,47.68213081,
8242,3120 HARVARD AVE E,-122.32183084,47.64984035,
8243,6408 60TH PL S,-122.25796298,47.54445439,
8244,1017 S JACKSON ST,-122.31882529,47.59901316,
8245,3310 NE 125TH ST,-122.2923483,47.71956753,
8246,9935 ARROWSMITH AVE S,-122.25067815,47.51182812,
8247,1500 1ST AVE S,-122.33356952,47.58980818,
8248,1019 CALIFORNIA LN SW,-122.38767204,47.59377816,
8249,4000 NE 41ST ST,-122.28444517,47.65986565,
8250,4738 22ND AVE NE,-122.30390529,47.66417685,
8251,6798 48TH AVE SW,-122.39605664,47.54072547,
8252,5803 24TH AVE NW,-122.3879939,47.67109472,
8253,1100 EASTLAKE AVE E,-122.32878064,47.62890627,
8254,822 32ND AVE,-122.29121361,47.61002073,
8255,9736 LINDSAY PL S,-122.26401613,47.51425836,
8256,333 LAKESIDE AVE S,-122.28695937,47.59929492,
8257,828 NW 125TH ST,-122.36738373,47.71992823,
8258,1058 E HARRISON ST,-122.31842386,47.62212765,
8259,2601 NW 57TH ST,-122.39032316,47.67005402,
8260,1211 E ALDER ST,-122.31548619,47.60423386,
8261,2222 SW BARTON ST,-122.36318246,47.52121444,
8262,3620 36TH AVE S,-122.28811639,47.57093442,
8263,804 25TH AVE S,-122.29984517,47.59525133,
8264,2232 NW 62ND ST,-122.38619378,47.67405156,
8265,3541 WALLINGFORD AVE N,-122.33658191,47.65015448,
8266,3551 WALLINGFORD AVE N,-122.33656346,47.65034062,
8267,2533 13TH AVE S,-122.31627671,47.58006862,
8268,1501 2ND AVE,-122.33937818,47.60943195,
8269,2531 13TH AVE S,-122.31646611,47.58006752,
8270,1500 BROADWAY,-122.32029251,47.61436576,
8271,949 N 80TH ST,-122.34504947,47.68677613,
8272,4028 M L KING JR WAY S,-122.29659748,47.5672573,
8273,3618 36TH AVE S,-122.28789222,47.57094123,
8274,131 22ND AVE E,-122.30391655,47.61932384,
8275,355 15TH AVE,-122.3131217,47.60586039,
8276,3910 S HUDSON ST,-122.28296026,47.55725907,
8277,3910 S HUDSON ST,-122.28296026,47.55725907,
8278,3640 COURTLAND PL S,-122.2867829,47.57035152,
8279,3638 COURTLAND PL S,-122.28695676,47.57035529,
8280,1415 NW 65TH ST,-122.37438379,47.67583678,
8281,702 11TH AVE E,-122.31770485,47.62543919,
8282,2218 NW 61ST ST,-122.38560452,47.67329644,
8283,8507 18TH AVE NW,-122.38026529,47.6908859,
8284,442 NE MAPLE LEAF PL,-122.32402965,47.68230458,
8285,717 N 47TH ST,-122.34928634,47.66269869,
8286,1706 ALKI AVE SW,-122.39540778,47.58794707,
8287,2801 SW THISTLE ST,-122.36919253,47.52801204,
8288,5414 DELRIDGE WAY SW,-122.362699,47.55326158,
8289,6650 CORSON AVE S,-122.32254618,47.54294049,
8290,4567 35TH AVE S,-122.28913275,47.5608794,
8291,7606 8TH AVE SW,-122.34575755,47.53440543,
8292,3830 M L KING JR WAY S,-122.2962654,47.56914941,
8293,3830 M L KING JR WAY S,-122.2962654,47.56914941,
8294,1101 NE BOAT ST,-122.31697394,47.65246228,
8295,6315 42ND AVE SW,-122.38607308,47.54620345,
8296,3836 ASHWORTH AVE N,-122.33986912,47.65386747,
8297,3836 ASHWORTH AVE N,-122.33986912,47.65386747,
8298,8017P BEACON AVE S,-122.28818708,47.53044666,
8299,8017P BEACON AVE S,-122.28818708,47.53044666,
8300,107 27TH AVE E,-122.29752759,47.61924963,
8301,12002 GREENWOOD AVE N,-122.35515819,47.71616844,
8302,5033 DELRIDGE WAY SW,-122.36327811,47.55646433,
8303,5033 DELRIDGE WAY SW,-122.36327811,47.55646433,
8304,1217 W HOWE ST,-122.37347628,47.63579569,
8305,14314 GREENWOOD AVE N,-122.35509216,47.73287756,
8306,10264 CALIFORNIA AVE SW,-122.38689534,47.51039801,
8307,3034 BEACON AVE S,-122.30914595,47.57599043,
8308,1805 NW 65TH ST,-122.38034656,47.67582772,
8309,1714 22ND AVE S,-122.303585,47.58789468,
8310,6940 25TH AVE SW,-122.36403564,47.53976937,
8311,6940 25TH AVE SW,-122.36403564,47.53976937,
8312,3410 15TH AVE W,-122.37582076,47.65075661,
8313,3416 15TH AVE W,-122.3758609,47.65085042,
8314,2831 SW ADAMS ST,-122.36942834,47.56600353,
8315,2703 E YESLER WAY,-122.29765855,47.6014622,
8316,714 10TH AVE E,-122.31994857,47.62582643,
8317,7508 35TH AVE SW,-122.37630234,47.53522575,
8318,4087 LETITIA AVE S,-122.29020458,47.56585964,
8319,6541 35TH AVE SW,-122.37683109,47.54347197,
8320,1421 S JACKSON ST,-122.31296189,47.59903767,
8321,1421 S JACKSON ST,-122.31296189,47.59903767,
8322,6537 35TH AVE SW,-122.37681333,47.54359577,
8323,3938 1ST AVE NE,-122.32763414,47.65487421,
8324,3938 1ST AVE NE,-122.32763414,47.65487421,
8325,2305 S NORMAN ST,-122.30222506,47.59288199,
8326,703 N 95TH ST,-122.34978354,47.69751991,
8327,5614 SW ADMIRAL WAY,-122.4043121,47.57733744,
8328,410 FEDERAL AVE E,-122.31857149,47.62233991,
8329,1700 E MARION ST,-122.30991781,47.61050334,
8330,403 DEXTER AVE N,-122.34276579,47.62244513,
8331,11219 GREENWOOD AVE N,-122.35586243,47.71119914,
8332,3245 14TH AVE W,-122.37518176,47.64995494,
8333,3257 NW MARKET ST,-122.4009016,47.66840296,
8334,5544 15TH AVE S,-122.31324079,47.55216141,
8335,825 24TH AVE S,-122.30144104,47.59485576,
8336,6219 14TH AVE NW,-122.37390269,47.67441277,
8337,4919 S ANGELINE ST,-122.27123636,47.55923424,
8338,3310 W MCGRAW ST,-122.4002132,47.63981109,
8339,4612 STONE WAY N,-122.34140388,47.66261908,
8340,4754 FAUNTLEROY WAY SW,-122.38115569,47.55940704,
8341,4541 49TH AVE NE,-122.27496216,47.66254505,
8342,3911 48TH AVE S,-122.27336694,47.56867854,
8343,6416 15TH AVE NW,-122.37589772,47.67586291,
8344,4035 STONE WAY N,-122.34297572,47.65629705,
8345,5020 15TH AVE NE,-122.31156798,47.66558142,
8346,755 HAYES ST,-122.3418634,47.63384561,
8347,2037 NW 65TH ST,-122.38338929,47.67570591,
8348,2027 NW 65TH ST,-122.38332908,47.67580664,
8349,4800 40TH AVE SW,-122.38241621,47.55893466,
8350,106 N 36TH ST,-122.3574304,47.65315089,
8351,601 ELLIOTT AVE W,-122.3653891,47.62376803,
8352,1405 ELLIOTT AVE W,-122.3741301,47.63034902,
8353,2036 23RD AVE E,-122.30271524,47.63818614,
8354,1716 36TH AVE,-122.28676322,47.61706992,
8355,4815 DELRIDGE WAY SW,-122.36343703,47.55882248,
8356,4813 DELRIDGE WAY SW,-122.36322623,47.55881726,
8357,2914 S MCCLELLAN ST,-122.29440174,47.57852034,
8358,107 27TH AVE E,-122.29752759,47.61924963,
8359,4414 47TH AVE S,-122.2742096,47.56363683,
8360,1221 S MAIN ST,-122.31596726,47.59978325,
8361,11039 ARROYO BEACH PL SW,-122.38710981,47.50359474,
8362,2614 14TH AVE W,-122.3743861,47.64338753,
8363,1200 S JACKSON ST,-122.31676145,47.59961078,
8364,410 NE 72ND ST,-122.32429622,47.68079804,
8365,2236 FAIRVIEW AVE E,-122.32923811,47.63937266,
8366,2022 S MAIN ST,-122.30531946,47.60036862,
8367,2418 NE 75TH ST,-122.30106442,47.68322446,
8368,802 PINE ST,-122.33303913,47.61343498,
8369,9400 RAINIER AVE S,-122.26505777,47.52009207,
8370,1727 NW 60TH ST,-122.38015835,47.67219754,
8371,13027 19TH AVE NE,-122.30934868,47.72479665,
8372,5458 CALIFORNIA AVE SW,-122.38676907,47.5522748,
8373,5458 CALIFORNIA AVE SW,-122.38676907,47.5522748,
8374,814 NE 66TH ST,-122.31933441,47.67677536,
8375,213 W KINNEAR PL,-122.35987352,47.62753282,
8376,1726 NW 64TH ST,-122.38017486,47.67555865,
8377,1601 E YESLER WAY,-122.31089944,47.60133381,
8378,911 N 104TH ST,-122.34672107,47.70417092,
8379,80 S HUDSON ST,-122.33602508,47.55945537,
8380,8541 15TH AVE NW,-122.37709303,47.69180112,
8381,4263 7TH AVE NE,-122.32111021,47.65931526,
8382,2516 DEXTER AVE N,-122.34483431,47.64279385,
8383,2516 DEXTER AVE N,-122.34483431,47.64279385,
8384,2514 DEXTER AVE N,-122.34479097,47.6427624,
8385,6726 CORSON AVE S,-122.32305108,47.54182274,
8386,10825 MARINE VIEW DR SW,-122.38130064,47.50540192,
8387,830 16TH AVE,-122.31103187,47.61015194,
8388,3835 LINDEN AVE N,-122.34885787,47.65385594,
8389,4465 41ST AVE SW,-122.38448703,47.56306371,
8390,4465 41ST AVE SW,-122.38448703,47.56306371,
8391,5339 ROOSEVELT WAY NE,-122.31756839,47.66837821,
8392,2418 28TH AVE W,-122.3926382,47.64061193,
8393,9035 17TH AVE SW,-122.35699852,47.52184247,
8394,1208 E OLIVE ST,-122.31649062,47.61662391,
8395,1208 E OLIVE ST,-122.31649062,47.61662391,
8396,13265 3RD AVE NW,-122.36123007,47.72694008,
8397,12705 30TH AVE NE,-122.29687404,47.72130261,
8398,11206 FREMONT AVE N,-122.34985878,47.71082501,
8399,1711 13TH AVE SW,-122.35280454,47.58697897,
8400,1728 SUMMIT AVE,-122.3252791,47.61732036,
8401,8200 CREST DR NE,-122.27418885,47.687909,
8402,3815 21ST AVE SW,-122.36018578,47.56996142,
8403,6240 CORSON AVE S,-122.32149295,47.54629833,
8404,3223 43RD AVE NE,-122.27960418,47.65179472,
8405,2011 15TH AVE S,-122.31383057,47.58512917,
8406,303 S RIVER ST,-122.33135032,47.54326337,
8407,1225 NE 96TH ST,-122.31362453,47.69833246,
8408,1215 S TRENTON ST,-122.31685419,47.52446072,
8409,1211 S TRENTON ST,-122.31701875,47.52446427,
8410,3029 NW 56TH ST,-122.39708869,47.66927478,
8411,2016 23RD AVE S,-122.30271837,47.58485685,
8412,900 N 34TH ST,-122.34683203,47.64943047,
8413,6609 SW ADMIRAL WAY,-122.41700369,47.57556268,
8414,5419 BAKER AVE NW,-122.36007074,47.66851704,
8415,7713 RAINIER AVE S,-122.27034671,47.53328891,
8416,320 QUEEN ANNE AVE N,-122.3564905,47.62160607,
8417,7100 BEACON AVE S,-122.29534964,47.53872298,
8418,201 ALASKAN WAY S,-122.33841755,47.60004804,
8419,2749 CALIFORNIA AVE SW,-122.38705547,47.57775082,
8420,5611 NE 77TH ST,-122.26735814,47.68417896,
8421,8527 INTERLAKE AVE N,-122.34054101,47.69131539,
8422,8527 INTERLAKE AVE N,-122.34054101,47.69131539,
8423,14315 STONE AVE N,-122.34265824,47.7329444,
8424,2142 10TH AVE W,-122.36995311,47.63893268,
8425,4919 WOODLAWN AVE N,-122.33979785,47.66482702,
8426,224 27TH AVE E,-122.29705339,47.62098595,
8427,928 34TH AVE,-122.28909933,47.61131295,
8428,2716 E YESLER WAY,-122.29708555,47.60187893,
8429,719 S HOMER ST,-122.32337803,47.55139215,
8430,8329 44TH AVE S,-122.2784671,47.52818247,
8431,8329 44TH AVE S,-122.2784671,47.52818247,
8432,646 S HOLGATE ST,-122.32398057,47.58698884,
8433,1489 S COLUMBIAN WAY,-122.31403693,47.5697977,
8434,3036 39TH AVE SW,-122.38107807,47.57640369,
8435,2138 10TH AVE W,-122.36976017,47.63863466,
8436,2138 10TH AVE W,-122.36976017,47.63863466,
8437,1531 18TH AVE S,-122.30973231,47.58911472,
8438,507 GALER ST,-122.34713968,47.63216978,
8439,4111 DELRIDGE WAY SW,-122.36372158,47.56615438,
8440,1103 14TH AVE,-122.31459347,47.61176177,
8441,8023 15TH AVE NW,-122.37719047,47.68757118,
8442,3856 21ST AVE SW,-122.35981677,47.56850796,
8443,1201 AMGEN CT W,-122.37476567,47.62951836,
8444,4311 SW BRANDON ST,-122.3875868,47.55371797,
8445,4311 SW BRANDON ST,-122.3875868,47.55371797,
8446,2363 WEST VIEWMONT WAY W,-122.40923707,47.63963584,
8447,7536B 15TH AVE NW,-122.37651793,47.68435849,
8448,2415 DEXTER AVE N,-122.34459205,47.64002168,
8449,1807 13TH AVE S,-122.31634157,47.58668656,
8450,1807 13TH AVE S,-122.31634157,47.58668656,
8451,125 BOREN AVE S,,,
8452,728 N 72ND ST,-122.34861511,47.68124606,
8453,9221 ASHWORTH AVE N,-122.3400309,47.696698,
8454,917 E YESLER WAY,-122.31987914,47.60153724,
8455,758 N 72ND ST,-122.34727936,47.68122129,
8456,8400 55TH AVE S,-122.26308962,47.52840697,
8457,5895 LAKE WASHINGTON BLVD S,-122.2576911,47.54975322,
8458,2234 LAKE WASHINGTON BLVD S,-122.2873511,47.58311166,
8459,800 LAKE WASHINGTON BLVD,-122.28259274,47.6101389,
8460,6322 65TH AVE NE,-122.25766651,47.67446906,
8461,5100 NE 93RD ST,-122.27333169,47.69653886,
8462,3850 21ST AVE SW,-122.3597891,47.568644,
8463,2412 WESTLAKE AVE N,-122.3411204,47.6401174,
8464,5652 FAUNTLEROY WAY SW,-122.38144452,47.55049141,
8465,1305P E PINE ST,-122.31528029,47.61521694,
8466,2515 16TH AVE S,-122.31243909,47.58055734,
8467,3812 WHITMAN AVE N,-122.34569326,47.65318061,
8468,7201 EAST GREEN LAKE DR N,-122.328682,47.68027492,
8469,1716 16TH AVE S,-122.31248489,47.5878719,
8470,740 HARVARD AVE E,-122.32212402,47.6262866,
8471,103 NW 105TH ST,-122.35832289,47.70491473,
8472,5047 SAND POINT PL NE,-122.28104323,47.66605141,
8473,2317 N 92ND ST,-122.3302665,47.69573893,
8474,1591 NW 90TH ST,-122.3807587,47.6944655,
8475,3717 S DAWSON ST,-122.28538048,47.55533534,
8476,700 5TH AVE N,-122.34671866,47.62614544,
